strategy, trial, beta, ecc, phi, n, x, y 
stochastic, 70, 1.600, 350, 315, 12, 97, 496
stochastic, 70, 1.600, 350, 315, 13, 500, 298
stochastic, 70, 1.600, 350, 315, 14, 467, 455
stochastic, 70, 1.600, 350, 315, 15, 353, 394
stochastic, 70, 1.600, 350, 315, 16, 297, 172
stochastic, 70, 1.600, 350, 315, 17, 545, 81
stochastic, 70, 1.600, 350, 315, 18, 732, 4
stochastic, 70, 1.600, 350, 315, 19, 433, 190
stochastic, 70, 1.600, 350, 315, 20, 728, 141
stochastic, 70, 1.600, 350, 315, 21, 908, 130
stochastic, 70, 1.600, 350, 315, 22, 602, 146
stochastic, 70, 1.600, 350, 315, 23, 845, 538
stochastic, 70, 1.600, 350, 315, 24, 901, 178
stochastic, 70, 1.600, 350, 315, 25, 939, 277
stochastic, 70, 1.600, 350, 315, 26, 511, 297
stochastic, 70, 1.600, 350, 315, 27, 393, 739
stochastic, 70, 1.600, 350, 315, 28, 440, 584
stochastic, 70, 1.600, 350, 315, 29, 424, 541
stochastic, 70, 1.600, 350, 315, 30, 553, 504
stochastic, 70, 1.600, 350, 315, 31, 428, 508
stochastic, 70, 1.600, 350, 315, 32, 294, 599
stochastic, 70, 1.600, 350, 315, 33, 298, 825
stochastic, 70, 1.600, 350, 315, 34, 504, 672
stochastic, 70, 1.600, 350, 315, 35, 375, 631
stochastic, 70, 1.600, 350, 315, 36, 261, 884
stochastic, 70, 1.600, 350, 315, 37, 113, 856
stochastic, 70, 1.600, 350, 315, 38, 229, 479
stochastic, 70, 1.600, 350, 315, 39, 44, 635
stochastic, 70, 1.600, 350, 315, 40, 312, 622
stochastic, 70, 1.600, 350, 315, 41, 145, 850
stochastic, 70, 1.600, 350, 315, 42, 424, 252
stochastic, 70, 1.600, 350, 315, 43, 388, 256
stochastic, 70, 1.600, 350, 315, 44, 120, 209
stochastic, 70, 1.600, 350, 315, 45, 410, 97
stochastic, 70, 1.600, 350, 315, 46, 130, 132
stochastic, 70, 1.600, 350, 315, 47, 10, 5
stochastic, 70, 1.600, 350, 315, 48, 237, 13
stochastic, 70, 1.600, 350, 315, 49, 74, 2
stochastic, 70, 1.600, 350, 315, 50, 245, 57
stochastic, 70, 1.600, 350, 315, 51, NaN, NaN
optimal, 70, 1.600, 350, 315, 1, 513, 512
optimal, 70, 1.600, 350, 315, 2, 626, 749
optimal, 70, 1.600, 350, 315, 3, 616, 258
optimal, 70, 1.600, 350, 315, 4, 270, 710
optimal, 70, 1.600, 350, 315, 5, 283, 253
optimal, 70, 1.600, 350, 315, 6, 741, 734
optimal, 70, 1.600, 350, 315, 7, 765, 253
optimal, 70, 1.600, 350, 315, 8, 259, 780
optimal, 70, 1.600, 350, 315, 9, 243, 253
optimal, 70, 1.600, 350, 315, 10, 777, 755
optimal, 70, 1.600, 350, 315, 11, 777, 241
optimal, 70, 1.600, 350, 315, 12, 234, 715
optimal, 70, 1.600, 350, 315, 13, 259, 256
optimal, 70, 1.600, 350, 315, 14, 769, 782
optimal, 70, 1.600, 350, 315, 15, 746, 773
stochastic, 71, 1.650, 350, 315, 1, 512, 512
stochastic, 71, 1.650, 350, 315, 2, 944, 640
stochastic, 71, 1.650, 350, 315, 3, 438, 667
stochastic, 71, 1.650, 350, 315, 4, 232, 700
stochastic, 71, 1.650, 350, 315, 5, 101, 438
stochastic, 71, 1.650, 350, 315, 6, 391, 17
stochastic, 71, 1.650, 350, 315, 7, 361, 459
stochastic, 71, 1.650, 350, 315, 8, 450, 493
stochastic, 71, 1.650, 350, 315, 9, 324, 922
stochastic, 71, 1.650, 350, 315, 10, 746, 773
optimal, 71, 1.650, 350, 315, 1, 512, 512
optimal, 71, 1.650, 350, 315, 2, 628, 784
optimal, 71, 1.650, 350, 315, 3, 590, 231
optimal, 71, 1.650, 350, 315, 4, 257, 747
optimal, 71, 1.650, 350, 315, 5, 250, 238
optimal, 71, 1.650, 350, 315, 6, 804, 314
optimal, 71, 1.650, 350, 315, 7, 775, 790
optimal, 71, 1.650, 350, 315, 8, 228, 750
optimal, 71, 1.650, 350, 315, 9, 252, 217
optimal, 71, 1.650, 350, 315, 10, 788, 210
optimal, 71, 1.650, 350, 315, 11, 807, 783
optimal, 71, 1.650, 350, 315, 12, 191, 775
optimal, 71, 1.650, 350, 315, 13, 200, 271
optimal, 71, 1.650, 350, 315, 14, 802, 190
optimal, 71, 1.650, 350, 315, 15, 789, 764
optimal, 71, 1.650, 350, 315, 16, 212, 799
optimal, 71, 1.650, 350, 315, 17, 207, 187
optimal, 71, 1.650, 350, 315, 18, 843, 344
optimal, 71, 1.650, 350, 315, 19, 754, 859
optimal, 71, 1.650, 350, 315, 20, 181, 496
optimal, 71, 1.650, 350, 315, 21, 764, 123
optimal, 71, 1.650, 350, 315, 22, 234, 905
optimal, 71, 1.650, 350, 315, 23, 213, 137
optimal, 71, 1.650, 350, 315, 24, 870, 731
optimal, 71, 1.650, 350, 315, 25, 746, 773
stochastic, 72, 1.700, 350, 315, 1, 512, 512
stochastic, 72, 1.700, 350, 315, 2, 550, 431
stochastic, 72, 1.700, 350, 315, 3, 541, 588
stochastic, 72, 1.700, 350, 315, 4, 746, 773
optimal, 72, 1.700, 350, 315, 1, 512, 513
optimal, 72, 1.700, 350, 315, 2, 630, 776
optimal, 72, 1.700, 350, 315, 3, 746, 773
stochastic, 73, 1.600, 100, 0, 1, 513, 513
stochastic, 73, 1.600, 100, 0, 2, 612, 512
optimal, 73, 1.600, 100, 0, 1, 512, 512
optimal, 73, 1.600, 100, 0, 2, 626, 749
optimal, 73, 1.600, 100, 0, 3, 616, 258
optimal, 73, 1.600, 100, 0, 4, 270, 710
optimal, 73, 1.600, 100, 0, 5, 283, 253
optimal, 73, 1.600, 100, 0, 6, 741, 734
optimal, 73, 1.600, 100, 0, 7, 765, 253
optimal, 73, 1.600, 100, 0, 8, 612, 512
stochastic, 74, 1.650, 100, 0, 1, 513, 513
stochastic, 74, 1.650, 100, 0, 2, 612, 512
optimal, 74, 1.650, 100, 0, 1, 512, 512
optimal, 74, 1.650, 100, 0, 2, 612, 512
stochastic, 75, 1.700, 100, 0, 1, 512, 513
stochastic, 75, 1.700, 100, 0, 2, 612, 512
optimal, 75, 1.700, 100, 0, 1, 512, 512
optimal, 75, 1.700, 100, 0, 2, 612, 512
stochastic, 76, 1.600, 100, 45, 1, 512, 513
stochastic, 76, 1.600, 100, 45, 2, 410, 456
stochastic, 76, 1.600, 100, 45, 3, 565, 598
optimal, 76, 1.600, 100, 45, 1, 513, 512
optimal, 76, 1.600, 100, 45, 2, 565, 598
stochastic, 77, 1.650, 100, 45, 1, 513, 512
stochastic, 77, 1.650, 100, 45, 2, 565, 598
optimal, 77, 1.650, 100, 45, 1, 513, 513
optimal, 77, 1.650, 100, 45, 2, 628, 784
optimal, 77, 1.650, 100, 45, 3, 590, 231
optimal, 77, 1.650, 100, 45, 4, 257, 747
optimal, 77, 1.650, 100, 45, 5, 250, 238
optimal, 77, 1.650, 100, 45, 6, 804, 314
optimal, 77, 1.650, 100, 45, 7, 775, 790
optimal, 77, 1.650, 100, 45, 8, 228, 750
optimal, 77, 1.650, 100, 45, 9, 252, 217
optimal, 77, 1.650, 100, 45, 10, 788, 210
optimal, 77, 1.650, 100, 45, 11, 807, 783
optimal, 77, 1.650, 100, 45, 12, 191, 775
optimal, 77, 1.650, 100, 45, 13, 200, 271
optimal, 77, 1.650, 100, 45, 14, 802, 190
optimal, 77, 1.650, 100, 45, 15, 789, 764
optimal, 77, 1.650, 100, 45, 16, 212, 799
optimal, 77, 1.650, 100, 45, 17, 207, 187
optimal, 77, 1.650, 100, 45, 18, 843, 344
optimal, 77, 1.650, 100, 45, 19, 754, 859
optimal, 77, 1.650, 100, 45, 20, 181, 496
optimal, 77, 1.650, 100, 45, 21, 764, 123
optimal, 77, 1.650, 100, 45, 22, 234, 905
optimal, 77, 1.650, 100, 45, 23, 213, 137
optimal, 77, 1.650, 100, 45, 24, 870, 731
optimal, 77, 1.650, 100, 45, 25, 565, 598
stochastic, 78, 1.700, 100, 45, 1, 513, 512
stochastic, 78, 1.700, 100, 45, 2, 565, 598
optimal, 78, 1.700, 100, 45, 1, 513, 513
optimal, 78, 1.700, 100, 45, 2, 565, 598
stochastic, 79, 1.600, 100, 90, 1, 513, 513
stochastic, 79, 1.600, 100, 90, 2, 453, 816
stochastic, 79, 1.600, 100, 90, 3, 230, 790
stochastic, 79, 1.600, 100, 90, 4, 350, 616
stochastic, 79, 1.600, 100, 90, 5, 630, 839
stochastic, 79, 1.600, 100, 90, 6, 518, 770
stochastic, 79, 1.600, 100, 90, 7, 468, 602
optimal, 79, 1.600, 100, 90, 1, 513, 512
optimal, 79, 1.600, 100, 90, 2, 626, 749
optimal, 79, 1.600, 100, 90, 3, 616, 258
optimal, 79, 1.600, 100, 90, 4, 270, 710
optimal, 79, 1.600, 100, 90, 5, 283, 253
optimal, 79, 1.600, 100, 90, 6, 741, 734
optimal, 79, 1.600, 100, 90, 7, 765, 253
optimal, 79, 1.600, 100, 90, 8, 259, 780
optimal, 79, 1.600, 100, 90, 9, 243, 253
optimal, 79, 1.600, 100, 90, 10, 777, 755
optimal, 79, 1.600, 100, 90, 11, 777, 241
optimal, 79, 1.600, 100, 90, 12, 234, 715
optimal, 79, 1.600, 100, 90, 13, 259, 256
optimal, 79, 1.600, 100, 90, 14, 769, 782
optimal, 79, 1.600, 100, 90, 15, 773, 265
optimal, 79, 1.600, 100, 90, 16, 269, 803
optimal, 79, 1.600, 100, 90, 17, 244, 236
optimal, 79, 1.600, 100, 90, 18, 785, 760
optimal, 79, 1.600, 100, 90, 19, 768, 231
optimal, 79, 1.600, 100, 90, 20, 213, 797
optimal, 79, 1.600, 100, 90, 21, 221, 243
optimal, 79, 1.600, 100, 90, 22, 791, 789
optimal, 79, 1.600, 100, 90, 23, 792, 221
optimal, 79, 1.600, 100, 90, 24, 187, 512
optimal, 79, 1.600, 100, 90, 25, 253, 862
optimal, 79, 1.600, 100, 90, 26, 468, 602
stochastic, 80, 1.650, 100, 90, 1, 512, 512
stochastic, 80, 1.650, 100, 90, 2, 468, 602
optimal, 80, 1.650, 100, 90, 1, 513, 513
optimal, 80, 1.650, 100, 90, 2, 468, 602
stochastic, 81, 1.700, 100, 90, 1, 513, 512
stochastic, 81, 1.700, 100, 90, 2, 181, 597
stochastic, 81, 1.700, 100, 90, 3, 468, 602
optimal, 81, 1.700, 100, 90, 1, 513, 512
optimal, 81, 1.700, 100, 90, 2, 468, 602
stochastic, 82, 1.600, 100, 135, 1, 512, 513
stochastic, 82, 1.600, 100, 135, 2, 448, 629
stochastic, 82, 1.600, 100, 135, 3, 589, 535
stochastic, 82, 1.600, 100, 135, 4, 413, 521
optimal, 82, 1.600, 100, 135, 1, 512, 513
optimal, 82, 1.600, 100, 135, 2, 626, 749
optimal, 82, 1.600, 100, 135, 3, 616, 258
optimal, 82, 1.600, 100, 135, 4, 413, 521
stochastic, 83, 1.650, 100, 135, 1, 512, 512
stochastic, 83, 1.650, 100, 135, 2, 413, 521
optimal, 83, 1.650, 100, 135, 1, 513, 513
optimal, 83, 1.650, 100, 135, 2, 628, 784
optimal, 83, 1.650, 100, 135, 3, 590, 231
optimal, 83, 1.650, 100, 135, 4, 257, 747
optimal, 83, 1.650, 100, 135, 5, 250, 238
optimal, 83, 1.650, 100, 135, 6, 413, 521
stochastic, 84, 1.700, 100, 135, 1, 513, 513
stochastic, 84, 1.700, 100, 135, 2, 413, 521
optimal, 84, 1.700, 100, 135, 1, 512, 512
optimal, 84, 1.700, 100, 135, 2, 413, 521
stochastic, 85, 1.600, 100, 180, 1, 513, 513
stochastic, 85, 1.600, 100, 180, 2, 272, 674
stochastic, 85, 1.600, 100, 180, 3, 453, 432
optimal, 85, 1.600, 100, 180, 1, 513, 512
optimal, 85, 1.600, 100, 180, 2, 626, 749
optimal, 85, 1.600, 100, 180, 3, 616, 258
optimal, 85, 1.600, 100, 180, 4, 270, 710
optimal, 85, 1.600, 100, 180, 5, 283, 253
optimal, 85, 1.600, 100, 180, 6, 741, 734
optimal, 85, 1.600, 100, 180, 7, 765, 253
optimal, 85, 1.600, 100, 180, 8, 259, 780
optimal, 85, 1.600, 100, 180, 9, 243, 253
optimal, 85, 1.600, 100, 180, 10, 777, 755
optimal, 85, 1.600, 100, 180, 11, 777, 241
optimal, 85, 1.600, 100, 180, 12, 234, 715
optimal, 85, 1.600, 100, 180, 13, 259, 256
optimal, 85, 1.600, 100, 180, 14, 453, 432
stochastic, 86, 1.650, 100, 180, 1, 512, 513
stochastic, 86, 1.650, 100, 180, 2, 682, 657
stochastic, 86, 1.650, 100, 180, 3, 848, 919
stochastic, 86, 1.650, 100, 180, 4, 665, 658
stochastic, 86, 1.650, 100, 180, 5, 445, 733
stochastic, 86, 1.650, 100, 180, 6, 243, 806
stochastic, 86, 1.650, 100, 180, 7, 607, 718
stochastic, 86, 1.650, 100, 180, 8, 625, 633
stochastic, 86, 1.650, 100, 180, 9, 655, 633
stochastic, 86, 1.650, 100, 180, 10, 453, 432
optimal, 86, 1.650, 100, 180, 1, 512, 513
optimal, 86, 1.650, 100, 180, 2, 628, 784
optimal, 86, 1.650, 100, 180, 3, 590, 231
optimal, 86, 1.650, 100, 180, 4, 257, 747
optimal, 86, 1.650, 100, 180, 5, 250, 238
optimal, 86, 1.650, 100, 180, 6, 804, 314
optimal, 86, 1.650, 100, 180, 7, 775, 790
optimal, 86, 1.650, 100, 180, 8, 228, 750
optimal, 86, 1.650, 100, 180, 9, 252, 217
optimal, 86, 1.650, 100, 180, 10, 788, 210
optimal, 86, 1.650, 100, 180, 11, 807, 783
optimal, 86, 1.650, 100, 180, 12, 191, 775
optimal, 86, 1.650, 100, 180, 13, 200, 271
optimal, 86, 1.650, 100, 180, 14, 453, 432
stochastic, 87, 1.700, 100, 180, 1, 513, 513
stochastic, 87, 1.700, 100, 180, 2, 453, 432
optimal, 87, 1.700, 100, 180, 1, 513, 512
optimal, 87, 1.700, 100, 180, 2, 453, 432
stochastic, 88, 1.600, 100, 225, 1, 512, 512
stochastic, 88, 1.600, 100, 225, 2, 409, 397
stochastic, 88, 1.600, 100, 225, 3, 538, 357
stochastic, 88, 1.600, 100, 225, 4, 749, 264
stochastic, 88, 1.600, 100, 225, 5, 628, 635
stochastic, 88, 1.600, 100, 225, 6, 539, 405
stochastic, 88, 1.600, 100, 225, 7, 430, 451
stochastic, 88, 1.600, 100, 225, 8, 679, 45
stochastic, 88, 1.600, 100, 225, 9, 824, 81
stochastic, 88, 1.600, 100, 225, 10, 827, 24
stochastic, 88, 1.600, 100, 225, 11, 806, 167
stochastic, 88, 1.600, 100, 225, 12, 901, 328
stochastic, 88, 1.600, 100, 225, 13, 766, 908
stochastic, 88, 1.600, 100, 225, 14, 406, 698
stochastic, 88, 1.600, 100, 225, 15, 564, 910
stochastic, 88, 1.600, 100, 225, 16, 468, 901
stochastic, 88, 1.600, 100, 225, 17, 535, 903
stochastic, 88, 1.600, 100, 225, 18, 365, 842
stochastic, 88, 1.600, 100, 225, 19, 420, 895
stochastic, 88, 1.600, 100, 225, 20, 435, 947
stochastic, 88, 1.600, 100, 225, 21, 577, 921
stochastic, 88, 1.600, 100, 225, 22, 528, 782
stochastic, 88, 1.600, 100, 225, 23, 500, 737
stochastic, 88, 1.600, 100, 225, 24, 130, 811
stochastic, 88, 1.600, 100, 225, 25, 160, 772
stochastic, 88, 1.600, 100, 225, 26, 34, 626
stochastic, 88, 1.600, 100, 225, 27, 46, 252
stochastic, 88, 1.600, 100, 225, 28, 631, 309
stochastic, 88, 1.600, 100, 225, 29, 693, 514
stochastic, 88, 1.600, 100, 225, 30, 680, 397
stochastic, 88, 1.600, 100, 225, 31, 618, 457
stochastic, 88, 1.600, 100, 225, 32, 479, 369
stochastic, 88, 1.600, 100, 225, 33, 560, 281
stochastic, 88, 1.600, 100, 225, 34, 644, 357
stochastic, 88, 1.600, 100, 225, 35, 549, 419
optimal, 88, 1.600, 100, 225, 1, 512, 513
optimal, 88, 1.600, 100, 225, 2, 549, 419
stochastic, 89, 1.650, 100, 225, 1, 513, 513
stochastic, 89, 1.650, 100, 225, 2, 549, 419
optimal, 89, 1.650, 100, 225, 1, 513, 513
optimal, 89, 1.650, 100, 225, 2, 549, 419
stochastic, 90, 1.700, 100, 225, 1, 512, 512
stochastic, 90, 1.700, 100, 225, 2, 549, 419
optimal, 90, 1.700, 100, 225, 1, 512, 513
optimal, 90, 1.700, 100, 225, 2, 630, 776
optimal, 90, 1.700, 100, 225, 3, 351, 223
optimal, 90, 1.700, 100, 225, 4, 805, 252
optimal, 90, 1.700, 100, 225, 5, 187, 759
optimal, 90, 1.700, 100, 225, 6, 830, 773
optimal, 90, 1.700, 100, 225, 7, 193, 223
optimal, 90, 1.700, 100, 225, 8, 773, 215
optimal, 90, 1.700, 100, 225, 9, 194, 797
optimal, 90, 1.700, 100, 225, 10, 806, 779
optimal, 90, 1.700, 100, 225, 11, 176, 236
optimal, 90, 1.700, 100, 225, 12, 809, 203
optimal, 90, 1.700, 100, 225, 13, 549, 419
stochastic, 91, 1.600, 100, 270, 1, 513, 512
stochastic, 91, 1.600, 100, 270, 2, 611, 495
optimal, 91, 1.600, 100, 270, 1, 513, 513
optimal, 91, 1.600, 100, 270, 2, 626, 749
optimal, 91, 1.600, 100, 270, 3, 616, 258
optimal, 91, 1.600, 100, 270, 4, 270, 710
optimal, 91, 1.600, 100, 270, 5, 283, 253
optimal, 91, 1.600, 100, 270, 6, 741, 734
optimal, 91, 1.600, 100, 270, 7, 765, 253
optimal, 91, 1.600, 100, 270, 8, 259, 780
optimal, 91, 1.600, 100, 270, 9, 243, 253
optimal, 91, 1.600, 100, 270, 10, 777, 755
optimal, 91, 1.600, 100, 270, 11, 777, 241
optimal, 91, 1.600, 100, 270, 12, 234, 715
optimal, 91, 1.600, 100, 270, 13, 259, 256
optimal, 91, 1.600, 100, 270, 14, 769, 782
optimal, 91, 1.600, 100, 270, 15, 773, 265
optimal, 91, 1.600, 100, 270, 16, 269, 803
optimal, 91, 1.600, 100, 270, 17, 244, 236
optimal, 91, 1.600, 100, 270, 18, 785, 760
optimal, 91, 1.600, 100, 270, 19, 768, 231
optimal, 91, 1.600, 100, 270, 20, 213, 797
optimal, 91, 1.600, 100, 270, 21, 221, 243
optimal, 91, 1.600, 100, 270, 22, 791, 789
optimal, 91, 1.600, 100, 270, 23, 792, 221
optimal, 91, 1.600, 100, 270, 24, 187, 512
optimal, 91, 1.600, 100, 270, 25, 253, 862
optimal, 91, 1.600, 100, 270, 26, 838, 516
optimal, 91, 1.600, 100, 270, 27, 611, 495
stochastic, 92, 1.650, 100, 270, 1, 512, 512
stochastic, 92, 1.650, 100, 270, 2, 611, 495
optimal, 92, 1.650, 100, 270, 1, 513, 512
optimal, 92, 1.650, 100, 270, 2, 611, 495
stochastic, 93, 1.700, 100, 270, 1, 513, 512
stochastic, 93, 1.700, 100, 270, 2, 611, 495
optimal, 93, 1.700, 100, 270, 1, 513, 513
optimal, 93, 1.700, 100, 270, 2, 611, 495
stochastic, 94, 1.600, 100, 315, 1, 512, 513
stochastic, 94, 1.600, 100, 315, 2, 579, 587
optimal, 94, 1.600, 100, 315, 1, 513, 513
optimal, 94, 1.600, 100, 315, 2, 626, 749
optimal, 94, 1.600, 100, 315, 3, 616, 258
optimal, 94, 1.600, 100, 315, 4, 270, 710
optimal, 94, 1.600, 100, 315, 5, 283, 253
optimal, 94, 1.600, 100, 315, 6, 741, 734
optimal, 94, 1.600, 100, 315, 7, 765, 253
optimal, 94, 1.600, 100, 315, 8, 259, 780
optimal, 94, 1.600, 100, 315, 9, 243, 253
optimal, 94, 1.600, 100, 315, 10, 777, 755
optimal, 94, 1.600, 100, 315, 11, 777, 241
optimal, 94, 1.600, 100, 315, 12, 234, 715
optimal, 94, 1.600, 100, 315, 13, 259, 256
optimal, 94, 1.600, 100, 315, 14, 769, 782
optimal, 94, 1.600, 100, 315, 15, 773, 265
optimal, 94, 1.600, 100, 315, 16, 269, 803
optimal, 94, 1.600, 100, 315, 17, 244, 236
optimal, 94, 1.600, 100, 315, 18, 785, 760
optimal, 94, 1.600, 100, 315, 19, 768, 231
optimal, 94, 1.600, 100, 315, 20, 213, 797
optimal, 94, 1.600, 100, 315, 21, 221, 243
optimal, 94, 1.600, 100, 315, 22, 791, 789
optimal, 94, 1.600, 100, 315, 23, 792, 221
optimal, 94, 1.600, 100, 315, 24, 187, 512
optimal, 94, 1.600, 100, 315, 25, 253, 862
optimal, 94, 1.600, 100, 315, 26, 838, 516
optimal, 94, 1.600, 100, 315, 27, 299, 150
optimal, 94, 1.600, 100, 315, 28, 738, 876
optimal, 94, 1.600, 100, 315, 29, 762, 141
optimal, 94, 1.600, 100, 315, 30, 205, 812
optimal, 94, 1.600, 100, 315, 31, 205, 180
optimal, 94, 1.600, 100, 315, 32, 832, 496
optimal, 94, 1.600, 100, 315, 33, 771, 903
optimal, 94, 1.600, 100, 315, 34, 204, 504
optimal, 94, 1.600, 100, 315, 35, 790, 125
optimal, 94, 1.600, 100, 315, 36, 238, 869
optimal, 94, 1.600, 100, 315, 37, 231, 152
optimal, 94, 1.600, 100, 315, 38, 820, 854
optimal, 94, 1.600, 100, 315, 39, 786, 192
optimal, 94, 1.600, 100, 315, 40, 204, 488
optimal, 94, 1.600, 100, 315, 41, 815, 538
optimal, 94, 1.600, 100, 315, 42, 579, 587
stochastic, 95, 1.650, 100, 315, 1, 512, 513
stochastic, 95, 1.650, 100, 315, 2, 579, 587
optimal, 95, 1.650, 100, 315, 1, 513, 512
optimal, 95, 1.650, 100, 315, 2, 579, 587
stochastic, 96, 1.700, 100, 315, 1, 513, 512
stochastic, 96, 1.700, 100, 315, 2, 579, 587
optimal, 96, 1.700, 100, 315, 1, 512, 512
optimal, 96, 1.700, 100, 315, 2, 630, 776
optimal, 96, 1.700, 100, 315, 3, 579, 587
stochastic, 97, 1.600, 225, 0, 1, 513, 513
stochastic, 97, 1.600, 225, 0, 2, 752, 700
stochastic, 97, 1.600, 225, 0, 3, 923, 822
stochastic, 97, 1.600, 225, 0, 4, 729, 865
stochastic, 97, 1.600, 225, 0, 5, 737, 512
optimal, 97, 1.600, 225, 0, 1, 512, 512
optimal, 97, 1.600, 225, 0, 2, 626, 749
optimal, 97, 1.600, 225, 0, 3, 737, 512
stochastic, 98, 1.650, 225, 0, 1, 512, 513
stochastic, 98, 1.650, 225, 0, 2, 437, 408
stochastic, 98, 1.650, 225, 0, 3, 608, 242
stochastic, 98, 1.650, 225, 0, 4, 656, 515
stochastic, 98, 1.650, 225, 0, 5, 509, 579
stochastic, 98, 1.650, 225, 0, 6, 499, 781
stochastic, 98, 1.650, 225, 0, 7, 737, 512
optimal, 98, 1.650, 225, 0, 1, 513, 513
optimal, 98, 1.650, 225, 0, 2, 737, 512
stochastic, 99, 1.700, 225, 0, 1, 513, 512
stochastic, 99, 1.700, 225, 0, 2, 737, 512
optimal, 99, 1.700, 225, 0, 1, 512, 512
optimal, 99, 1.700, 225, 0, 2, 737, 512
stochastic, 100, 1.600, 225, 45, 1, 513, 513
stochastic, 100, 1.600, 225, 45, 2, 396, 545
stochastic, 100, 1.600, 225, 45, 3, 163, 622
stochastic, 100, 1.600, 225, 45, 4, 530, 877
stochastic, 100, 1.600, 225, 45, 5, 602, 894
stochastic, 100, 1.600, 225, 45, 6, 591, 946
stochastic, 100, 1.600, 225, 45, 7, 236, 939
stochastic, 100, 1.600, 225, 45, 8, 272, 788
stochastic, 100, 1.600, 225, 45, 9, 40, 692
stochastic, 100, 1.600, 225, 45, 10, 201, 642
stochastic, 100, 1.600, 225, 45, 11, 442, 837
stochastic, 100, 1.600, 225, 45, 12, 631, 704
optimal, 100, 1.600, 225, 45, 1, 512, 512
optimal, 100, 1.600, 225, 45, 2, 626, 749
optimal, 100, 1.600, 225, 45, 3, 631, 704
stochastic, 101, 1.650, 225, 45, 1, 512, 512
stochastic, 101, 1.650, 225, 45, 2, 407, 360
stochastic, 101, 1.650, 225, 45, 3, 799, 691
stochastic, 101, 1.650, 225, 45, 4, 646, 732
stochastic, 101, 1.650, 225, 45, 5, 631, 704
optimal, 101, 1.650, 225, 45, 1, 512, 513
optimal, 101, 1.650, 225, 45, 2, 628, 784
optimal, 101, 1.650, 225, 45, 3, 590, 231
optimal, 101, 1.650, 225, 45, 4, 257, 747
optimal, 101, 1.650, 225, 45, 5, 250, 238
optimal, 101, 1.650, 225, 45, 6, 804, 314
optimal, 101, 1.650, 225, 45, 7, 775, 790
optimal, 101, 1.650, 225, 45, 8, 228, 750
optimal, 101, 1.650, 225, 45, 9, 252, 217
optimal, 101, 1.650, 225, 45, 10, 788, 210
optimal, 101, 1.650, 225, 45, 11, 807, 783
optimal, 101, 1.650, 225, 45, 12, 191, 775
optimal, 101, 1.650, 225, 45, 13, 200, 271
optimal, 101, 1.650, 225, 45, 14, 802, 190
optimal, 101, 1.650, 225, 45, 15, 789, 764
optimal, 101, 1.650, 225, 45, 16, 212, 799
optimal, 101, 1.650, 225, 45, 17, 207, 187
optimal, 101, 1.650, 225, 45, 18, 843, 344
optimal, 101, 1.650, 225, 45, 19, 754, 859
optimal, 101, 1.650, 225, 45, 20, 631, 704
stochastic, 102, 1.700, 225, 45, 1, 513, 512
stochastic, 102, 1.700, 225, 45, 2, 409, 522
stochastic, 102, 1.700, 225, 45, 3, 631, 704
optimal, 102, 1.700, 225, 45, 1, 513, 513
optimal, 102, 1.700, 225, 45, 2, 631, 704
stochastic, 103, 1.600, 225, 90, 1, 512, 512
stochastic, 103, 1.600, 225, 90, 2, 412, 714
optimal, 103, 1.600, 225, 90, 1, 512, 513
optimal, 103, 1.600, 225, 90, 2, 412, 714
stochastic, 104, 1.650, 225, 90, 1, 513, 512
stochastic, 104, 1.650, 225, 90, 2, 80, 421
stochastic, 104, 1.650, 225, 90, 3, 203, 194
stochastic, 104, 1.650, 225, 90, 4, 347, 73
stochastic, 104, 1.650, 225, 90, 5, 209, 37
stochastic, 104, 1.650, 225, 90, 6, 47, 5
stochastic, 104, 1.650, 225, 90, 7, 196, 425
stochastic, 104, 1.650, 225, 90, 8, 635, 422
stochastic, 104, 1.650, 225, 90, 9, 516, 276
stochastic, 104, 1.650, 225, 90, 10, 421, 201
stochastic, 104, 1.650, 225, 90, 11, 642, 379
stochastic, 104, 1.650, 225, 90, 12, 743, 421
stochastic, 104, 1.650, 225, 90, 13, 446, 245
stochastic, 104, 1.650, 225, 90, 14, 7, 172
stochastic, 104, 1.650, 225, 90, 15, 419, 433
stochastic, 104, 1.650, 225, 90, 16, 264, 227
stochastic, 104, 1.650, 225, 90, 17, 346, 176
stochastic, 104, 1.650, 225, 90, 18, 257, 237
stochastic, 104, 1.650, 225, 90, 19, 498, 264
stochastic, 104, 1.650, 225, 90, 20, 575, 286
stochastic, 104, 1.650, 225, 90, 21, 703, 367
stochastic, 104, 1.650, 225, 90, 22, 890, 135
stochastic, 104, 1.650, 225, 90, 23, 771, 576
stochastic, 104, 1.650, 225, 90, 24, 815, 381
stochastic, 104, 1.650, 225, 90, 25, 801, 725
stochastic, 104, 1.650, 225, 90, 26, 634, 351
stochastic, 104, 1.650, 225, 90, 27, 577, 179
stochastic, 104, 1.650, 225, 90, 28, 750, 367
stochastic, 104, 1.650, 225, 90, 29, 743, 3
stochastic, 104, 1.650, 225, 90, 30, 936, 289
stochastic, 104, 1.650, 225, 90, 31, 972, 669
stochastic, 104, 1.650, 225, 90, 32, 871, 797
stochastic, 104, 1.650, 225, 90, 33, 707, 598
stochastic, 104, 1.650, 225, 90, 34, 612, 506
stochastic, 104, 1.650, 225, 90, 35, 460, 142
