strategy, trial, beta, ecc, phi, n, x, y 
stochastic, 104, 1.650, 225, 90, 36, 455, 124
stochastic, 104, 1.650, 225, 90, 37, 379, 17
stochastic, 104, 1.650, 225, 90, 38, 521, 42
stochastic, 104, 1.650, 225, 90, 39, 257, 189
stochastic, 104, 1.650, 225, 90, 40, 653, 305
stochastic, 104, 1.650, 225, 90, 41, 414, 311
stochastic, 104, 1.650, 225, 90, 42, 387, 385
stochastic, 104, 1.650, 225, 90, 43, 621, 497
stochastic, 104, 1.650, 225, 90, 44, 715, 482
stochastic, 104, 1.650, 225, 90, 45, 412, 714
optimal, 104, 1.650, 225, 90, 1, 513, 513
optimal, 104, 1.650, 225, 90, 2, 628, 784
optimal, 104, 1.650, 225, 90, 3, 412, 714
stochastic, 105, 1.700, 225, 90, 1, 512, 512
stochastic, 105, 1.700, 225, 90, 2, 412, 714
optimal, 105, 1.700, 225, 90, 1, 513, 512
optimal, 105, 1.700, 225, 90, 2, 412, 714
stochastic, 106, 1.600, 225, 135, 1, 512, 512
stochastic, 106, 1.600, 225, 135, 2, 948, 484
stochastic, 106, 1.600, 225, 135, 3, 924, 557
stochastic, 106, 1.600, 225, 135, 4, 1015, 938
stochastic, 106, 1.600, 225, 135, 5, 842, 543
stochastic, 106, 1.600, 225, 135, 6, 740, 166
stochastic, 106, 1.600, 225, 135, 7, 381, 206
stochastic, 106, 1.600, 225, 135, 8, 129, 181
stochastic, 106, 1.600, 225, 135, 9, 641, 301
stochastic, 106, 1.600, 225, 135, 10, 603, 281
stochastic, 106, 1.600, 225, 135, 11, 583, 597
stochastic, 106, 1.600, 225, 135, 12, 269, 724
stochastic, 106, 1.600, 225, 135, 13, 182, 335
stochastic, 106, 1.600, 225, 135, 14, 48, 422
stochastic, 106, 1.600, 225, 135, 15, 288, 532
optimal, 106, 1.600, 225, 135, 1, 512, 513
optimal, 106, 1.600, 225, 135, 2, 626, 749
optimal, 106, 1.600, 225, 135, 3, 616, 258
optimal, 106, 1.600, 225, 135, 4, 270, 710
optimal, 106, 1.600, 225, 135, 5, 283, 253
optimal, 106, 1.600, 225, 135, 6, 741, 734
optimal, 106, 1.600, 225, 135, 7, 765, 253
optimal, 106, 1.600, 225, 135, 8, 259, 780
optimal, 106, 1.600, 225, 135, 9, 288, 532
stochastic, 107, 1.650, 225, 135, 1, 512, 513
stochastic, 107, 1.650, 225, 135, 2, 605, 436
stochastic, 107, 1.650, 225, 135, 3, 299, 642
stochastic, 107, 1.650, 225, 135, 4, 172, 369
stochastic, 107, 1.650, 225, 135, 5, 288, 532
optimal, 107, 1.650, 225, 135, 1, 513, 512
optimal, 107, 1.650, 225, 135, 2, 628, 784
optimal, 107, 1.650, 225, 135, 3, 590, 231
optimal, 107, 1.650, 225, 135, 4, 257, 747
optimal, 107, 1.650, 225, 135, 5, 250, 238
optimal, 107, 1.650, 225, 135, 6, 288, 532
stochastic, 108, 1.700, 225, 135, 1, 513, 512
stochastic, 108, 1.700, 225, 135, 2, 788, 567
stochastic, 108, 1.700, 225, 135, 3, 850, 818
stochastic, 108, 1.700, 225, 135, 4, 1017, 932
stochastic, 108, 1.700, 225, 135, 5, 840, 694
stochastic, 108, 1.700, 225, 135, 6, 576, 685
stochastic, 108, 1.700, 225, 135, 7, 310, 753
stochastic, 108, 1.700, 225, 135, 8, 159, 925
stochastic, 108, 1.700, 225, 135, 9, 161, 924
stochastic, 108, 1.700, 225, 135, 10, 212, 869
stochastic, 108, 1.700, 225, 135, 11, 331, 410
stochastic, 108, 1.700, 225, 135, 12, 499, 576
stochastic, 108, 1.700, 225, 135, 13, 288, 532
optimal, 108, 1.700, 225, 135, 1, 512, 513
optimal, 108, 1.700, 225, 135, 2, 288, 532
stochastic, 109, 1.600, 225, 180, 1, 512, 512
stochastic, 109, 1.600, 225, 180, 2, 259, 752
stochastic, 109, 1.600, 225, 180, 3, 416, 814
stochastic, 109, 1.600, 225, 180, 4, 370, 768
stochastic, 109, 1.600, 225, 180, 5, 847, 917
stochastic, 109, 1.600, 225, 180, 6, 924, 565
stochastic, 109, 1.600, 225, 180, 7, 817, 722
stochastic, 109, 1.600, 225, 180, 8, 843, 870
stochastic, 109, 1.600, 225, 180, 9, 705, 1016
stochastic, 109, 1.600, 225, 180, 10, 881, 901
stochastic, 109, 1.600, 225, 180, 11, 864, 508
stochastic, 109, 1.600, 225, 180, 12, 180, 535
stochastic, 109, 1.600, 225, 180, 13, 378, 332
optimal, 109, 1.600, 225, 180, 1, 513, 513
optimal, 109, 1.600, 225, 180, 2, 626, 749
optimal, 109, 1.600, 225, 180, 3, 616, 258
optimal, 109, 1.600, 225, 180, 4, 270, 710
optimal, 109, 1.600, 225, 180, 5, 283, 253
optimal, 109, 1.600, 225, 180, 6, 741, 734
optimal, 109, 1.600, 225, 180, 7, 765, 253
optimal, 109, 1.600, 225, 180, 8, 259, 780
optimal, 109, 1.600, 225, 180, 9, 243, 253
optimal, 109, 1.600, 225, 180, 10, 378, 332
stochastic, 110, 1.650, 225, 180, 1, 512, 513
stochastic, 110, 1.650, 225, 180, 2, 322, 514
stochastic, 110, 1.650, 225, 180, 3, 387, 561
stochastic, 110, 1.650, 225, 180, 4, 378, 332
optimal, 110, 1.650, 225, 180, 1, 512, 512
optimal, 110, 1.650, 225, 180, 2, 628, 784
optimal, 110, 1.650, 225, 180, 3, 590, 231
optimal, 110, 1.650, 225, 180, 4, 378, 332
stochastic, 111, 1.700, 225, 180, 1, 512, 513
stochastic, 111, 1.700, 225, 180, 2, 481, 609
stochastic, 111, 1.700, 225, 180, 3, 258, 432
stochastic, 111, 1.700, 225, 180, 4, 378, 332
optimal, 111, 1.700, 225, 180, 1, 512, 513
optimal, 111, 1.700, 225, 180, 2, 630, 776
optimal, 111, 1.700, 225, 180, 3, 378, 332
stochastic, 112, 1.600, 225, 225, 1, 513, 513
stochastic, 112, 1.600, 225, 225, 2, 312, 253
stochastic, 112, 1.600, 225, 225, 3, 596, 228
stochastic, 112, 1.600, 225, 225, 4, 863, 185
stochastic, 112, 1.600, 225, 225, 5, 938, 32
stochastic, 112, 1.600, 225, 225, 6, 569, 140
stochastic, 112, 1.600, 225, 225, 7, 911, 59
stochastic, 112, 1.600, 225, 225, 8, 613, 264
stochastic, 112, 1.600, 225, 225, 9, 426, 362
stochastic, 112, 1.600, 225, 225, 10, 485, 415
stochastic, 112, 1.600, 225, 225, 11, 292, 396
stochastic, 112, 1.600, 225, 225, 12, 294, 465
stochastic, 112, 1.600, 225, 225, 13, 460, 258
stochastic, 112, 1.600, 225, 225, 14, 231, 318
stochastic, 112, 1.600, 225, 225, 15, 176, 11
stochastic, 112, 1.600, 225, 225, 16, 150, 173
stochastic, 112, 1.600, 225, 225, 17, 162, 349
stochastic, 112, 1.600, 225, 225, 18, 111, 138
stochastic, 112, 1.600, 225, 225, 19, 84, 388
stochastic, 112, 1.600, 225, 225, 20, 473, 94
stochastic, 112, 1.600, 225, 225, 21, 381, 32
stochastic, 112, 1.600, 225, 225, 22, 172, 16
stochastic, 112, 1.600, 225, 225, 23, 158, 85
stochastic, 112, 1.600, 225, 225, 24, 595, 303
optimal, 112, 1.600, 225, 225, 1, 513, 512
optimal, 112, 1.600, 225, 225, 2, 626, 749
optimal, 112, 1.600, 225, 225, 3, 616, 258
optimal, 112, 1.600, 225, 225, 4, 270, 710
optimal, 112, 1.600, 225, 225, 5, 283, 253
optimal, 112, 1.600, 225, 225, 6, 741, 734
optimal, 112, 1.600, 225, 225, 7, 765, 253
optimal, 112, 1.600, 225, 225, 8, 259, 780
optimal, 112, 1.600, 225, 225, 9, 243, 253
optimal, 112, 1.600, 225, 225, 10, 777, 755
optimal, 112, 1.600, 225, 225, 11, 777, 241
optimal, 112, 1.600, 225, 225, 12, 595, 303
stochastic, 113, 1.650, 225, 225, 1, 512, 513
stochastic, 113, 1.650, 225, 225, 2, 595, 303
optimal, 113, 1.650, 225, 225, 1, 512, 513
optimal, 113, 1.650, 225, 225, 2, 595, 303
stochastic, 114, 1.700, 225, 225, 1, 513, 512
stochastic, 114, 1.700, 225, 225, 2, 595, 303
optimal, 114, 1.700, 225, 225, 1, 512, 512
optimal, 114, 1.700, 225, 225, 2, 630, 776
optimal, 114, 1.700, 225, 225, 3, 351, 223
optimal, 114, 1.700, 225, 225, 4, 595, 303
stochastic, 115, 1.600, 225, 270, 1, 512, 512
stochastic, 115, 1.600, 225, 270, 2, 307, 610
stochastic, 115, 1.600, 225, 270, 3, 629, 887
stochastic, 115, 1.600, 225, 270, 4, 156, 656
stochastic, 115, 1.600, 225, 270, 5, 346, 606
stochastic, 115, 1.600, 225, 270, 6, 212, 651
stochastic, 115, 1.600, 225, 270, 7, 586, 570
stochastic, 115, 1.600, 225, 270, 8, 603, 658
stochastic, 115, 1.600, 225, 270, 9, 784, 876
stochastic, 115, 1.600, 225, 270, 10, 316, 980
stochastic, 115, 1.600, 225, 270, 11, 292, 913
stochastic, 115, 1.600, 225, 270, 12, 463, 724
stochastic, 115, 1.600, 225, 270, 13, 358, 797
stochastic, 115, 1.600, 225, 270, 14, 122, 895
stochastic, 115, 1.600, 225, 270, 15, 280, 974
stochastic, 115, 1.600, 225, 270, 16, 176, 198
stochastic, 115, 1.600, 225, 270, 17, 153, 43
stochastic, 115, 1.600, 225, 270, 18, 512, 234
stochastic, 115, 1.600, 225, 270, 19, 500, 42
stochastic, 115, 1.600, 225, 270, 20, 161, 836
stochastic, 115, 1.600, 225, 270, 21, 239, 915
stochastic, 115, 1.600, 225, 270, 22, 229, 888
stochastic, 115, 1.600, 225, 270, 23, 148, 312
stochastic, 115, 1.600, 225, 270, 24, 182, 386
stochastic, 115, 1.600, 225, 270, 25, 256, 525
stochastic, 115, 1.600, 225, 270, 26, 556, 676
stochastic, 115, 1.600, 225, 270, 27, 954, 455
stochastic, 115, 1.600, 225, 270, 28, 734, 473
optimal, 115, 1.600, 225, 270, 1, 512, 512
optimal, 115, 1.600, 225, 270, 2, 626, 749
optimal, 115, 1.600, 225, 270, 3, 734, 473
stochastic, 116, 1.650, 225, 270, 1, 513, 513
stochastic, 116, 1.650, 225, 270, 2, 318, 428
stochastic, 116, 1.650, 225, 270, 3, 734, 473
optimal, 116, 1.650, 225, 270, 1, 512, 512
optimal, 116, 1.650, 225, 270, 2, 734, 473
stochastic, 117, 1.700, 225, 270, 1, 513, 513
stochastic, 117, 1.700, 225, 270, 2, 734, 473
optimal, 117, 1.700, 225, 270, 1, 512, 512
optimal, 117, 1.700, 225, 270, 2, 734, 473
stochastic, 118, 1.600, 225, 315, 1, 513, 512
stochastic, 118, 1.600, 225, 315, 2, 621, 655
stochastic, 118, 1.600, 225, 315, 3, 663, 680
optimal, 118, 1.600, 225, 315, 1, 512, 513
optimal, 118, 1.600, 225, 315, 2, 626, 749
optimal, 118, 1.600, 225, 315, 3, 616, 258
optimal, 118, 1.600, 225, 315, 4, 270, 710
optimal, 118, 1.600, 225, 315, 5, 283, 253
optimal, 118, 1.600, 225, 315, 6, 741, 734
optimal, 118, 1.600, 225, 315, 7, 765, 253
optimal, 118, 1.600, 225, 315, 8, 259, 780
optimal, 118, 1.600, 225, 315, 9, 243, 253
optimal, 118, 1.600, 225, 315, 10, 777, 755
optimal, 118, 1.600, 225, 315, 11, 663, 680
stochastic, 119, 1.650, 225, 315, 1, 512, 513
stochastic, 119, 1.650, 225, 315, 2, 648, 616
stochastic, 119, 1.650, 225, 315, 3, 705, 765
stochastic, 119, 1.650, 225, 315, 4, 663, 680
optimal, 119, 1.650, 225, 315, 1, 512, 512
optimal, 119, 1.650, 225, 315, 2, 663, 680
stochastic, 120, 1.700, 225, 315, 1, 513, 513
stochastic, 120, 1.700, 225, 315, 2, 663, 680
optimal, 120, 1.700, 225, 315, 1, 512, 513
optimal, 120, 1.700, 225, 315, 2, 663, 680
stochastic, 121, 1.600, 350, 0, 1, 512, 512
stochastic, 121, 1.600, 350, 0, 2, 419, 672
stochastic, 121, 1.600, 350, 0, 3, 440, 710
stochastic, 121, 1.600, 350, 0, 4, 478, 199
stochastic, 121, 1.600, 350, 0, 5, 877, 422
stochastic, 121, 1.600, 350, 0, 6, 862, 512
optimal, 121, 1.600, 350, 0, 1, 512, 512
optimal, 121, 1.600, 350, 0, 2, 626, 749
optimal, 121, 1.600, 350, 0, 3, 616, 258
optimal, 121, 1.600, 350, 0, 4, 270, 710
optimal, 121, 1.600, 350, 0, 5, 283, 253
optimal, 121, 1.600, 350, 0, 6, 741, 734
optimal, 121, 1.600, 350, 0, 7, 862, 512
stochastic, 122, 1.650, 350, 0, 1, 513, 512
stochastic, 122, 1.650, 350, 0, 2, 555, 447
stochastic, 122, 1.650, 350, 0, 3, 258, 471
stochastic, 122, 1.650, 350, 0, 4, 66, 243
stochastic, 122, 1.650, 350, 0, 5, 464, 406
stochastic, 122, 1.650, 350, 0, 6, 600, 623
stochastic, 122, 1.650, 350, 0, 7, 653, 419
stochastic, 122, 1.650, 350, 0, 8, 862, 512
optimal, 122, 1.650, 350, 0, 1, 513, 513
optimal, 122, 1.650, 350, 0, 2, 628, 784
optimal, 122, 1.650, 350, 0, 3, 590, 231
optimal, 122, 1.650, 350, 0, 4, 257, 747
optimal, 122, 1.650, 350, 0, 5, 250, 238
optimal, 122, 1.650, 350, 0, 6, 804, 314
optimal, 122, 1.650, 350, 0, 7, 862, 512
stochastic, 123, 1.700, 350, 0, 1, 513, 513
stochastic, 123, 1.700, 350, 0, 2, 461, 492
stochastic, 123, 1.700, 350, 0, 3, 862, 512
optimal, 123, 1.700, 350, 0, 1, 512, 512
optimal, 123, 1.700, 350, 0, 2, 630, 776
optimal, 123, 1.700, 350, 0, 3, 351, 223
optimal, 123, 1.700, 350, 0, 4, 805, 252
optimal, 123, 1.700, 350, 0, 5, 862, 512
stochastic, 124, 1.600, 350, 45, 1, 513, 513
stochastic, 124, 1.600, 350, 45, 2, 359, 432
stochastic, 124, 1.600, 350, 45, 3, 222, 549
stochastic, 124, 1.600, 350, 45, 4, 229, 259
stochastic, 124, 1.600, 350, 45, 5, 780, 308
stochastic, 124, 1.600, 350, 45, 6, 206, 492
stochastic, 124, 1.600, 350, 45, 7, 371, 684
stochastic, 124, 1.600, 350, 45, 8, 500, 559
stochastic, 124, 1.600, 350, 45, 9, 393, 319
stochastic, 124, 1.600, 350, 45, 10, 161, 80
stochastic, 124, 1.600, 350, 45, 11, 228, 152
stochastic, 124, 1.600, 350, 45, 12, 52, 620
stochastic, 124, 1.600, 350, 45, 13, 26, 864
stochastic, 124, 1.600, 350, 45, 14, 89, 524
stochastic, 124, 1.600, 350, 45, 15, 324, 674
stochastic, 124, 1.600, 350, 45, 16, 283, 812
stochastic, 124, 1.600, 350, 45, 17, 80, 324
stochastic, 124, 1.600, 350, 45, 18, 70, 209
stochastic, 124, 1.600, 350, 45, 19, 747, 110
stochastic, 124, 1.600, 350, 45, 20, 682, 248
stochastic, 124, 1.600, 350, 45, 21, 871, 220
stochastic, 124, 1.600, 350, 45, 22, 497, 167
stochastic, 124, 1.600, 350, 45, 23, 202, 124
stochastic, 124, 1.600, 350, 45, 24, 16, 587
stochastic, 124, 1.600, 350, 45, 25, 616, 230
stochastic, 124, 1.600, 350, 45, 26, 595, 160
stochastic, 124, 1.600, 350, 45, 27, 466, 78
stochastic, 124, 1.600, 350, 45, 28, 815, 131
stochastic, 124, 1.600, 350, 45, 29, 676, 255
stochastic, 124, 1.600, 350, 45, 30, 665, 198
stochastic, 124, 1.600, 350, 45, 31, 672, 98
stochastic, 124, 1.600, 350, 45, 32, 770, 459
stochastic, 124, 1.600, 350, 45, 33, 612, 355
stochastic, 124, 1.600, 350, 45, 34, 264, 158
stochastic, 124, 1.600, 350, 45, 35, 268, 219
stochastic, 124, 1.600, 350, 45, 36, 320, 337
stochastic, 124, 1.600, 350, 45, 37, 466, 139
stochastic, 124, 1.600, 350, 45, 38, 362, 730
stochastic, 124, 1.600, 350, 45, 39, 367, 872
stochastic, 124, 1.600, 350, 45, 40, 124, 954
stochastic, 124, 1.600, 350, 45, 41, 224, 173
stochastic, 124, 1.600, 350, 45, 42, 457, 663
stochastic, 124, 1.600, 350, 45, 43, 489, 541
stochastic, 124, 1.600, 350, 45, 44, 361, 694
stochastic, 124, 1.600, 350, 45, 45, 478, 646
stochastic, 124, 1.600, 350, 45, 46, 545, 539
stochastic, 124, 1.600, 350, 45, 47, 569, 506
stochastic, 124, 1.600, 350, 45, 48, 592, 343
stochastic, 124, 1.600, 350, 45, 49, 282, 704
stochastic, 124, 1.600, 350, 45, 50, 336, 752
stochastic, 124, 1.600, 350, 45, 51, NaN, NaN
optimal, 124, 1.600, 350, 45, 1, 513, 512
optimal, 124, 1.600, 350, 45, 2, 626, 749
optimal, 124, 1.600, 350, 45, 3, 616, 258
optimal, 124, 1.600, 350, 45, 4, 270, 710
optimal, 124, 1.600, 350, 45, 5, 283, 253
optimal, 124, 1.600, 350, 45, 6, 741, 734
optimal, 124, 1.600, 350, 45, 7, 696, 810
stochastic, 125, 1.650, 350, 45, 1, 512, 513
stochastic, 125, 1.650, 350, 45, 2, 696, 810
optimal, 125, 1.650, 350, 45, 1, 512, 513
optimal, 125, 1.650, 350, 45, 2, 628, 784
optimal, 125, 1.650, 350, 45, 3, 696, 810
stochastic, 126, 1.700, 350, 45, 1, 513, 513
stochastic, 126, 1.700, 350, 45, 2, 642, 591
stochastic, 126, 1.700, 350, 45, 3, 696, 810
optimal, 126, 1.700, 350, 45, 1, 513, 512
optimal, 126, 1.700, 350, 45, 2, 696, 810
stochastic, 127, 1.600, 350, 90, 1, 512, 513
stochastic, 127, 1.600, 350, 90, 2, 392, 496
stochastic, 127, 1.600, 350, 90, 3, 536, 210
stochastic, 127, 1.600, 350, 90, 4, 321, 387
stochastic, 127, 1.600, 350, 90, 5, 635, 769
stochastic, 127, 1.600, 350, 90, 6, 542, 631
stochastic, 127, 1.600, 350, 90, 7, 341, 348
stochastic, 127, 1.600, 350, 90, 8, 234, 126
stochastic, 127, 1.600, 350, 90, 9, 556, 81
stochastic, 127, 1.600, 350, 90, 10, 582, 450
stochastic, 127, 1.600, 350, 90, 11, 356, 825
optimal, 127, 1.600, 350, 90, 1, 513, 512
optimal, 127, 1.600, 350, 90, 2, 626, 749
optimal, 127, 1.600, 350, 90, 3, 356, 825
stochastic, 128, 1.650, 350, 90, 1, 512, 512
stochastic, 128, 1.650, 350, 90, 2, 244, 403
stochastic, 128, 1.650, 350, 90, 3, 248, 581
stochastic, 128, 1.650, 350, 90, 4, 827, 766
stochastic, 128, 1.650, 350, 90, 5, 701, 829
stochastic, 128, 1.650, 350, 90, 6, 870, 894
stochastic, 128, 1.650, 350, 90, 7, 882, 958
stochastic, 128, 1.650, 350, 90, 8, 223, 915
stochastic, 128, 1.650, 350, 90, 9, 356, 825
optimal, 128, 1.650, 350, 90, 1, 513, 512
optimal, 128, 1.650, 350, 90, 2, 628, 784
optimal, 128, 1.650, 350, 90, 3, 590, 231
optimal, 128, 1.650, 350, 90, 4, 257, 747
optimal, 128, 1.650, 350, 90, 5, 250, 238
optimal, 128, 1.650, 350, 90, 6, 804, 314
optimal, 128, 1.650, 350, 90, 7, 775, 790
optimal, 128, 1.650, 350, 90, 8, 228, 750
optimal, 128, 1.650, 350, 90, 9, 252, 217
optimal, 128, 1.650, 350, 90, 10, 788, 210
optimal, 128, 1.650, 350, 90, 11, 807, 783
optimal, 128, 1.650, 350, 90, 12, 191, 775
optimal, 128, 1.650, 350, 90, 13, 200, 271
optimal, 128, 1.650, 350, 90, 14, 802, 190
optimal, 128, 1.650, 350, 90, 15, 789, 764
optimal, 128, 1.650, 350, 90, 16, 212, 799
optimal, 128, 1.650, 350, 90, 17, 356, 825
stochastic, 129, 1.700, 350, 90, 1, 513, 512
stochastic, 129, 1.700, 350, 90, 2, 446, 407
stochastic, 129, 1.700, 350, 90, 3, 536, 392
stochastic, 129, 1.700, 350, 90, 4, 420, 71
stochastic, 129, 1.700, 350, 90, 5, 375, 259
stochastic, 129, 1.700, 350, 90, 6, 649, 145
stochastic, 129, 1.700, 350, 90, 7, 694, 734
stochastic, 129, 1.700, 350, 90, 8, 526, 667
stochastic, 129, 1.700, 350, 90, 9, 356, 825
optimal, 129, 1.700, 350, 90, 1, 512, 513
optimal, 129, 1.700, 350, 90, 2, 630, 776
optimal, 129, 1.700, 350, 90, 3, 356, 825
stochastic, 130, 1.600, 350, 135, 1, 513, 513
stochastic, 130, 1.600, 350, 135, 2, 858, 460
stochastic, 130, 1.600, 350, 135, 3, 844, 366
stochastic, 130, 1.600, 350, 135, 4, 349, 905
stochastic, 130, 1.600, 350, 135, 5, 518, 789
stochastic, 130, 1.600, 350, 135, 6, 440, 796
stochastic, 130, 1.600, 350, 135, 7, 507, 765
stochastic, 130, 1.600, 350, 135, 8, 406, 482
stochastic, 130, 1.600, 350, 135, 9, 435, 363
stochastic, 130, 1.600, 350, 135, 10, 677, 436
stochastic, 130, 1.600, 350, 135, 11, 575, 278
stochastic, 130, 1.600, 350, 135, 12, 673, 237
stochastic, 130, 1.600, 350, 135, 13, 292, 613
stochastic, 130, 1.600, 350, 135, 14, 164, 543
optimal, 130, 1.600, 350, 135, 1, 512, 513
optimal, 130, 1.600, 350, 135, 2, 626, 749
optimal, 130, 1.600, 350, 135, 3, 616, 258
optimal, 130, 1.600, 350, 135, 4, 270, 710
optimal, 130, 1.600, 350, 135, 5, 283, 253
optimal, 130, 1.600, 350, 135, 6, 741, 734
optimal, 130, 1.600, 350, 135, 7, 765, 253
optimal, 130, 1.600, 350, 135, 8, 259, 780
optimal, 130, 1.600, 350, 135, 9, 243, 253
optimal, 130, 1.600, 350, 135, 10, 777, 755
optimal, 130, 1.600, 350, 135, 11, 777, 241
optimal, 130, 1.600, 350, 135, 12, 234, 715
optimal, 130, 1.600, 350, 135, 13, 259, 256
optimal, 130, 1.600, 350, 135, 14, 769, 782
optimal, 130, 1.600, 350, 135, 15, 773, 265
optimal, 130, 1.600, 350, 135, 16, 269, 803
optimal, 130, 1.600, 350, 135, 17, 244, 236
optimal, 130, 1.600, 350, 135, 18, 785, 760
optimal, 130, 1.600, 350, 135, 19, 768, 231
optimal, 130, 1.600, 350, 135, 20, 213, 797
optimal, 130, 1.600, 350, 135, 21, 221, 243
optimal, 130, 1.600, 350, 135, 22, 791, 789
optimal, 130, 1.600, 350, 135, 23, 792, 221
optimal, 130, 1.600, 350, 135, 24, 187, 512
optimal, 130, 1.600, 350, 135, 25, 253, 862
optimal, 130, 1.600, 350, 135, 26, 838, 516
optimal, 130, 1.600, 350, 135, 27, 299, 150
optimal, 130, 1.600, 350, 135, 28, 738, 876
optimal, 130, 1.600, 350, 135, 29, 762, 141
optimal, 130, 1.600, 350, 135, 30, 205, 812
optimal, 130, 1.600, 350, 135, 31, 205, 180
optimal, 130, 1.600, 350, 135, 32, 832, 496
optimal, 130, 1.600, 350, 135, 33, 771, 903
optimal, 130, 1.600, 350, 135, 34, 204, 504
optimal, 130, 1.600, 350, 135, 35, 790, 125
optimal, 130, 1.600, 350, 135, 36, 238, 869
optimal, 130, 1.600, 350, 135, 37, 231, 152
optimal, 130, 1.600, 350, 135, 38, 820, 854
optimal, 130, 1.600, 350, 135, 39, 786, 192
optimal, 130, 1.600, 350, 135, 40, 204, 488
optimal, 130, 1.600, 350, 135, 41, 815, 538
optimal, 130, 1.600, 350, 135, 42, 213, 895
optimal, 130, 1.600, 350, 135, 43, 229, 129
optimal, 130, 1.600, 350, 135, 44, 793, 883
optimal, 130, 1.600, 350, 135, 45, 799, 162
optimal, 130, 1.600, 350, 135, 46, 223, 843
optimal, 130, 1.600, 350, 135, 47, 195, 183
optimal, 130, 1.600, 350, 135, 48, 821, 502
optimal, 130, 1.600, 350, 135, 49, 211, 520
optimal, 130, 1.600, 350, 135, 50, 164, 543
stochastic, 131, 1.650, 350, 135, 1, 512, 512
stochastic, 131, 1.650, 350, 135, 2, 164, 543
optimal, 131, 1.650, 350, 135, 1, 513, 512
optimal, 131, 1.650, 350, 135, 2, 628, 784
optimal, 131, 1.650, 350, 135, 3, 590, 231
optimal, 131, 1.650, 350, 135, 4, 257, 747
optimal, 131, 1.650, 350, 135, 5, 250, 238
optimal, 131, 1.650, 350, 135, 6, 804, 314
optimal, 131, 1.650, 350, 135, 7, 775, 790
optimal, 131, 1.650, 350, 135, 8, 228, 750
optimal, 131, 1.650, 350, 135, 9, 252, 217
optimal, 131, 1.650, 350, 135, 10, 788, 210
optimal, 131, 1.650, 350, 135, 11, 807, 783
optimal, 131, 1.650, 350, 135, 12, 191, 775
optimal, 131, 1.650, 350, 135, 13, 164, 543
stochastic, 132, 1.700, 350, 135, 1, 513, 512
stochastic, 132, 1.700, 350, 135, 2, 164, 543
optimal, 132, 1.700, 350, 135, 1, 512, 513
optimal, 132, 1.700, 350, 135, 2, 630, 776
optimal, 132, 1.700, 350, 135, 3, 351, 223
optimal, 132, 1.700, 350, 135, 4, 805, 252
optimal, 132, 1.700, 350, 135, 5, 187, 759
optimal, 132, 1.700, 350, 135, 6, 164, 543
stochastic, 133, 1.600, 350, 180, 1, 513, 512
stochastic, 133, 1.600, 350, 180, 2, 577, 14
stochastic, 133, 1.600, 350, 180, 3, 695, 187
stochastic, 133, 1.600, 350, 180, 4, 903, 309
stochastic, 133, 1.600, 350, 180, 5, 214, 259
stochastic, 133, 1.600, 350, 180, 6, 237, 200
stochastic, 133, 1.600, 350, 180, 7, 365, 638
stochastic, 133, 1.600, 350, 180, 8, 339, 811
stochastic, 133, 1.600, 350, 180, 9, 559, 633
stochastic, 133, 1.600, 350, 180, 10, 303, 232
optimal, 133, 1.600, 350, 180, 1, 513, 512
optimal, 133, 1.600, 350, 180, 2, 626, 749
optimal, 133, 1.600, 350, 180, 3, 616, 258
optimal, 133, 1.600, 350, 180, 4, 270, 710
optimal, 133, 1.600, 350, 180, 5, 283, 253
optimal, 133, 1.600, 350, 180, 6, 741, 734
optimal, 133, 1.600, 350, 180, 7, 765, 253
optimal, 133, 1.600, 350, 180, 8, 259, 780
optimal, 133, 1.600, 350, 180, 9, 243, 253
optimal, 133, 1.600, 350, 180, 10, 777, 755
optimal, 133, 1.600, 350, 180, 11, 777, 241
optimal, 133, 1.600, 350, 180, 12, 234, 715
optimal, 133, 1.600, 350, 180, 13, 259, 256
optimal, 133, 1.600, 350, 180, 14, 769, 782
optimal, 133, 1.600, 350, 180, 15, 773, 265
optimal, 133, 1.600, 350, 180, 16, 269, 803
optimal, 133, 1.600, 350, 180, 17, 244, 236
optimal, 133, 1.600, 350, 180, 18, 785, 760
optimal, 133, 1.600, 350, 180, 19, 768, 231
optimal, 133, 1.600, 350, 180, 20, 213, 797
optimal, 133, 1.600, 350, 180, 21, 221, 243
optimal, 133, 1.600, 350, 180, 22, 303, 232
stochastic, 134, 1.650, 350, 180, 1, 512, 513
stochastic, 134, 1.650, 350, 180, 2, 417, 819
stochastic, 134, 1.650, 350, 180, 3, 498, 632
stochastic, 134, 1.650, 350, 180, 4, 440, 604
stochastic, 134, 1.650, 350, 180, 5, 502, 587
stochastic, 134, 1.650, 350, 180, 6, 455, 550
stochastic, 134, 1.650, 350, 180, 7, 592, 687
stochastic, 134, 1.650, 350, 180, 8, 697, 397
stochastic, 134, 1.650, 350, 180, 9, 536, 575
stochastic, 134, 1.650, 350, 180, 10, 289, 586
stochastic, 134, 1.650, 350, 180, 11, 367, 612
stochastic, 134, 1.650, 350, 180, 12, 666, 584
stochastic, 134, 1.650, 350, 180, 13, 458, 573
stochastic, 134, 1.650, 350, 180, 14, 303, 232
optimal, 134, 1.650, 350, 180, 1, 513, 513
optimal, 134, 1.650, 350, 180, 2, 628, 784
optimal, 134, 1.650, 350, 180, 3, 590, 231
