Obs, RMS, beta, ecc, nFix
6, 0.900, 1.600, 225.000, 24.000 
6, 0.900, 1.600, 225.000, 1.000 
6, 0.900, 1.600, 225.000, 2.000 
6, 0.900, 1.600, 225.000, 4.000 
6, 0.900, 1.600, 225.000, 5.000 
6, 0.900, 1.600, 225.000, 2.000 
6, 0.900, 1.600, 225.000, 3.000 
6, 0.900, 1.600, 225.000, 2.000 
6, 0.900, 1.600, 225.000, 1.000 
6, 0.900, 1.600, 225.000, 1.000 
6, 0.900, 1.600, 225.000, 4.000 
6, 0.900, 1.600, 225.000, 3.000 
6, 0.900, 1.600, 225.000, 1.000 
6, 0.900, 1.600, 225.000, 1.000 
6, 0.900, 1.600, 225.000, 4.000 
6, 0.900, 1.600, 350.000, 5.000 
6, 0.900, 1.600, 350.000, 15.000 
6, 0.900, 1.600, 350.000, 3.000 
6, 0.900, 1.600, 350.000, 4.000 
6, 0.900, 1.600, 350.000, 3.000 
6, 0.900, 1.600, 350.000, 3.000 
6, 0.900, 1.600, 350.000, 7.000 
6, 0.900, 1.600, 350.000, 3.000 
6, 0.900, 1.600, 350.000, 9.000 
6, 0.900, 1.600, 350.000, 1.000 
6, 0.900, 1.600, 350.000, 5.000 
6, 0.900, 1.600, 350.000, 3.000 
6, 0.900, 1.600, 350.000, 19.000 
6, 0.900, 1.600, 350.000, 5.000 
6, 0.900, 1.600, 350.000, 3.000 
6, 0.900, 1.600, 350.000, 2.000 
6, 0.900, 1.600, 350.000, 2.000 
6, 0.900, 1.600, 350.000, 17.000 
6, 0.900, 1.600, 350.000, 4.000 
6, 0.900, 1.600, 350.000, 9.000 
6, 1.100, 1.600, 100.000, 97.000 
6, 1.100, 1.600, 100.000, 11.000 
6, 1.100, 1.600, 100.000, 3.000 
6, 1.100, 1.600, 100.000, 1.000 
6, 1.100, 1.600, 100.000, 8.000 
6, 1.100, 1.600, 100.000, 1.000 
6, 1.100, 1.600, 100.000, 47.000 
6, 1.100, 1.600, 100.000, 2.000 
6, 1.100, 1.600, 100.000, 2.000 
6, 1.100, 1.600, 100.000, 1.000 
6, 1.100, 1.600, 100.000, 3.000 
6, 1.100, 1.600, 100.000, 5.000 
6, 1.100, 1.600, 100.000, 1.000 
6, 1.100, 1.600, 100.000, 3.000 
6, 1.100, 1.600, 100.000, 61.000 
6, 1.100, 1.600, 100.000, 3.000 
6, 1.100, 1.600, 100.000, 4.000 
6, 1.100, 1.600, 100.000, 7.000 
6, 1.100, 1.600, 100.000, 2.000 
6, 1.100, 1.600, 100.000, 5.000 
6, 1.100, 1.600, 225.000, 57.000 
6, 1.100, 1.600, 225.000, 36.000 
6, 1.100, 1.600, 225.000, 18.000 
6, 1.100, 1.600, 225.000, 3.000 
6, 1.100, 1.600, 225.000, 24.000 
6, 1.100, 1.600, 225.000, 8.000 
6, 1.100, 1.600, 225.000, 3.000 
6, 1.100, 1.600, 225.000, 6.000 
6, 1.100, 1.600, 225.000, 18.000 
6, 1.100, 1.600, 225.000, 33.000 
6, 1.100, 1.600, 225.000, 80.000 
6, 1.100, 1.600, 225.000, 5.000 
6, 1.100, 1.600, 225.000, 343.000 
6, 1.100, 1.600, 225.000, 23.000 
6, 1.100, 1.600, 225.000, 32.000 
6, 1.100, 1.600, 225.000, 3.000 
6, 1.100, 1.600, 225.000, 3.000 
6, 1.100, 1.600, 225.000, 2.000 
6, 1.100, 1.600, 225.000, 18.000 
6, 1.100, 1.600, 225.000, 3.000 
6, 1.100, 1.600, 350.000, 63.000 
6, 1.100, 1.600, 350.000, 45.000 
6, 1.100, 1.600, 350.000, 120.000 
6, 1.100, 1.600, 350.000, 13.000 
6, 1.100, 1.600, 350.000, 9.000 
6, 1.100, 1.600, 350.000, 17.000 
6, 1.100, 1.600, 350.000, 4.000 
6, 1.100, 1.600, 350.000, 14.000 
6, 1.100, 1.600, 350.000, 6.000 
6, 1.100, 1.600, 350.000, 8.000 
6, 1.100, 1.600, 350.000, 7.000 
6, 1.100, 1.600, 350.000, 59.000 
6, 1.100, 1.600, 350.000, 17.000 
6, 1.100, 1.600, 350.000, 49.000 
6, 1.100, 1.600, 350.000, 387.000 
6, 1.100, 1.600, 350.000, 3.000 
6, 1.100, 1.600, 350.000, 42.000 
6, 1.100, 1.600, 350.000, 276.000 
6, 1.100, 1.600, 350.000, 74.000 
6, 1.100, 1.600, 350.000, 10.000 
6, 0.900, 1.650, 100.000, 3.000 
6, 0.900, 1.650, 100.000, 3.000 
6, 0.900, 1.650, 100.000, 3.000 
6, 0.900, 1.650, 100.000, 1.000 
6, 0.900, 1.650, 100.000, 3.000 
6, 0.900, 1.650, 100.000, 2.000 
6, 0.900, 1.650, 100.000, 1.000 
6, 0.900, 1.650, 100.000, 1.000 
6, 0.900, 1.650, 100.000, 3.000 
6, 0.900, 1.650, 100.000, 1.000 
6, 0.900, 1.650, 100.000, 2.000 
6, 0.900, 1.650, 100.000, 2.000 
6, 0.900, 1.650, 100.000, 2.000 
6, 0.900, 1.650, 100.000, 4.000 
6, 0.900, 1.650, 100.000, 1.000 
6, 0.900, 1.650, 100.000, 1.000 
6, 0.900, 1.650, 100.000, 2.000 
6, 0.900, 1.650, 100.000, 3.000 
6, 0.900, 1.650, 100.000, 3.000 
6, 0.900, 1.650, 100.000, 1.000 
6, 0.900, 1.650, 225.000, 3.000 
6, 0.900, 1.650, 225.000, 3.000 
6, 0.900, 1.650, 225.000, 1.000 
6, 0.900, 1.650, 225.000, 1.000 
6, 0.900, 1.650, 225.000, 2.000 
6, 0.900, 1.650, 225.000, 1.000 
6, 0.900, 1.650, 225.000, 4.000 
6, 0.900, 1.650, 225.000, 3.000 
6, 0.900, 1.650, 225.000, 1.000 
6, 0.900, 1.650, 225.000, 4.000 
6, 0.900, 1.650, 225.000, 2.000 
6, 0.900, 1.650, 225.000, 1.000 
6, 0.900, 1.650, 225.000, 3.000 
6, 0.900, 1.650, 225.000, 1.000 
6, 0.900, 1.650, 225.000, 3.000 
6, 0.900, 1.650, 225.000, 4.000 
6, 0.900, 1.650, 225.000, 11.000 
6, 0.900, 1.650, 225.000, 2.000 
6, 0.900, 1.650, 225.000, 2.000 
6, 0.900, 1.650, 225.000, 3.000 
6, 0.900, 1.650, 350.000, 1.000 
6, 0.900, 1.650, 350.000, 3.000 
6, 0.900, 1.650, 350.000, 10.000 
6, 0.900, 1.650, 350.000, 2.000 
6, 0.900, 1.650, 350.000, 6.000 
6, 0.900, 1.650, 350.000, 2.000 
6, 0.900, 1.650, 350.000, 2.000 
6, 0.900, 1.650, 350.000, 10.000 
6, 0.900, 1.650, 350.000, 3.000 
6, 0.900, 1.650, 350.000, 5.000 
6, 0.900, 1.650, 350.000, 4.000 
6, 0.900, 1.650, 350.000, 1.000 
6, 0.900, 1.650, 350.000, 2.000 
6, 0.900, 1.650, 350.000, 2.000 
6, 0.900, 1.650, 350.000, 2.000 
6, 0.900, 1.650, 350.000, 5.000 
6, 0.900, 1.650, 350.000, 3.000 
6, 0.900, 1.650, 350.000, 3.000 
6, 0.900, 1.650, 350.000, 2.000 
6, 0.900, 1.650, 350.000, 2.000 
6, 1.100, 1.650, 100.000, 2.000 
6, 1.100, 1.650, 100.000, 3.000 
6, 1.100, 1.650, 100.000, 3.000 
6, 1.100, 1.650, 100.000, 5.000 
6, 1.100, 1.650, 100.000, 2.000 
6, 1.100, 1.650, 100.000, 1.000 
6, 1.100, 1.650, 100.000, 1.000 
6, 1.100, 1.650, 100.000, 2.000 
6, 1.100, 1.650, 100.000, 2.000 
6, 1.100, 1.650, 100.000, 2.000 
6, 1.100, 1.650, 100.000, 2.000 
6, 1.100, 1.650, 100.000, 3.000 
6, 1.100, 1.650, 100.000, 4.000 
6, 1.100, 1.650, 100.000, 2.000 
6, 1.100, 1.650, 100.000, 9.000 
6, 1.100, 1.650, 100.000, 1.000 
6, 1.100, 1.650, 100.000, 3.000 
6, 1.100, 1.650, 100.000, 54.000 
6, 1.100, 1.650, 100.000, 3.000 
6, 1.100, 1.650, 100.000, 3.000 
6, 1.100, 1.650, 225.000, 2.000 
6, 1.100, 1.650, 225.000, 2.000 
6, 1.100, 1.650, 225.000, 2.000 
6, 1.100, 1.650, 225.000, 2.000 
6, 1.100, 1.650, 225.000, 2.000 
6, 1.100, 1.650, 225.000, 4.000 
6, 1.100, 1.650, 225.000, 7.000 
6, 1.100, 1.650, 225.000, 3.000 
6, 1.100, 1.650, 225.000, 5.000 
6, 1.100, 1.650, 225.000, 20.000 
6, 1.100, 1.650, 225.000, 11.000 
6, 1.100, 1.650, 225.000, 2.000 
6, 1.100, 1.650, 225.000, 18.000 
6, 1.100, 1.650, 225.000, 2.000 
6, 1.100, 1.650, 225.000, 2.000 
6, 1.100, 1.650, 225.000, 1.000 
6, 1.100, 1.650, 225.000, 3.000 
6, 1.100, 1.650, 225.000, 4.000 
6, 1.100, 1.650, 225.000, 2.000 
6, 1.100, 1.650, 225.000, 2.000 
6, 1.100, 1.650, 350.000, 6.000 
6, 1.100, 1.650, 350.000, 8.000 
6, 1.100, 1.650, 350.000, 3.000 
6, 1.100, 1.650, 350.000, 1.000 
6, 1.100, 1.650, 350.000, 6.000 
6, 1.100, 1.650, 350.000, 5.000 
6, 1.100, 1.650, 350.000, 74.000 
6, 1.100, 1.650, 350.000, 17.000 
6, 1.100, 1.650, 350.000, 5.000 
6, 1.100, 1.650, 350.000, 4.000 
6, 1.100, 1.650, 350.000, 5.000 
6, 1.100, 1.650, 350.000, 3.000 
6, 1.100, 1.650, 350.000, 4.000 
6, 1.100, 1.650, 350.000, 10.000 
6, 1.100, 1.650, 350.000, 2.000 
6, 1.100, 1.650, 350.000, 4.000 
6, 1.100, 1.650, 350.000, 2.000 
6, 1.100, 1.650, 350.000, 3.000 
6, 1.100, 1.650, 350.000, 3.000 
6, 1.100, 1.650, 350.000, 3.000 
6, 0.900, 1.700, 100.000, 3.000 
6, 0.900, 1.700, 100.000, 1.000 
6, 0.900, 1.700, 100.000, 1.000 
6, 0.900, 1.700, 100.000, 2.000 
6, 0.900, 1.700, 100.000, 1.000 
6, 0.900, 1.700, 100.000, 2.000 
6, 0.900, 1.700, 100.000, 2.000 
6, 0.900, 1.700, 100.000, 3.000 
6, 0.900, 1.700, 100.000, 1.000 
6, 0.900, 1.700, 100.000, 1.000 
6, 0.900, 1.700, 100.000, 1.000 
6, 0.900, 1.700, 100.000, 2.000 
6, 0.900, 1.700, 100.000, 2.000 
6, 0.900, 1.700, 100.000, 4.000 
6, 0.900, 1.700, 100.000, 2.000 
6, 0.900, 1.700, 100.000, 1.000 
6, 0.900, 1.700, 100.000, 1.000 
6, 0.900, 1.700, 100.000, 1.000 
6, 0.900, 1.700, 100.000, 3.000 
6, 0.900, 1.700, 100.000, 1.000 
6, 0.900, 1.700, 225.000, 1.000 
6, 0.900, 1.700, 225.000, 1.000 
6, 0.900, 1.700, 225.000, 1.000 
6, 0.900, 1.700, 225.000, 3.000 
6, 0.900, 1.700, 225.000, 1.000 
6, 0.900, 1.700, 225.000, 2.000 
6, 0.900, 1.700, 225.000, 1.000 
6, 0.900, 1.700, 225.000, 1.000 
6, 0.900, 1.700, 225.000, 4.000 
6, 0.900, 1.700, 225.000, 2.000 
6, 0.900, 1.700, 225.000, 1.000 
6, 0.900, 1.700, 225.000, 1.000 
6, 0.900, 1.700, 225.000, 3.000 
6, 0.900, 1.700, 225.000, 3.000 
6, 0.900, 1.700, 225.000, 4.000 
6, 0.900, 1.700, 225.000, 3.000 
6, 0.900, 1.700, 225.000, 3.000 
6, 0.900, 1.700, 225.000, 3.000 
6, 0.900, 1.700, 225.000, 1.000 
6, 0.900, 1.700, 225.000, 2.000 
6, 0.900, 1.700, 350.000, 3.000 
6, 0.900, 1.700, 350.000, 3.000 
6, 0.900, 1.700, 350.000, 1.000 
6, 0.900, 1.700, 350.000, 3.000 
6, 0.900, 1.700, 350.000, 4.000 
6, 0.900, 1.700, 350.000, 1.000 
6, 0.900, 1.700, 350.000, 1.000 
6, 0.900, 1.700, 350.000, 2.000 
6, 0.900, 1.700, 350.000, 3.000 
6, 0.900, 1.700, 350.000, 2.000 
6, 0.900, 1.700, 350.000, 2.000 
6, 0.900, 1.700, 350.000, 3.000 
6, 0.900, 1.700, 350.000, 5.000 
6, 0.900, 1.700, 350.000, 2.000 
6, 0.900, 1.700, 350.000, 2.000 
6, 0.900, 1.700, 350.000, 1.000 
6, 0.900, 1.700, 350.000, 2.000 
6, 0.900, 1.700, 350.000, 4.000 
6, 0.900, 1.700, 350.000, 2.000 
6, 0.900, 1.700, 350.000, 1.000 
6, 1.100, 1.700, 100.000, 2.000 
6, 1.100, 1.700, 100.000, 2.000 
6, 1.100, 1.700, 100.000, 1.000 
6, 1.100, 1.700, 100.000, 1.000 
6, 1.100, 1.700, 100.000, 4.000 
6, 1.100, 1.700, 100.000, 3.000 
6, 1.100, 1.700, 100.000, 2.000 
6, 1.100, 1.700, 100.000, 2.000 
6, 1.100, 1.700, 100.000, 3.000 
6, 1.100, 1.700, 100.000, 1.000 
6, 1.100, 1.700, 100.000, 2.000 
6, 1.100, 1.700, 100.000, 3.000 
6, 1.100, 1.700, 100.000, 3.000 
6, 1.100, 1.700, 100.000, 2.000 
6, 1.100, 1.700, 100.000, 1.000 
6, 1.100, 1.700, 100.000, 1.000 
6, 1.100, 1.700, 100.000, 1.000 
6, 1.100, 1.700, 100.000, 5.000 
6, 1.100, 1.700, 100.000, 2.000 
6, 1.100, 1.700, 100.000, 2.000 
6, 1.100, 1.700, 225.000, 2.000 
6, 1.100, 1.700, 225.000, 1.000 
6, 1.100, 1.700, 225.000, 1.000 
6, 1.100, 1.700, 225.000, 4.000 
6, 1.100, 1.700, 225.000, 3.000 
6, 1.100, 1.700, 225.000, 4.000 
6, 1.100, 1.700, 225.000, 4.000 
6, 1.100, 1.700, 225.000, 7.000 
6, 1.100, 1.700, 225.000, 2.000 
6, 1.100, 1.700, 225.000, 2.000 
6, 1.100, 1.700, 225.000, 1.000 
6, 1.100, 1.700, 225.000, 2.000 
6, 1.100, 1.700, 225.000, 2.000 
6, 1.100, 1.700, 225.000, 3.000 
6, 1.100, 1.700, 225.000, 2.000 
6, 1.100, 1.700, 225.000, 3.000 
6, 1.100, 1.700, 225.000, 3.000 
6, 1.100, 1.700, 225.000, 1.000 
6, 1.100, 1.700, 225.000, 2.000 
6, 1.100, 1.700, 225.000, 1.000 
6, 1.100, 1.700, 350.000, 6.000 
6, 1.100, 1.700, 350.000, 3.000 
6, 1.100, 1.700, 350.000, 2.000 
6, 1.100, 1.700, 350.000, 5.000 
6, 1.100, 1.700, 350.000, 5.000 
6, 1.100, 1.700, 350.000, 3.000 
6, 1.100, 1.700, 350.000, 3.000 
6, 1.100, 1.700, 350.000, 5.000 
6, 1.100, 1.700, 350.000, 11.000 
6, 1.100, 1.700, 350.000, 2.000 
6, 1.100, 1.700, 350.000, 1.000 
6, 1.100, 1.700, 350.000, 2.000 
6, 1.100, 1.700, 350.000, 3.000 
6, 1.100, 1.700, 350.000, 3.000 
6, 1.100, 1.700, 350.000, 5.000 
6, 1.100, 1.700, 350.000, 2.000 
6, 1.100, 1.700, 350.000, 2.000 
6, 1.100, 1.700, 350.000, 3.000 
6, 1.100, 1.700, 350.000, 3.000 
6, 1.100, 1.700, 350.000, 3.000 
7, 0.900, 1.600, 100.000, 1.000 
7, 0.900, 1.600, 100.000, 5.000 
7, 0.900, 1.600, 100.000, 3.000 
7, 0.900, 1.600, 100.000, 20.000 
7, 0.900, 1.600, 100.000, 2.000 
7, 0.900, 1.600, 100.000, 3.000 
7, 0.900, 1.600, 100.000, 1.000 
7, 0.900, 1.600, 100.000, 2.000 
7, 0.900, 1.600, 100.000, 2.000 
7, 0.900, 1.600, 100.000, 2.000 
7, 0.900, 1.600, 100.000, 1.000 
7, 0.900, 1.600, 100.000, 2.000 
7, 0.900, 1.600, 100.000, 2.000 
7, 0.900, 1.600, 100.000, 3.000 
7, 0.900, 1.600, 100.000, 2.000 
7, 0.900, 1.600, 100.000, 3.000 
7, 0.900, 1.600, 100.000, 1.000 
7, 0.900, 1.600, 100.000, 3.000 
7, 0.900, 1.600, 100.000, 1.000 
7, 0.900, 1.600, 100.000, 4.000 
7, 0.900, 1.600, 225.000, 11.000 
7, 0.900, 1.600, 225.000, 1.000 
7, 0.900, 1.600, 225.000, 4.000 
7, 0.900, 1.600, 225.000, 3.000 
7, 0.900, 1.600, 225.000, 2.000 
7, 0.900, 1.600, 225.000, 37.000 
7, 0.900, 1.600, 225.000, 2.000 
7, 0.900, 1.600, 225.000, 1.000 
7, 0.900, 1.600, 225.000, 6.000 
7, 0.900, 1.600, 225.000, 4.000 
7, 0.900, 1.600, 225.000, 2.000 
7, 0.900, 1.600, 225.000, 1.000 
7, 0.900, 1.600, 225.000, 5.000 
7, 0.900, 1.600, 225.000, 1.000 
7, 0.900, 1.600, 225.000, 2.000 
7, 0.900, 1.600, 225.000, 2.000 
7, 0.900, 1.600, 225.000, 3.000 
7, 0.900, 1.600, 225.000, 2.000 
7, 0.900, 1.600, 225.000, 2.000 
7, 0.900, 1.600, 225.000, 3.000 
7, 0.900, 1.600, 350.000, 5.000 
7, 0.900, 1.600, 350.000, 7.000 
7, 0.900, 1.600, 350.000, 4.000 
7, 0.900, 1.600, 350.000, 4.000 
7, 0.900, 1.600, 350.000, 15.000 
7, 0.900, 1.600, 350.000, 6.000 
7, 0.900, 1.600, 350.000, 3.000 
7, 0.900, 1.600, 350.000, 4.000 
7, 0.900, 1.600, 350.000, 2.000 
7, 0.900, 1.600, 350.000, 3.000 
7, 0.900, 1.600, 350.000, 21.000 
7, 0.900, 1.600, 350.000, 45.000 
7, 0.900, 1.600, 350.000, 40.000 
7, 0.900, 1.600, 350.000, 3.000 
7, 0.900, 1.600, 350.000, 2.000 
7, 0.900, 1.600, 350.000, 2.000 
7, 0.900, 1.600, 350.000, 3.000 
7, 0.900, 1.600, 350.000, 12.000 
7, 0.900, 1.600, 350.000, 3.000 
7, 0.900, 1.600, 350.000, 2.000 
7, 1.100, 1.600, 100.000, 58.000 
7, 1.100, 1.600, 100.000, 3.000 
7, 1.100, 1.600, 100.000, 11.000 
7, 1.100, 1.600, 100.000, 2.000 
7, 1.100, 1.600, 100.000, 2.000 
7, 1.100, 1.600, 100.000, 6.000 
7, 1.100, 1.600, 100.000, 21.000 
7, 1.100, 1.600, 100.000, 3.000 
7, 1.100, 1.600, 100.000, 1.000 
7, 1.100, 1.600, 100.000, 1.000 
7, 1.100, 1.600, 100.000, 2.000 
7, 1.100, 1.600, 100.000, 6.000 
7, 1.100, 1.600, 100.000, 2.000 
7, 1.100, 1.600, 100.000, 4.000 
7, 1.100, 1.600, 100.000, 45.000 
7, 1.100, 1.600, 100.000, 1.000 
7, 1.100, 1.600, 100.000, 12.000 
7, 1.100, 1.600, 100.000, 39.000 
7, 1.100, 1.600, 100.000, 1.000 
7, 1.100, 1.600, 100.000, 7.000 
7, 1.100, 1.600, 225.000, 17.000 
7, 1.100, 1.600, 225.000, 4.000 
7, 1.100, 1.600, 225.000, 12.000 
7, 1.100, 1.600, 225.000, 1.000 
7, 1.100, 1.600, 225.000, 7.000 
7, 1.100, 1.600, 225.000, 13.000 
7, 1.100, 1.600, 225.000, 4.000 
7, 1.100, 1.600, 225.000, 2.000 
7, 1.100, 1.600, 225.000, 4.000 
7, 1.100, 1.600, 225.000, 81.000 
7, 1.100, 1.600, 225.000, 163.000 
7, 1.100, 1.600, 225.000, 9.000 
7, 1.100, 1.600, 225.000, 12.000 
7, 1.100, 1.600, 225.000, 8.000 
7, 1.100, 1.600, 225.000, 9.000 
7, 1.100, 1.600, 225.000, 4.000 
7, 1.100, 1.600, 225.000, 8.000 
7, 1.100, 1.600, 225.000, 3.000 
7, 1.100, 1.600, 225.000, 13.000 
7, 1.100, 1.600, 225.000, 1.000 
7, 1.100, 1.600, 350.000, 5.000 
7, 1.100, 1.600, 350.000, 45.000 
7, 1.100, 1.600, 350.000, 45.000 
7, 1.100, 1.600, 350.000, 13.000 
7, 1.100, 1.600, 350.000, 31.000 
7, 1.100, 1.600, 350.000, 4.000 
7, 1.100, 1.600, 350.000, 4.000 
7, 1.100, 1.600, 350.000, 3.000 
7, 1.100, 1.600, 350.000, 8.000 
7, 1.100, 1.600, 350.000, 4.000 
7, 1.100, 1.600, 350.000, 2.000 
7, 1.100, 1.600, 350.000, 16.000 
7, 1.100, 1.600, 350.000, 48.000 
7, 1.100, 1.600, 350.000, 67.000 
7, 1.100, 1.600, 350.000, 138.000 
7, 1.100, 1.600, 350.000, 3.000 
7, 1.100, 1.600, 350.000, 14.000 
7, 1.100, 1.600, 350.000, 50.000 
7, 1.100, 1.600, 350.000, 8.000 
7, 1.100, 1.600, 350.000, 6.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 2.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 2.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 2.000 
7, 0.900, 1.650, 100.000, 2.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 2.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 2.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 100.000, 1.000 
7, 0.900, 1.650, 225.000, 3.000 
7, 0.900, 1.650, 225.000, 3.000 
7, 0.900, 1.650, 225.000, 2.000 
7, 0.900, 1.650, 225.000, 2.000 
7, 0.900, 1.650, 225.000, 2.000 
7, 0.900, 1.650, 225.000, 1.000 
7, 0.900, 1.650, 225.000, 3.000 
7, 0.900, 1.650, 225.000, 1.000 
7, 0.900, 1.650, 225.000, 2.000 
7, 0.900, 1.650, 225.000, 3.000 
7, 0.900, 1.650, 225.000, 1.000 
7, 0.900, 1.650, 225.000, 1.000 
7, 0.900, 1.650, 225.000, 3.000 
7, 0.900, 1.650, 225.000, 3.000 
7, 0.900, 1.650, 225.000, 1.000 
7, 0.900, 1.650, 225.000, 1.000 
7, 0.900, 1.650, 225.000, 8.000 
7, 0.900, 1.650, 225.000, 1.000 
7, 0.900, 1.650, 225.000, 1.000 
7, 0.900, 1.650, 225.000, 4.000 
7, 0.900, 1.650, 350.000, 3.000 
7, 0.900, 1.650, 350.000, 4.000 
7, 0.900, 1.650, 350.000, 3.000 
7, 0.900, 1.650, 350.000, 3.000 
7, 0.900, 1.650, 350.000, 2.000 
7, 0.900, 1.650, 350.000, 2.000 
7, 0.900, 1.650, 350.000, 1.000 
7, 0.900, 1.650, 350.000, 3.000 
7, 0.900, 1.650, 350.000, 4.000 
7, 0.900, 1.650, 350.000, 2.000 
7, 0.900, 1.650, 350.000, 1.000 
7, 0.900, 1.650, 350.000, 2.000 
7, 0.900, 1.650, 350.000, 2.000 
7, 0.900, 1.650, 350.000, 2.000 
7, 0.900, 1.650, 350.000, 2.000 
7, 0.900, 1.650, 350.000, 7.000 
7, 0.900, 1.650, 350.000, 2.000 
7, 0.900, 1.650, 350.000, 3.000 
7, 0.900, 1.650, 350.000, 4.000 
7, 0.900, 1.650, 350.000, 5.000 
7, 1.100, 1.650, 100.000, 2.000 
7, 1.100, 1.650, 100.000, 2.000 
7, 1.100, 1.650, 100.000, 2.000 
7, 1.100, 1.650, 100.000, 7.000 
7, 1.100, 1.650, 100.000, 7.000 
7, 1.100, 1.650, 100.000, 2.000 
7, 1.100, 1.650, 100.000, 1.000 
7, 1.100, 1.650, 100.000, 4.000 
7, 1.100, 1.650, 100.000, 2.000 
7, 1.100, 1.650, 100.000, 2.000 
7, 1.100, 1.650, 100.000, 1.000 
7, 1.100, 1.650, 100.000, 2.000 
7, 1.100, 1.650, 100.000, 3.000 
7, 1.100, 1.650, 100.000, 3.000 
7, 1.100, 1.650, 100.000, 3.000 
7, 1.100, 1.650, 100.000, 1.000 
7, 1.100, 1.650, 100.000, 1.000 
7, 1.100, 1.650, 100.000, 89.000 
7, 1.100, 1.650, 100.000, 1.000 
7, 1.100, 1.650, 100.000, 15.000 
7, 1.100, 1.650, 225.000, 2.000 
7, 1.100, 1.650, 225.000, 2.000 
7, 1.100, 1.650, 225.000, 1.000 
7, 1.100, 1.650, 225.000, 8.000 
7, 1.100, 1.650, 225.000, 2.000 
7, 1.100, 1.650, 225.000, 3.000 
7, 1.100, 1.650, 225.000, 3.000 
7, 1.100, 1.650, 225.000, 2.000 
7, 1.100, 1.650, 225.000, 3.000 
7, 1.100, 1.650, 225.000, 4.000 
7, 1.100, 1.650, 225.000, 3.000 
7, 1.100, 1.650, 225.000, 3.000 
7, 1.100, 1.650, 225.000, 10.000 
7, 1.100, 1.650, 225.000, 1.000 
7, 1.100, 1.650, 225.000, 1.000 
7, 1.100, 1.650, 225.000, 6.000 
7, 1.100, 1.650, 225.000, 2.000 
7, 1.100, 1.650, 225.000, 2.000 
7, 1.100, 1.650, 225.000, 1.000 
7, 1.100, 1.650, 225.000, 3.000 
7, 1.100, 1.650, 350.000, 5.000 
7, 1.100, 1.650, 350.000, 3.000 
7, 1.100, 1.650, 350.000, 3.000 
7, 1.100, 1.650, 350.000, 2.000 
7, 1.100, 1.650, 350.000, 3.000 
7, 1.100, 1.650, 350.000, 3.000 
7, 1.100, 1.650, 350.000, 29.000 
7, 1.100, 1.650, 350.000, 28.000 
7, 1.100, 1.650, 350.000, 10.000 
7, 1.100, 1.650, 350.000, 2.000 
7, 1.100, 1.650, 350.000, 3.000 
7, 1.100, 1.650, 350.000, 30.000 
7, 1.100, 1.650, 350.000, 2.000 
7, 1.100, 1.650, 350.000, 5.000 
7, 1.100, 1.650, 350.000, 7.000 
7, 1.100, 1.650, 350.000, 3.000 
7, 1.100, 1.650, 350.000, 2.000 
7, 1.100, 1.650, 350.000, 5.000 
7, 1.100, 1.650, 350.000, 4.000 
7, 1.100, 1.650, 350.000, 3.000 
7, 0.900, 1.700, 100.000, 1.000 
7, 0.900, 1.700, 100.000, 3.000 
7, 0.900, 1.700, 100.000, 2.000 
7, 0.900, 1.700, 100.000, 1.000 
7, 0.900, 1.700, 100.000, 1.000 
7, 0.900, 1.700, 100.000, 2.000 
7, 0.900, 1.700, 100.000, 2.000 
7, 0.900, 1.700, 100.000, 2.000 
7, 0.900, 1.700, 100.000, 1.000 
7, 0.900, 1.700, 100.000, 1.000 
7, 0.900, 1.700, 100.000, 2.000 
7, 0.900, 1.700, 100.000, 1.000 
7, 0.900, 1.700, 100.000, 1.000 
7, 0.900, 1.700, 100.000, 1.000 
7, 0.900, 1.700, 100.000, 2.000 
7, 0.900, 1.700, 100.000, 1.000 
7, 0.900, 1.700, 100.000, 1.000 
7, 0.900, 1.700, 100.000, 3.000 
7, 0.900, 1.700, 100.000, 1.000 
7, 0.900, 1.700, 100.000, 2.000 
7, 0.900, 1.700, 225.000, 2.000 
7, 0.900, 1.700, 225.000, 5.000 
7, 0.900, 1.700, 225.000, 2.000 
7, 0.900, 1.700, 225.000, 4.000 
7, 0.900, 1.700, 225.000, 1.000 
7, 0.900, 1.700, 225.000, 1.000 
7, 0.900, 1.700, 225.000, 1.000 
7, 0.900, 1.700, 225.000, 1.000 
7, 0.900, 1.700, 225.000, 3.000 
7, 0.900, 1.700, 225.000, 1.000 
7, 0.900, 1.700, 225.000, 2.000 
7, 0.900, 1.700, 225.000, 1.000 
