participantNumber, trialNum, TargetPresent, beta, seed, r, phi, respose
1, 58, 1, 1.6, 1, 100, 315, 0
1, 59, 1, 1.7, 24, 250, 90, 1
1, 60, 1, 1.7, 29, 350, 270, 0
1, 61, 1, 1.7, 26, 150, 270, 1
1, 62, 0, 1.65, 161, NaN, NaN, 0
1, 63, 1, 1.7, 27, 100, 180, 1
1, 64, 0, 1.6, 50, NaN, NaN, 0
1, 65, 1, 1.7, 21, 200, 0, 1
1, 66, 1, 1.6, 5, 250, 180, 0
1, 67, 1, 1.65, 14, 50, 180, 0
1, 68, 1, 1.65, 16, 300, 180, 1
1, 69, 1, 1.6, 9, 150, 270, 0
1, 70, 1, 1.6, 1, 300, 135, 0
1, 71, 1, 1.65, 14, 250, 315, 1
1, 72, 1, 1.65, 17, 50, 90, 1
1, 73, 1, 1.65, 16, 250, 135, 0
1, 74, 1, 1.7, 26, 350, 180, 1
1, 75, 1, 1.65, 15, 200, 135, 0
1, 76, 0, 1.7, 237, NaN, NaN, 0
1, 77, 1, 1.6, 7, 100, 0, 0
1, 78, 1, 1.6, 2, 300, 270, 0
1, 79, 1, 1.7, 29, 50, 45, 1
1, 80, 1, 1.65, 18, 300, 225, 0
1, 81, 1, 1.6, 10, 250, 180, 1
1, 82, 0, 1.7, 232, NaN, NaN, 0
1, 83, 1, 1.6, 6, 250, 270, 0
1, 84, 1, 1.6, 2, 400, 225, 0
1, 85, 1, 1.65, 20, 50, 0, 1
1, 86, 1, 1.65, 18, 150, 315, 0
1, 87, 1, 1.65, 19, 100, 45, 1
1, 88, 1, 1.65, 14, 50, 90, 1
1, 89, 1, 1.6, 4, 100, 0, 0
1, 90, 1, 1.65, 16, 150, 135, 1
1, 91, 0, 1.65, 133, NaN, NaN, 0
1, 92, 0, 1.65, 215, NaN, NaN, 0
1, 93, 1, 1.65, 13, 400, 90, 0
1, 94, 1, 1.6, 4, 150, 315, 0
1, 95, 0, 1.6, 92, NaN, NaN, 0
1, 96, 1, 1.6, 3, 50, 225, 0
1, 97, 0, 1.65, 214, NaN, NaN, 0
1, 98, 1, 1.65, 12, 50, 180, 1
1, 99, 1, 1.65, 13, 400, 315, 1
1, 100, 1, 1.65, 19, 100, 225, 1
1, 101, 1, 1.65, 13, 300, 315, 1
1, 102, 1, 1.65, 16, 300, 135, 0
1, 103, 1, 1.7, 26, 50, 90, 1
1, 104, 1, 1.7, 23, 250, 225, 1
1, 105, 1, 1.7, 23, 200, 90, 1
1, 106, 1, 1.65, 15, 300, 0, 0
1, 107, 0, 1.65, 177, NaN, NaN, 0
1, 108, 0, 1.7, 298, NaN, NaN, 0
1, 109, 1, 1.6, 2, 250, 45, 0
1, 110, 1, 1.7, 24, 250, 180, 1
1, 111, 1, 1.6, 7, 400, 180, 0
1, 112, 1, 1.6, 4, 50, 0, 0
1, 113, 1, 1.65, 17, 100, 45, 1
1, 114, 1, 1.7, 29, 350, 180, 1
1, 115, 1, 1.6, 9, 100, 45, 1
1, 116, 1, 1.65, 12, 200, 270, 1
1, 117, 0, 1.7, 264, NaN, NaN, 0
1, 118, 1, 1.7, 21, 200, 90, 1
1, 119, 0, 1.7, 273, NaN, NaN, 0
1, 120, 1, 1.65, 20, 350, 270, 0
1, 121, 1, 1.7, 26, 300, 180, 1
1, 122, 1, 1.6, 5, 350, 135, 0
1, 123, 1, 1.65, 20, 100, 225, 1
1, 124, 1, 1.6, 2, 200, 270, 1
1, 125, 1, 1.7, 26, 400, 0, 0
1, 126, 1, 1.7, 21, 50, 315, 1
1, 127, 1, 1.6, 7, 350, 180, 0
1, 128, 1, 1.6, 6, 350, 270, 0
1, 129, 1, 1.6, 2, 300, 45, 0
1, 130, 1, 1.65, 11, 350, 45, 0
1, 131, 1, 1.65, 14, 100, 315, 1
1, 132, 1, 1.7, 22, 200, 0, 0
1, 133, 1, 1.65, 13, 300, 90, 0
1, 134, 1, 1.7, 30, 400, 0, 1
1, 135, 1, 1.6, 6, 250, 225, 0
1, 136, 1, 1.6, 5, 200, 225, 0
1, 137, 1, 1.65, 18, 300, 45, 1
1, 138, 1, 1.7, 25, 400, 270, 0
1, 139, 1, 1.6, 3, 350, 0, 0
1, 140, 0, 1.7, 244, NaN, NaN, 0
1, 141, 1, 1.65, 15, 200, 270, 1
1, 142, 1, 1.65, 17, 200, 90, 0
1, 143, 1, 1.65, 16, 200, 45, 0
1, 144, 0, 1.7, 241, NaN, NaN, 0
1, 145, 1, 1.65, 12, 100, 90, 1
1, 146, 1, 1.65, 19, 200, 180, 0
1, 147, 1, 1.6, 7, 350, 90, 0
1, 148, 1, 1.6, 10, 150, 135, 0
1, 149, 1, 1.6, 3, 300, 270, 0
1, 150, 0, 1.7, 235, NaN, NaN, 0
1, 151, 1, 1.65, 13, 350, 0, 1
1, 152, 1, 1.65, 20, 400, 45, 0
1, 153, 1, 1.6, 1, 300, 180, 0
1, 154, 1, 1.6, 10, 150, 225, 0
1, 155, 0, 1.6, 64, NaN, NaN, 0
1, 156, 1, 1.6, 5, 250, 225, 0
1, 157, 0, 1.65, 165, NaN, NaN, 0
1, 158, 1, 1.7, 29, 350, 0, 1
1, 159, 0, 1.65, 142, NaN, NaN, 0
1, 160, 1, 1.6, 6, 350, 225, 0
1, 161, 1, 1.6, 10, 50, 45, 1
1, 162, 1, 1.65, 11, 350, 270, 1
1, 163, 1, 1.6, 5, 200, 45, 0
1, 164, 1, 1.6, 8, 350, 180, 0
1, 165, 1, 1.7, 22, 350, 0, 1
1, 166, 1, 1.65, 19, 50, 225, 1
1, 167, 1, 1.65, 20, 50, 270, 1
1, 168, 1, 1.7, 27, 400, 315, 1
1, 169, 1, 1.6, 7, 350, 0, 0
1, 170, 1, 1.65, 19, 100, 315, 1
1, 171, 1, 1.6, 9, 100, 180, 1
1, 172, 1, 1.7, 29, 200, 315, 0
1, 173, 0, 1.6, 46, NaN, NaN, 0
1, 174, 1, 1.7, 24, 150, 225, 1
1, 175, 1, 1.65, 16, 200, 315, 1
1, 176, 1, 1.7, 30, 100, 270, 1
1, 177, 0, 1.7, 258, NaN, NaN, 0
1, 178, 1, 1.7, 25, 250, 90, 1
1, 179, 0, 1.6, 44, NaN, NaN, 0
1, 180, 1, 1.6, 2, 150, 225, 0
1, 181, 1, 1.6, 4, 50, 180, 0
1, 182, 1, 1.65, 18, 50, 270, 1
1, 183, 1, 1.6, 9, 200, 270, 0
1, 184, 1, 1.65, 11, 50, 0, 1
1, 185, 1, 1.6, 10, 150, 315, 1
1, 186, 1, 1.7, 29, 250, 90, 1
1, 187, 1, 1.7, 22, 200, 180, 1
1, 188, 1, 1.65, 18, 50, 180, 1
1, 189, 1, 1.65, 17, 350, 135, 1
1, 190, 1, 1.7, 24, 100, 225, 1
1, 191, 1, 1.7, 21, 350, 90, 1
1, 192, 1, 1.65, 17, 300, 90, 0
1, 193, 1, 1.7, 28, 300, 90, 1
1, 194, 1, 1.65, 13, 400, 45, 0
1, 195, 0, 1.6, 76, NaN, NaN, 0
1, 196, 1, 1.7, 24, 100, 135, 1
1, 197, 1, 1.65, 13, 350, 180, 0
1, 198, 1, 1.7, 29, 100, 225, 1
1, 199, 1, 1.6, 8, 250, 270, 0
1, 200, 1, 1.6, 3, 200, 90, 0
1, 201, 1, 1.7, 26, 250, 45, 0
1, 202, 1, 1.65, 17, 250, 270, 0
1, 203, 1, 1.6, 8, 50, 180, 0
1, 204, 0, 1.6, 57, NaN, NaN, 0
1, 205, 1, 1.7, 24, 350, 315, 1
1, 206, 1, 1.6, 8, 50, 270, 1
1, 207, 0, 1.7, 314, NaN, NaN, 0
1, 208, 0, 1.7, 293, NaN, NaN, 0
1, 209, 1, 1.6, 7, 50, 0, 0
1, 210, 1, 1.7, 29, 100, 135, 0
1, 211, 1, 1.65, 19, 300, 180, 1
1, 212, 1, 1.6, 7, 300, 0, 0
1, 213, 1, 1.7, 23, 200, 0, 1
1, 214, 1, 1.6, 4, 100, 135, 0
1, 215, 0, 1.7, 223, NaN, NaN, 0
1, 216, 1, 1.7, 25, 100, 45, 1
1, 217, 1, 1.7, 25, 250, 0, 0
1, 218, 1, 1.6, 6, 250, 90, 0
1, 219, 1, 1.6, 4, 100, 270, 0
1, 220, 1, 1.6, 7, 100, 315, 0
1, 221, 1, 1.7, 21, 100, 0, 1
1, 222, 1, 1.7, 29, 150, 180, 1
1, 223, 0, 1.6, 60, NaN, NaN, 0
1, 224, 1, 1.65, 11, 200, 225, 0
1, 225, 1, 1.65, 17, 250, 45, 0
1, 226, 0, 1.65, 218, NaN, NaN, 1
1, 227, 0, 1.65, 162, NaN, NaN, 0
1, 228, 1, 1.6, 7, 150, 135, 0
1, 229, 1, 1.7, 21, 150, 45, 1
1, 230, 1, 1.65, 14, 150, 0, 0
1, 231, 1, 1.6, 1, 300, 45, 0
1, 232, 1, 1.7, 25, 200, 270, 1
1, 233, 1, 1.65, 18, 150, 90, 0
1, 234, 1, 1.7, 21, 200, 180, 1
1, 235, 1, 1.7, 26, 350, 270, 0
1, 236, 1, 1.65, 15, 150, 90, 0
1, 237, 1, 1.7, 24, 300, 180, 1
1, 238, 1, 1.6, 8, 350, 0, 0
1, 239, 1, 1.6, 9, 100, 225, 1
1, 240, 0, 1.65, 187, NaN, NaN, 0
1, 241, 1, 1.7, 27, 50, 180, 1
1, 242, 0, 1.6, 47, NaN, NaN, 0
1, 243, 1, 1.65, 19, 200, 270, 1
1, 244, 1, 1.6, 10, 200, 135, 0
1, 245, 1, 1.6, 8, 200, 225, 0
1, 246, 1, 1.7, 23, 250, 45, 1
1, 247, 1, 1.7, 26, 50, 180, 1
1, 248, 1, 1.6, 6, 200, 0, 0
1, 249, 0, 1.6, 115, NaN, NaN, 0
1, 250, 1, 1.6, 10, 150, 270, 0
1, 251, 1, 1.7, 29, 200, 90, 1
1, 252, 1, 1.7, 27, 150, 225, 1
1, 253, 1, 1.65, 15, 150, 135, 1
1, 254, 1, 1.6, 2, 250, 225, 0
1, 255, 1, 1.7, 29, 150, 270, 1
1, 256, 1, 1.65, 17, 400, 315, 1
1, 257, 1, 1.6, 4, 350, 315, 0
1, 258, 1, 1.7, 27, 300, 135, 1
1, 259, 1, 1.7, 26, 350, 225, 0
1, 260, 1, 1.7, 27, 50, 135, 1
1, 261, 1, 1.7, 27, 300, 315, 1
1, 262, 0, 1.6, 61, NaN, NaN, 0
1, 263, 1, 1.6, 3, 150, 0, 0
1, 264, 1, 1.7, 30, 150, 180, 1
1, 265, 1, 1.7, 23, 150, 135, 1
1, 266, 1, 1.7, 25, 150, 225, 1
1, 267, 1, 1.65, 15, 100, 270, 1
1, 268, 1, 1.65, 12, 100, 315, 1
1, 269, 1, 1.7, 21, 400, 180, 0
1, 270, 1, 1.65, 20, 150, 45, 1
1, 271, 0, 1.7, 296, NaN, NaN, 0
1, 272, 0, 1.6, 75, NaN, NaN, 0
1, 273, 1, 1.6, 7, 250, 180, 0
1, 274, 1, 1.7, 25, 350, 225, 1
1, 275, 1, 1.65, 17, 50, 225, 1
1, 276, 1, 1.65, 15, 400, 90, 1
1, 277, 1, 1.7, 28, 200, 135, 1
1, 278, 1, 1.7, 22, 300, 135, 1
1, 279, 1, 1.6, 6, 150, 270, 0
1, 280, 1, 1.7, 26, 150, 135, 1
1, 281, 1, 1.7, 22, 200, 90, 1
1, 282, 1, 1.65, 20, 200, 90, 0
1, 283, 1, 1.6, 5, 300, 45, 0
1, 284, 1, 1.7, 28, 400, 45, 0
1, 285, 1, 1.7, 29, 250, 270, 1
1, 286, 1, 1.6, 3, 250, 315, 0
1, 287, 1, 1.7, 30, 250, 135, 1
1, 288, 1, 1.7, 24, 150, 180, 1
1, 289, 1, 1.6, 9, 350, 45, 0
1, 290, 1, 1.6, 8, 100, 45, 0
1, 291, 1, 1.7, 28, 200, 315, 0
1, 292, 1, 1.6, 7, 350, 315, 0
1, 293, 1, 1.65, 14, 50, 270, 1
1, 294, 1, 1.65, 19, 100, 135, 1
1, 295, 1, 1.7, 28, 300, 135, 1
1, 296, 1, 1.7, 30, 300, 0, 0
1, 297, 1, 1.65, 11, 150, 180, 1
1, 298, 1, 1.7, 22, 200, 225, 1
1, 299, 1, 1.6, 8, 150, 0, 0
1, 300, 1, 1.6, 6, 250, 45, 0
1, 301, 1, 1.6, 5, 100, 180, 0
1, 302, 1, 1.6, 4, 400, 315, 0
1, 303, 1, 1.65, 16, 350, 315, 1
1, 304, 1, 1.7, 25, 400, 0, 0
1, 305, 1, 1.7, 25, 300, 90, 1
1, 306, 1, 1.6, 1, 100, 90, 0
1, 307, 1, 1.7, 25, 250, 315, 1
1, 308, 1, 1.7, 29, 400, 270, 1
1, 309, 1, 1.65, 11, 250, 315, 1
1, 310, 1, 1.7, 25, 50, 225, 1
1, 311, 1, 1.65, 20, 350, 0, 1
1, 312, 1, 1.6, 7, 250, 90, 0
1, 313, 1, 1.65, 19, 150, 315, 0
1, 314, 1, 1.6, 3, 250, 45, 0
1, 315, 1, 1.7, 25, 300, 45, 1
1, 316, 1, 1.65, 14, 150, 45, 0
1, 317, 1, 1.65, 11, 150, 90, 1
1, 318, 1, 1.65, 12, 200, 180, 0
1, 319, 0, 1.65, 191, NaN, NaN, 0
1, 320, 1, 1.6, 4, 250, 180, 1
1, 321, 1, 1.6, 8, 150, 270, 0
1, 322, 1, 1.65, 11, 50, 135, 1
1, 323, 1, 1.7, 25, 150, 315, 0
1, 324, 1, 1.7, 23, 50, 0, 1
1, 325, 1, 1.6, 4, 200, 225, 0
1, 326, 1, 1.65, 14, 400, 0, 0
1, 327, 1, 1.7, 27, 250, 45, 1
1, 328, 1, 1.7, 28, 350, 45, 1
1, 329, 1, 1.6, 5, 200, 270, 0
1, 330, 1, 1.7, 22, 50, 315, 1
1, 331, 1, 1.7, 29, 350, 135, 1
1, 332, 1, 1.7, 24, 350, 135, 1
1, 333, 1, 1.6, 1, 400, 135, 0
1, 334, 1, 1.65, 13, 50, 315, 0
1, 335, 1, 1.6, 4, 250, 0, 0
1, 336, 1, 1.6, 9, 200, 135, 0
1, 337, 1, 1.65, 18, 200, 90, 1
1, 338, 1, 1.7, 23, 350, 90, 1
1, 339, 1, 1.6, 7, 250, 135, 0
1, 340, 1, 1.65, 13, 50, 90, 1
1, 341, 1, 1.6, 9, 150, 315, 0
1, 342, 1, 1.7, 22, 300, 225, 0
1, 343, 1, 1.7, 24, 100, 45, 1
1, 344, 1, 1.6, 5, 300, 315, 0
1, 345, 1, 1.65, 13, 50, 225, 1
1, 346, 1, 1.6, 9, 150, 45, 0
1, 347, 1, 1.65, 16, 50, 90, 0
1, 348, 1, 1.65, 12, 350, 45, 1
1, 349, 1, 1.65, 12, 300, 270, 0
1, 350, 1, 1.65, 14, 400, 225, 0
1, 351, 1, 1.7, 24, 50, 225, 1
1, 352, 1, 1.6, 1, 350, 90, 0
1, 353, 0, 1.7, 233, NaN, NaN, 0
1, 354, 1, 1.65, 11, 100, 270, 1
1, 355, 1, 1.7, 30, 100, 0, 1
1, 356, 1, 1.7, 27, 300, 90, 1
1, 357, 1, 1.6, 9, 300, 270, 0
1, 358, 1, 1.6, 9, 250, 180, 0
1, 359, 1, 1.7, 26, 300, 135, 1
1, 360, 1, 1.65, 12, 250, 180, 1
1, 361, 0, 1.6, 95, NaN, NaN, 0
1, 362, 1, 1.6, 3, 200, 225, 0
1, 363, 1, 1.7, 22, 350, 270, 1
1, 364, 0, 1.7, 280, NaN, NaN, 0
1, 365, 1, 1.6, 8, 400, 270, 0
1, 366, 1, 1.6, 4, 400, 90, 0
1, 367, 1, 1.7, 22, 250, 45, 1
1, 368, 0, 1.6, 82, NaN, NaN, 0
1, 369, 1, 1.6, 9, 50, 270, 1
1, 370, 1, 1.7, 26, 200, 315, 1
1, 371, 1, 1.7, 24, 150, 315, 1
1, 372, 1, 1.65, 17, 300, 270, 1
1, 373, 0, 1.7, 236, NaN, NaN, 0
1, 374, 1, 1.6, 3, 400, 315, 0
1, 375, 1, 1.6, 5, 400, 135, 0
1, 376, 1, 1.65, 16, 400, 0, 0
1, 377, 1, 1.65, 13, 150, 225, 0
1, 378, 1, 1.6, 8, 250, 0, 1
1, 379, 1, 1.65, 16, 350, 180, 1
1, 380, 1, 1.6, 8, 400, 135, 0
1, 381, 1, 1.7, 22, 350, 180, 1
1, 382, 1, 1.7, 28, 400, 180, 0
1, 383, 1, 1.65, 11, 100, 315, 1
1, 384, 1, 1.65, 12, 200, 315, 1
1, 385, 1, 1.7, 21, 400, 0, 0
1, 386, 1, 1.65, 19, 100, 0, 1
1, 387, 1, 1.6, 8, 300, 270, 0
1, 388, 1, 1.7, 24, 250, 270, 0
1, 389, 1, 1.7, 30, 50, 135, 1
1, 390, 1, 1.6, 10, 300, 90, 0
1, 391, 1, 1.65, 11, 250, 45, 1
1, 392, 1, 1.7, 29, 200, 45, 0
1, 393, 0, 1.7, 266, NaN, NaN, 0
1, 394, 1, 1.7, 21, 300, 180, 1
1, 395, 1, 1.65, 12, 250, 315, 1
1, 396, 1, 1.6, 5, 250, 90, 0
1, 397, 1, 1.6, 2, 50, 135, 1
1, 398, 1, 1.65, 19, 50, 315, 1
1, 399, 1, 1.65, 20, 350, 90, 0
1, 400, 1, 1.6, 4, 400, 225, 1
1, 401, 1, 1.65, 18, 350, 45, 0
1, 402, 1, 1.7, 27, 400, 270, 1
1, 403, 1, 1.7, 25, 100, 0, 1
1, 404, 1, 1.65, 12, 250, 90, 0
1, 405, 0, 1.7, 226, NaN, NaN, 0
1, 406, 1, 1.65, 18, 250, 180, 1
1, 407, 1, 1.7, 24, 200, 225, 1
1, 408, 1, 1.65, 17, 100, 135, 1
1, 409, 1, 1.6, 3, 350, 270, 1
1, 410, 1, 1.7, 30, 400, 315, 1
1, 411, 1, 1.6, 1, 350, 180, 0
1, 412, 0, 1.7, 263, NaN, NaN, 0
1, 413, 1, 1.65, 14, 50, 225, 1
1, 414, 0, 1.6, 124, NaN, NaN, 0
1, 415, 0, 1.65, 206, NaN, NaN, 0
1, 416, 1, 1.6, 2, 250, 180, 0
1, 417, 1, 1.65, 19, 350, 225, 1
1, 418, 1, 1.65, 20, 400, 90, 0
1, 419, 1, 1.7, 25, 400, 45, 1
1, 420, 1, 1.65, 17, 100, 0, 1
1, 421, 1, 1.7, 22, 250, 315, 1
1, 422, 1, 1.65, 19, 100, 270, 1
1, 423, 1, 1.7, 22, 300, 90, 1
1, 424, 1, 1.65, 16, 250, 0, 0
1, 425, 0, 1.7, 224, NaN, NaN, 0
1, 426, 1, 1.7, 23, 100, 270, 1
1, 427, 1, 1.7, 25, 350, 135, 1
1, 428, 1, 1.6, 7, 50, 180, 0
1, 429, 1, 1.65, 20, 200, 0, 0
1, 430, 0, 1.65, 208, NaN, NaN, 0
1, 431, 1, 1.7, 24, 50, 270, 1
1, 432, 1, 1.7, 23, 300, 225, 1
1, 433, 1, 1.6, 6, 400, 270, 0
1, 434, 1, 1.7, 28, 150, 180, 1
1, 435, 0, 1.6, 32, NaN, NaN, 0
1, 436, 1, 1.6, 5, 50, 90, 0
1, 437, 1, 1.6, 6, 50, 135, 0
1, 438, 1, 1.7, 25, 200, 315, 1
1, 439, 1, 1.6, 4, 300, 225, 0
1, 440, 1, 1.65, 19, 250, 45, 1
1, 441, 1, 1.7, 26, 250, 225, 0
1, 442, 1, 1.6, 10, 50, 135, 1
1, 443, 1, 1.7, 27, 150, 135, 0
1, 444, 1, 1.7, 28, 300, 270, 1
1, 445, 1, 1.6, 9, 100, 315, 0
1, 446, 1, 1.6, 1, 150, 180, 0
1, 447, 0, 1.65, 141, NaN, NaN, 0
1, 448, 1, 1.65, 18, 350, 225, 0
1, 449, 1, 1.7, 28, 300, 0, 1
1, 450, 1, 1.7, 29, 400, 0, 0
1, 451, 1, 1.7, 24, 400, 225, 0
1, 452, 1, 1.6, 6, 200, 90, 0
1, 453, 0, 1.65, 202, NaN, NaN, 0
1, 454, 1, 1.65, 12, 400, 315, 0
1, 455, 0, 1.65, 221, NaN, NaN, 0
1, 456, 1, 1.6, 4, 400, 45, 0
1, 457, 1, 1.6, 9, 350, 90, 0
1, 458, 1, 1.6, 2, 350, 135, 1
1, 459, 0, 1.7, 307, NaN, NaN, 0
1, 460, 1, 1.7, 30, 250, 225, 1
1, 461, 1, 1.6, 5, 100, 270, 0
1, 462, 1, 1.7, 26, 100, 90, 1
1, 463, 0, 1.7, 225, NaN, NaN, 0
1, 464, 1, 1.6, 1, 250, 135, 0
1, 465, 1, 1.6, 4, 400, 0, 0
1, 466, 1, 1.65, 19, 200, 0, 1
1, 467, 1, 1.7, 27, 100, 0, 1
1, 468, 1, 1.65, 13, 400, 270, 0
1, 469, 1, 1.65, 15, 400, 225, 1
1, 470, 1, 1.7, 21, 400, 135, 1
1, 471, 1, 1.65, 20, 50, 90, 0
1, 472, 1, 1.7, 22, 400, 225, 0
1, 473, 0, 1.7, 268, NaN, NaN, 0
1, 474, 0, 1.65, 150, NaN, NaN, 0
1, 475, 1, 1.7, 23, 300, 135, 1
1, 476, 1, 1.65, 15, 300, 225, 0
1, 477, 1, 1.6, 8, 200, 45, 0
1, 478, 1, 1.65, 18, 150, 135, 1
1, 479, 1, 1.65, 20, 150, 135, 0
1, 480, 1, 1.6, 5, 150, 0, 0
1, 481, 1, 1.65, 17, 200, 315, 0
1, 482, 1, 1.65, 15, 50, 270, 1
1, 483, 1, 1.6, 3, 300, 45, 0
1, 484, 1, 1.7, 23, 200, 315, 1
1, 485, 1, 1.6, 2, 200, 225, 0
1, 486, 1, 1.6, 1, 400, 45, 0
1, 487, 1, 1.7, 24, 50, 0, 1
1, 488, 1, 1.6, 6, 150, 0, 0
1, 489, 1, 1.6, 4, 200, 270, 0
1, 490, 1, 1.65, 20, 150, 315, 0
1, 491, 1, 1.65, 13, 300, 0, 0
1, 492, 0, 1.65, 153, NaN, NaN, 0
1, 493, 1, 1.7, 28, 200, 225, 0
1, 494, 0, 1.7, 269, NaN, NaN, 0
1, 495, 1, 1.6, 9, 300, 90, 1
1, 496, 1, 1.65, 16, 200, 0, 1
1, 497, 1, 1.65, 13, 200, 225, 1
1, 498, 1, 1.6, 5, 350, 315, 0
1, 499, 1, 1.7, 26, 250, 0, 1
1, 500, 1, 1.6, 3, 150, 90, 0
1, 501, 1, 1.6, 5, 150, 90, 0
1, 502, 1, 1.65, 15, 100, 180, 1
1, 503, 1, 1.65, 18, 150, 0, 1
1, 504, 0, 1.6, 98, NaN, NaN, 0
1, 505, 0, 1.7, 250, NaN, NaN, 0
1, 506, 1, 1.6, 1, 300, 0, 0
1, 507, 1, 1.7, 30, 50, 180, 1
1, 508, 1, 1.65, 18, 50, 0, 1
1, 509, 0, 1.6, 86, NaN, NaN, 0
1, 510, 1, 1.65, 16, 200, 90, 1
1, 511, 1, 1.7, 23, 300, 0, 0
1, 512, 1, 1.6, 3, 50, 135, 1
1, 513, 1, 1.65, 12, 50, 45, 1
1, 514, 1, 1.7, 26, 300, 315, 1
1, 515, 1, 1.65, 17, 150, 90, 1
1, 516, 1, 1.7, 26, 200, 180, 1
1, 517, 1, 1.65, 16, 50, 0, 1
1, 518, 1, 1.6, 10, 400, 45, 0
1, 519, 1, 1.7, 29, 50, 225, 1
1, 520, 1, 1.7, 30, 200, 270, 1
1, 521, 1, 1.65, 18, 300, 315, 0
1, 522, 1, 1.65, 17, 200, 0, 1
1, 523, 1, 1.65, 18, 200, 180, 1
1, 524, 1, 1.6, 2, 350, 90, 0
1, 525, 1, 1.7, 30, 250, 90, 1
1, 526, 1, 1.65, 17, 350, 45, 1
1, 527, 1, 1.7, 30, 50, 90, 1
1, 528, 0, 1.65, 212, NaN, NaN, 0
1, 529, 1, 1.65, 13, 350, 225, 1
1, 530, 1, 1.7, 27, 250, 135, 1
1, 531, 1, 1.6, 9, 400, 0, 1
1, 532, 0, 1.65, 129, NaN, NaN, 0
1, 533, 1, 1.7, 29, 100, 45, 0
1, 534, 1, 1.7, 27, 350, 180, 1
1, 535, 0, 1.65, 181, NaN, NaN, 1
1, 536, 1, 1.6, 9, 400, 135, 0
1, 537, 1, 1.6, 1, 300, 225, 0
1, 538, 1, 1.7, 25, 100, 315, 1
1, 539, 1, 1.7, 27, 100, 315, 1
1, 540, 1, 1.6, 6, 200, 180, 0
1, 541, 0, 1.65, 166, NaN, NaN, 0
1, 542, 1, 1.6, 3, 150, 225, 0
1, 543, 1, 1.6, 2, 100, 45, 0
1, 544, 1, 1.7, 24, 200, 45, 1
1, 545, 1, 1.6, 7, 350, 135, 0
1, 546, 1, 1.7, 26, 300, 0, 0
1, 547, 0, 1.6, 100, NaN, NaN, 0
1, 548, 1, 1.65, 19, 300, 270, 1
1, 549, 1, 1.7, 28, 400, 315, 1
1, 550, 1, 1.65, 15, 100, 45, 1
1, 551, 1, 1.65, 13, 50, 0, 1
