Data properties:
 
Recording date: 9/10/2008
Recording time : 14:59:50:358 (corresponds to time 0)
Study: Alasdair SD
Subject: AlasdairClarke
Recording: AC12
Screen resolution: 1600 x 1200
Coordinate unit: Pixels
 
 
Data: 
  
Timestamp	Number	GazepointX (L)	GazepointY (L)	CamX (L)	CamY (L)	Distance (L)	Pupil (L)	Validity (L)	GazepointX (R)	GazepointY (R)	CamX (R)	CamY (R)	Distance (R)	Pupil (R)	Validity (R)
157341	7892	796	595	0.685	0.452	558.735	3.349	0	752	563	0.363	0.467	558.525	3.085	0
157361	7893	791	554	0.685	0.452	558.569	3.333	0	755	562	0.363	0.467	557.174	3.046	0
157381	7894	822	586	0.685	0.452	558.426	3.387	0	771	596	0.363	0.467	555.465	3.059	0
157401	7895	833	581	0.685	0.452	558.493	3.441	0	745	565	0.363	0.467	556.805	3.124	0
157421	7896	784	570	0.685	0.452	558.581	3.274	0	725	603	0.363	0.467	556.352	3.134	0
157440	7897	824	639	0.685	0.452	558.516	3.359	0	783	544	0.363	0.467	555.343	3.049	0
157460	7898	816	610	0.685	0.452	558.651	3.437	0	740	535	0.363	0.467	555.344	3.209	0
157480	7899	799	594	0.685	0.452	558.764	3.333	0	782	576	0.363	0.467	557.603	3.102	0
157500	7900	770	536	0.685	0.453	558.932	3.403	0	765	544	0.363	0.467	559.215	3.067	0
157520	7901	831	581	0.685	0.453	558.928	3.376	0	776	546	0.363	0.467	560.283	3.065	0
157540	7902	801	529	0.685	0.453	559.124	3.347	0	-1600	-1200	0.685	0.453	-1.000	-1.000	4
157560	7903	834	580	0.685	0.452	559.222	3.427	0	759	583	0.363	0.467	559.955	3.050	0
157580	7904	823	562	0.685	0.452	559.224	3.534	0	754	570	0.363	0.467	559.952	3.053	0
157600	7905	803	555	0.685	0.452	559.039	3.513	0	759	580	0.363	0.467	560.335	3.014	0
157620	7906	804	555	0.685	0.452	559.160	3.519	0	731	582	0.363	0.467	560.330	3.112	0
157640	7907	791	587	0.685	0.452	559.002	3.404	0	740	557	0.363	0.467	561.896	3.095	0
157660	7908	809	561	0.685	0.452	558.713	3.472	0	762	533	0.363	0.467	561.602	3.100	0
157680	7909	811	535	0.685	0.452	558.183	3.405	0	742	578	0.363	0.467	560.281	3.024	0
157700	7910	839	537	0.685	0.453	558.174	3.406	0	763	582	0.363	0.467	560.440	3.009	0
157720	7911	848	586	0.685	0.452	558.179	3.393	0	762	575	0.363	0.467	561.207	3.068	0
157740	7912	806	597	0.685	0.452	558.466	3.387	0	778	595	0.363	0.467	559.944	3.137	0
157759	7913	807	574	0.685	0.452	558.474	3.424	0	784	552	0.363	0.467	559.942	3.081	0
157779	7914	848	556	0.685	0.453	558.793	3.467	0	766	566	0.363	0.467	558.246	3.075	0
157799	7915	790	573	0.685	0.453	559.076	3.559	0	750	590	0.363	0.467	558.219	3.154	0
157819	7916	819	564	0.685	0.453	559.456	3.423	0	761	591	0.363	0.467	558.187	3.093	0
157839	7917	804	580	0.685	0.452	559.952	3.411	0	736	605	0.363	0.467	556.841	3.190	0
157859	7918	829	590	0.685	0.452	560.362	3.421	0	738	575	0.363	0.467	556.813	3.064	0
157879	7919	832	551	0.685	0.453	560.617	3.558	0	760	566	0.363	0.467	557.580	3.048	0
157899	7920	815	544	0.685	0.453	560.740	3.384	0	747	614	0.363	0.467	555.891	3.150	0
157919	7921	824	550	0.685	0.453	560.741	3.489	0	730	610	0.363	0.467	555.616	3.030	0
157939	7922	838	577	0.685	0.452	560.685	3.413	0	722	588	0.363	0.467	555.790	3.016	0
157959	7923	841	550	0.685	0.452	560.687	3.612	0	734	602	0.363	0.467	555.863	3.027	0
157979	7924	831	556	0.685	0.452	560.451	3.481	0	706	572	0.363	0.467	555.798	3.133	0
157999	7925	838	599	0.685	0.452	560.159	3.531	0	746	608	0.363	0.467	555.581	3.125	0
158019	7926	826	598	0.685	0.452	559.843	3.470	0	750	655	0.363	0.467	555.154	3.331	0
158039	7927	819	556	0.685	0.452	559.665	3.561	0	741	592	0.363	0.467	555.150	3.109	0
158059	7928	799	606	0.685	0.452	559.709	3.457	0	774	592	0.363	0.467	555.481	3.155	0
158078	7929	816	565	0.685	0.452	559.947	3.477	0	768	575	0.363	0.467	555.089	3.210	0
158098	7930	825	550	0.685	0.453	559.708	3.533	0	763	586	0.363	0.467	555.079	3.057	0
158118	7931	819	589	0.685	0.453	559.882	3.605	0	737	563	0.363	0.467	556.501	3.159	0
158138	7932	858	547	0.685	0.453	559.567	3.619	0	754	593	0.363	0.467	558.351	3.111	0
158158	7933	836	547	0.685	0.453	559.737	3.593	0	744	584	0.363	0.467	559.686	3.227	0
158178	7934	808	521	0.685	0.453	560.045	3.536	0	765	573	0.363	0.467	559.966	3.175	0
158198	7935	837	549	0.685	0.453	559.999	3.573	0	723	554	0.363	0.467	559.830	3.209	0
158218	7936	844	573	0.685	0.453	559.750	3.522	0	755	587	0.363	0.468	559.826	3.184	0
158238	7937	862	546	0.685	0.453	559.720	3.656	0	730	597	0.363	0.468	559.610	3.192	0
158258	7938	813	549	0.685	0.453	559.685	3.703	0	745	568	0.363	0.467	559.611	3.201	0
158278	7939	800	530	0.685	0.453	559.896	3.630	0	775	545	0.363	0.467	559.836	3.097	0
158298	7940	827	601	0.685	0.452	559.720	3.403	0	776	579	0.363	0.467	559.867	3.199	0
158318	7941	819	541	0.684	0.452	559.542	3.593	0	733	611	0.363	0.467	559.870	3.243	0
158338	7942	856	586	0.684	0.452	559.540	3.604	0	755	636	0.363	0.467	560.018	3.305	0
158358	7943	823	572	0.685	0.452	559.538	3.442	0	738	621	0.363	0.467	560.300	3.330	0
158378	7944	824	556	0.685	0.452	559.536	3.681	0	734	578	0.363	0.467	561.920	3.102	0
158397	7945	825	523	0.685	0.452	558.835	3.687	0	740	567	0.363	0.467	563.201	3.271	0
158417	7946	816	526	0.685	0.452	558.664	3.552	0	696	606	0.363	0.467	564.159	3.252	0
158437	7947	830	547	0.685	0.452	558.660	3.563	0	714	580	0.363	0.467	564.159	3.294	0
158457	7948	862	572	0.685	0.452	558.963	3.560	0	721	562	0.363	0.468	564.159	3.187	0
158477	7949	828	594	0.685	0.452	558.979	3.418	0	708	612	0.363	0.468	562.560	3.217	0
158497	7950	817	562	0.685	0.452	559.321	3.486	0	730	599	0.363	0.468	561.380	3.198	0
158517	7951	801	570	0.685	0.452	559.324	3.569	0	733	622	0.363	0.467	561.350	3.216	0
158537	7952	861	564	0.684	0.452	559.328	3.516	0	739	575	0.363	0.467	562.132	3.184	0
158557	7953	834	602	0.684	0.452	559.127	3.428	0	742	607	0.363	0.468	562.165	3.346	0
158577	7954	836	601	0.684	0.452	558.271	3.466	0	724	649	0.363	0.468	563.608	3.376	0
158597	7955	849	576	0.684	0.452	557.639	3.456	0	732	559	0.363	0.467	564.705	3.170	0
158617	7956	822	593	0.684	0.452	557.634	3.448	0	718	625	0.363	0.467	564.846	3.473	0
158637	7957	815	587	0.684	0.452	557.628	3.529	0	733	631	0.363	0.467	565.170	3.472	0
158657	7958	852	560	0.684	0.452	558.851	3.508	0	728	594	0.363	0.468	565.340	3.261	0
158677	7959	821	584	0.684	0.452	560.529	3.556	0	737	581	0.363	0.468	565.543	3.278	0
158697	7960	826	590	0.685	0.452	559.980	3.465	0	728	591	0.363	0.468	565.565	3.347	0
158716	7961	865	557	0.685	0.452	559.901	3.637	0	726	538	0.363	0.468	565.565	3.177	0
158736	7962	812	587	0.685	0.452	560.409	3.488	0	718	582	0.363	0.467	565.498	3.226	0
158756	7963	872	577	0.685	0.452	560.012	3.536	0	695	556	0.363	0.468	564.949	3.213	0
158776	7964	853	589	0.685	0.452	560.103	3.462	0	714	598	0.363	0.468	564.051	3.323	0
158796	7965	861	583	0.685	0.452	560.109	3.633	0	728	573	0.363	0.468	560.968	3.137	0
158816	7966	861	600	0.685	0.452	560.117	3.541	0	711	636	0.363	0.468	560.512	3.246	0
158836	7967	835	547	0.685	0.452	561.278	3.499	0	707	638	0.363	0.467	559.966	3.351	0
158856	7968	832	560	0.685	0.452	562.037	3.490	0	757	573	0.363	0.468	559.898	3.156	0
158876	7969	838	569	0.685	0.453	562.177	3.556	0	731	587	0.363	0.468	559.915	3.115	0
158896	7970	864	534	0.685	0.453	562.174	3.551	0	771	560	0.363	0.468	560.665	3.212	0
158916	7971	831	595	0.685	0.452	562.171	3.422	0	753	557	0.363	0.467	560.708	3.127	0
158936	7972	845	574	0.684	0.452	561.832	3.471	0	719	652	0.363	0.468	561.072	3.321	0
158956	7973	839	602	0.685	0.453	561.580	3.494	0	732	692	0.363	0.468	560.704	3.414	0
158976	7974	844	592	0.685	0.453	561.345	3.587	0	740	590	0.364	0.468	560.972	3.202	0
158996	7975	839	572	0.685	0.452	560.876	3.529	0	717	646	0.364	0.468	560.985	3.285	0
159015	7976	848	617	0.686	0.452	560.513	3.430	0	735	569	0.364	0.467	561.033	3.139	0
159035	7977	823	553	0.686	0.452	560.504	3.565	0	727	702	0.364	0.467	561.038	3.341	0
159055	7978	847	614	0.687	0.452	560.585	3.420	0	739	619	0.365	0.466	561.618	3.134	0
159075	7979	852	621	0.688	0.453	560.956	3.435	0	742	614	0.366	0.466	562.642	3.144	0
159095	7980	1021	559	0.688	0.453	561.066	3.609	0	694	602	0.366	0.465	562.664	3.279	0
159115	7981	-1600	-1200	0.366	0.465	-1.000	-1.000	4	752	613	0.366	0.465	561.651	3.203	0
159135	7982	925	684	0.689	0.452	561.705	3.396	0	755	579	0.366	0.465	560.226	3.098	0
159155	7983	901	652	0.689	0.452	563.692	3.537	0	756	671	0.366	0.465	555.598	3.298	0
159175	7984	-1600	-1200	0.366	0.465	-1.000	-1.000	4	750	671	0.366	0.465	552.894	3.096	0
159195	7985	-1600	-1200	0.366	0.466	-1.000	-1.000	4	776	730	0.366	0.466	548.979	2.997	0
159215	7986	-1600	-1200	0.366	0.466	-1.000	-1.000	4	686	760	0.366	0.466	548.972	3.220	0
159235	7987	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
159255	7988	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
159275	7989	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
159295	7990	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
159315	7991	-1600	-1200	0.365	0.466	-1.000	-1.000	4	730	849	0.365	0.466	548.983	3.072	0
159335	7992	870	774	0.688	0.452	550.023	3.427	0	767	698	0.365	0.466	550.023	3.020	0
159354	7993	947	560	0.688	0.452	564.706	4.073	0	784	621	0.365	0.466	551.730	3.080	0
159374	7994	814	546	0.688	0.453	564.050	3.696	0	785	579	0.365	0.467	556.632	3.125	0
159394	7995	831	579	0.688	0.454	562.538	3.722	0	764	620	0.365	0.468	559.664	3.370	0
159414	7996	826	593	0.688	0.455	561.711	3.614	0	742	565	0.365	0.469	562.429	3.146	0
159434	7997	822	565	0.687	0.455	561.168	3.652	0	746	540	0.365	0.470	563.962	3.137	0
159454	7998	832	550	0.687	0.455	561.168	3.646	0	798	545	0.365	0.469	564.070	3.277	0
159474	7999	796	571	0.687	0.454	561.195	3.732	0	722	566	0.365	0.469	562.408	3.293	0
159494	8000	848	595	0.688	0.453	562.720	3.700	0	740	514	0.365	0.468	559.233	3.250	0
159514	8001	809	552	0.688	0.452	564.165	3.720	0	749	501	0.366	0.467	558.195	3.199	0
159534	8002	805	596	0.689	0.451	564.495	3.729	0	758	632	0.367	0.467	557.497	3.451	0
159554	8003	829	542	0.690	0.451	564.937	3.742	0	749	643	0.368	0.467	557.497	3.502	0
159574	8004	803	602	0.690	0.450	565.712	3.827	0	711	570	0.369	0.466	557.497	3.437	0
159594	8005	833	566	0.691	0.448	565.506	3.740	0	709	608	0.369	0.463	557.872	3.303	0
159614	8006	812	579	0.691	0.446	566.306	3.963	0	760	549	0.369	0.461	557.877	3.547	0
159634	8007	840	530	0.691	0.446	566.326	3.944	0	718	572	0.370	0.461	559.449	3.478	0
159654	8008	845	521	0.691	0.447	563.088	3.895	0	689	565	0.369	0.461	559.470	3.389	0
159673	8009	861	527	0.691	0.447	560.557	3.942	0	723	522	0.369	0.461	561.123	3.565	0
159693	8010	880	579	0.690	0.447	560.956	3.972	0	700	558	0.369	0.462	560.328	3.488	0
159713	8011	891	553	0.690	0.447	558.773	3.968	0	704	559	0.368	0.462	560.168	3.491	0
159733	8012	855	588	0.690	0.447	558.162	3.818	0	732	537	0.368	0.462	558.671	3.551	0
159753	8013	864	583	0.689	0.447	557.895	3.873	0	702	586	0.368	0.462	557.505	3.450	0
159773	8014	878	614	0.689	0.448	558.356	3.838	0	677	602	0.368	0.463	557.081	3.508	0
159793	8015	829	597	0.689	0.449	560.344	3.940	0	738	577	0.368	0.464	555.821	3.512	0
159813	8016	840	591	0.689	0.450	560.047	3.932	0	715	557	0.367	0.465	553.964	3.423	0
159833	8017	827	628	0.689	0.450	558.054	3.880	0	709	536	0.367	0.466	554.208	3.567	0
159853	8018	869	628	0.689	0.451	558.374	3.925	0	722	660	0.367	0.466	554.202	3.528	0
159873	8019	815	619	0.688	0.451	558.382	3.931	0	718	521	0.367	0.467	554.311	3.569	0
159893	8020	834	594	0.688	0.452	557.586	3.878	0	680	583	0.367	0.467	553.956	3.472	0
159913	8021	835	618	0.688	0.452	556.146	3.887	0	719	536	0.367	0.467	553.960	3.606	0
159933	8022	837	583	0.688	0.452	554.955	3.897	0	711	601	0.367	0.468	554.044	3.675	0
159953	8023	852	589	0.688	0.452	554.366	3.906	0	755	549	0.367	0.468	554.042	3.763	0
159973	8024	820	602	0.688	0.453	553.410	3.834	0	733	652	0.367	0.468	554.193	3.777	0
159992	8025	840	619	0.687	0.453	552.796	3.909	0	745	553	0.366	0.469	554.196	3.784	0
160012	8026	829	626	0.687	0.454	549.802	3.868	0	701	545	0.366	0.469	554.209	3.665	0
160032	8027	862	637	0.687	0.453	547.966	3.867	0	689	591	0.366	0.469	554.210	3.578	0
160052	8028	825	671	0.687	0.453	544.850	3.814	0	713	557	0.366	0.468	554.212	3.635	0
160072	8029	858	663	0.687	0.453	544.832	3.854	0	722	628	0.366	0.468	554.488	3.648	0
160092	8030	852	632	0.687	0.454	544.809	3.850	0	693	531	0.366	0.469	554.802	3.801	0
160112	8031	865	662	0.687	0.454	547.219	3.904	0	710	622	0.366	0.470	554.722	3.806	0
160132	8032	876	626	0.687	0.454	549.821	3.886	0	730	562	0.366	0.470	554.474	3.868	0
160152	8033	844	569	0.688	0.454	554.203	4.077	0	710	536	0.366	0.469	554.110	3.935	0
160172	8034	828	565	0.688	0.453	557.164	4.042	0	726	594	0.366	0.469	554.101	3.932	0
160192	8035	884	539	0.688	0.454	559.237	4.061	0	721	575	0.366	0.470	553.052	3.850	0
160212	8036	848	586	0.688	0.454	559.690	3.988	0	723	591	0.366	0.470	552.361	3.983	0
160232	8037	845	614	0.688	0.454	559.684	4.002	0	743	594	0.366	0.471	552.210	3.899	0
160252	8038	867	566	0.687	0.455	559.677	4.076	0	713	592	0.366	0.471	551.769	3.806	0
160272	8039	858	594	0.687	0.455	559.325	4.014	0	713	617	0.366	0.471	551.444	3.995	0
160292	8040	859	587	0.687	0.454	558.959	4.095	0	710	601	0.366	0.471	551.441	3.898	0
160311	8041	867	619	0.687	0.454	558.957	3.952	0	735	649	0.366	0.470	550.171	3.880	0
160331	8042	848	591	0.687	0.454	558.954	4.019	0	734	577	0.366	0.470	549.498	3.975	0
160351	8043	861	612	0.687	0.454	560.183	3.947	0	706	595	0.366	0.470	549.482	3.944	0
160371	8044	859	564	0.687	0.454	561.680	4.129	0	685	627	0.366	0.470	549.462	3.862	0
160391	8045	869	582	0.687	0.453	561.839	4.066	0	705	574	0.366	0.470	549.826	3.871	0
160411	8046	857	574	0.687	0.453	563.186	4.091	0	729	565	0.366	0.469	550.987	3.939	0
160431	8047	853	594	0.687	0.452	563.813	4.039	0	719	602	0.366	0.469	552.077	4.017	0
160451	8048	898	569	0.687	0.452	563.789	4.029	0	699	649	0.366	0.468	553.776	3.972	0
160471	8049	940	574	0.687	0.452	563.784	3.886	0	820	610	0.366	0.468	553.770	3.720	0
160491	8050	1014	678	0.686	0.452	562.738	3.999	0	786	730	0.366	0.468	555.049	3.740	0
160511	8051	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
160531	8052	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
160551	8053	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
160571	8054	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
160591	8055	-1600	-1200	0.365	0.467	-1.000	-1.000	4	694	675	0.365	0.467	556.847	3.902	0
160611	8056	959	540	0.688	0.452	558.067	3.924	0	767	678	0.365	0.468	558.067	3.587	0
160630	8057	855	573	0.687	0.452	560.831	3.749	0	795	574	0.365	0.468	558.954	3.787	0
160650	8058	881	569	0.687	0.453	559.430	3.809	0	784	607	0.365	0.468	559.227	3.714	0
160670	8059	914	611	0.687	0.452	558.288	3.766	0	791	571	0.365	0.468	559.391	3.781	0
160690	8060	874	593	0.687	0.452	556.365	3.825	0	770	598	0.365	0.467	559.553	3.751	0
160710	8061	896	599	0.687	0.451	553.212	3.790	0	745	548	0.365	0.467	559.505	3.767	0
160730	8062	880	613	0.687	0.451	549.441	3.774	0	744	620	0.365	0.466	559.292	3.606	0
160750	8063	884	636	0.687	0.451	549.038	3.747	0	762	595	0.365	0.466	559.291	3.710	0
160770	8064	926	629	0.687	0.451	549.029	3.853	0	710	576	0.365	0.466	559.405	3.477	0
160790	8065	910	665	0.687	0.451	549.018	3.742	0	768	580	0.365	0.466	559.594	3.677	0
160810	8066	928	602	0.687	0.451	551.214	3.849	0	772	520	0.365	0.466	559.640	3.724	0
160830	8067	878	579	0.687	0.450	556.490	3.995	0	697	618	0.366	0.465	559.502	3.569	0
160850	8068	874	587	0.687	0.449	558.288	3.921	0	784	567	0.366	0.464	559.377	3.636	0
160870	8069	862	639	0.687	0.449	559.117	3.863	0	702	670	0.366	0.463	559.128	3.676	0
160890	8070	874	589	0.687	0.449	559.777	3.986	0	778	582	0.366	0.464	556.386	3.754	0
160910	8071	894	576	0.688	0.449	560.394	4.010	0	722	598	0.366	0.463	553.775	3.633	0
160929	8072	854	616	0.688	0.448	561.639	3.944	0	743	640	0.366	0.462	552.209	3.484	0
160949	8073	853	616	0.688	0.447	562.917	4.004	0	703	599	0.366	0.461	552.210	3.772	0
160969	8074	847	630	0.688	0.447	563.664	3.917	0	701	531	0.366	0.461	550.916	3.796	0
160989	8075	876	579	0.688	0.447	563.664	4.044	0	679	601	0.366	0.460	550.264	3.623	0
161009	8076	845	522	0.688	0.448	563.663	4.127	0	672	597	0.366	0.461	550.700	3.675	0
161029	8077	847	552	0.688	0.448	563.328	4.022	0	684	603	0.366	0.461	552.047	3.763	0
161049	8078	826	594	0.688	0.448	561.447	4.021	0	733	605	0.366	0.461	550.926	3.675	0
161069	8079	845	614	0.688	0.448	559.573	3.920	0	728	653	0.366	0.462	549.497	3.779	0
161089	8080	875	646	0.687	0.448	558.166	3.934	0	694	636	0.366	0.462	549.506	3.700	0
161109	8081	894	563	0.687	0.448	557.967	3.968	0	723	577	0.366	0.462	550.677	3.747	0
161129	8082	867	585	0.687	0.448	557.451	3.972	0	752	591	0.366	0.462	552.352	3.652	0
161149	8083	864	578	0.687	0.448	556.913	3.936	0	684	590	0.366	0.462	552.321	3.613	0
161169	8084	852	594	0.687	0.448	557.177	3.919	0	692	612	0.366	0.462	552.553	3.535	0
161189	8085	862	608	0.687	0.448	557.640	3.820	0	708	586	0.366	0.462	552.757	3.539	0
161209	8086	887	585	0.687	0.448	557.786	3.867	0	698	632	0.366	0.462	552.758	3.625	0
161229	8087	861	627	0.687	0.448	557.511	3.849	0	722	612	0.366	0.462	552.759	3.532	0
161249	8088	877	552	0.687	0.448	557.488	3.944	0	694	607	0.366	0.462	552.720	3.441	0
161268	8089	845	587	0.687	0.448	557.485	3.927	0	717	580	0.366	0.462	552.626	3.476	0
161288	8090	860	594	0.687	0.448	557.482	3.926	0	708	571	0.365	0.462	552.439	3.577	0
161308	8091	872	592	0.687	0.449	557.342	3.874	0	682	624	0.365	0.463	552.020	3.484	0
161328	8092	859	581	0.687	0.449	557.332	3.869	0	704	627	0.365	0.463	552.100	3.566	0
161348	8093	871	616	0.687	0.449	557.336	3.785	0	730	607	0.365	0.463	552.331	3.620	0
161368	8094	866	571	0.687	0.449	557.207	3.840	0	722	660	0.365	0.463	552.334	3.705	0
161388	8095	849	573	0.687	0.449	557.111	3.828	0	725	633	0.365	0.463	552.499	3.592	0
161408	8096	866	597	0.687	0.449	557.325	3.850	0	713	608	0.365	0.463	554.357	3.598	0
161428	8097	859	636	0.687	0.449	557.526	3.831	0	698	622	0.365	0.463	555.725	3.591	0
161448	8098	871	562	0.687	0.450	557.324	3.871	0	737	605	0.365	0.464	557.219	3.640	0
161468	8099	883	611	0.687	0.450	557.385	3.976	0	738	592	0.365	0.464	557.724	3.597	0
161488	8100	874	631	0.687	0.450	557.064	3.845	0	686	569	0.365	0.464	557.807	3.673	0
161508	8101	854	601	0.686	0.449	557.265	4.033	0	693	577	0.365	0.464	558.097	3.499	0
161528	8102	845	559	0.686	0.449	557.884	3.981	0	718	590	0.365	0.464	558.313	3.638	0
161548	8103	837	573	0.686	0.449	557.806	3.879	0	735	591	0.365	0.464	558.313	3.569	0
161568	8104	841	582	0.686	0.449	557.952	3.997	0	724	560	0.365	0.464	558.329	3.689	0
161587	8105	861	614	0.686	0.449	557.947	3.823	0	733	588	0.365	0.464	558.129	3.631	0
161607	8106	855	591	0.686	0.449	557.757	3.857	0	703	592	0.365	0.464	556.461	3.520	0
161627	8107	863	611	0.686	0.450	557.745	3.911	0	729	586	0.365	0.464	554.960	3.525	0
161647	8108	844	584	0.686	0.450	557.743	3.845	0	716	577	0.365	0.464	554.023	3.632	0
161667	8109	840	583	0.686	0.450	557.776	3.893	0	700	612	0.365	0.464	553.811	3.498	0
161687	8110	855	558	0.686	0.450	557.937	3.994	0	725	603	0.365	0.464	553.911	3.722	0
161707	8111	844	576	0.686	0.450	557.971	3.866	0	759	582	0.365	0.465	553.522	3.467	0
161727	8112	851	614	0.686	0.450	558.101	3.868	0	727	587	0.365	0.465	553.599	3.455	0
161747	8113	864	581	0.686	0.450	558.326	3.963	0	724	608	0.365	0.465	552.157	3.541	0
161767	8114	861	619	0.686	0.450	558.535	3.856	0	739	618	0.365	0.465	551.143	3.448	0
161787	8115	852	619	0.686	0.450	558.781	3.826	0	753	627	0.364	0.465	551.134	3.580	0
161807	8116	875	586	0.685	0.450	558.920	3.856	0	747	637	0.364	0.465	552.471	3.675	0
161827	8117	860	611	0.685	0.450	559.982	3.860	0	705	596	0.364	0.465	552.652	3.428	0
161847	8118	854	608	0.685	0.450	560.932	4.000	0	715	645	0.364	0.466	553.833	3.554	0
161867	8119	874	558	0.685	0.450	561.754	4.015	0	732	625	0.364	0.466	554.133	3.522	0
161886	8120	837	598	0.685	0.450	562.225	3.954	0	697	578	0.364	0.466	554.265	3.568	0
161906	8121	868	616	0.685	0.450	562.460	3.916	0	719	599	0.364	0.466	554.352	3.456	0
161926	8122	874	625	0.685	0.450	562.266	3.959	0	692	587	0.364	0.466	554.307	3.532	0
161946	8123	866	586	0.685	0.451	562.265	3.940	0	714	584	0.364	0.466	554.149	3.480	0
161966	8124	874	582	0.685	0.451	562.264	3.998	0	738	617	0.364	0.466	554.122	3.587	0
161986	8125	873	623	0.685	0.451	562.263	3.950	0	663	559	0.364	0.467	552.502	3.381	0
162006	8126	881	579	0.685	0.451	562.322	4.000	0	772	625	0.364	0.467	552.565	3.538	0
162026	8127	851	579	0.685	0.451	562.322	3.958	0	729	645	0.364	0.467	552.607	3.541	0
162046	8128	862	618	0.685	0.451	563.995	3.947	0	739	604	0.364	0.467	552.697	3.598	0
162066	8129	845	625	0.685	0.451	565.236	3.944	0	710	616	0.364	0.467	554.026	3.524	0
162086	8130	847	604	0.685	0.451	565.869	3.915	0	768	586	0.364	0.467	556.331	3.575	0
162106	8131	889	622	0.685	0.451	566.193	3.982	0	726	610	0.364	0.467	557.627	3.590	0
162126	8132	855	552	0.685	0.451	567.538	4.016	0	705	562	0.364	0.467	558.207	3.603	0
162146	8133	835	578	0.685	0.451	567.474	3.949	0	738	630	0.364	0.467	558.717	3.615	0
162166	8134	858	575	0.685	0.451	567.120	4.043	0	753	605	0.364	0.467	558.988	3.554	0
162186	8135	863	565	0.685	0.451	566.847	3.932	0	737	591	0.364	0.467	559.108	3.579	0
162205	8136	848	574	0.685	0.451	566.051	3.916	0	686	586	0.364	0.466	559.233	3.540	0
162225	8137	843	587	0.685	0.451	566.051	3.939	0	710	555	0.364	0.466	559.235	3.451	0
162245	8138	828	590	0.685	0.451	565.734	3.994	0	708	611	0.364	0.467	559.660	3.624	0
162265	8139	833	589	0.685	0.451	563.569	3.851	0	731	628	0.364	0.467	560.013	3.608	0
162285	8140	862	620	0.685	0.451	562.336	3.925	0	709	591	0.364	0.467	560.338	3.636	0
162305	8141	824	587	0.685	0.451	562.318	4.045	0	695	602	0.364	0.467	560.417	3.599	0
162325	8142	826	603	0.685	0.451	562.296	3.969	0	698	558	0.364	0.467	560.416	3.627	0
162345	8143	855	618	0.685	0.451	563.841	4.025	0	682	546	0.364	0.467	560.568	3.697	0
162365	8144	843	588	0.685	0.451	564.189	3.903	0	713	539	0.364	0.467	560.701	3.568	0
162385	8145	838	578	0.685	0.451	564.215	3.985	0	715	597	0.364	0.467	560.753	3.513	0
162405	8146	817	600	0.685	0.451	564.246	3.906	0	762	600	0.364	0.467	560.822	3.473	0
162425	8147	837	574	0.685	0.451	563.549	3.914	0	754	569	0.364	0.467	561.340	3.805	0
162445	8148	859	564	0.685	0.451	561.943	4.042	0	735	543	0.364	0.467	561.555	3.576	0
162465	8149	836	595	0.685	0.451	560.490	4.002	0	712	551	0.363	0.467	561.847	3.688	0
162485	8150	834	604	0.685	0.451	559.796	3.884	0	734	542	0.363	0.467	561.845	3.721	0
162505	8151	867	546	0.685	0.451	559.646	3.977	0	727	577	0.364	0.467	561.482	3.621	0
162524	8152	839	641	0.685	0.451	559.645	3.841	0	717	545	0.364	0.467	561.810	3.592	0
162544	8153	883	617	0.685	0.451	560.092	3.922	0	683	542	0.364	0.466	561.803	3.729	0
162564	8154	866	570	0.685	0.451	560.096	3.941	0	750	581	0.364	0.466	561.804	3.588	0
162584	8155	836	589	0.685	0.451	561.994	3.870	0	745	542	0.364	0.467	561.933	3.721	0
162604	8156	848	528	0.685	0.451	563.552	4.074	0	750	556	0.364	0.466	561.934	3.620	0
162624	8157	836	561	0.685	0.451	564.365	3.892	0	744	576	0.364	0.467	562.043	3.659	0
162644	8158	838	583	0.685	0.451	564.363	3.906	0	719	586	0.364	0.467	562.238	3.620	0
162664	8159	847	559	0.685	0.451	564.361	3.912	0	737	576	0.364	0.467	562.478	3.723	0
162684	8160	865	595	0.685	0.451	562.553	3.887	0	762	533	0.364	0.467	562.845	3.705	0
162704	8161	837	599	0.685	0.451	560.723	3.867	0	780	544	0.364	0.467	563.283	3.707	0
162724	8162	818	561	0.685	0.451	559.239	3.981	0	713	555	0.364	0.467	563.518	3.792	0
