Data properties:
 
Recording date: 9/10/2008
Recording time : 14:59:50:358 (corresponds to time 0)
Study: Alasdair SD
Subject: AlasdairClarke
Recording: AC12
Screen resolution: 1600 x 1200
Coordinate unit: Pixels
 
 
Data: 
  
Timestamp	Number	GazepointX (L)	GazepointY (L)	CamX (L)	CamY (L)	Distance (L)	Pupil (L)	Validity (L)	GazepointX (R)	GazepointY (R)	CamX (R)	CamY (R)	Distance (R)	Pupil (R)	Validity (R)
46450	2330	820	558	0.701	0.446	561.342	4.003	0	740	634	0.380	0.443	558.944	3.741	0
46470	2331	797	546	0.701	0.446	563.694	4.040	0	735	611	0.380	0.443	558.986	3.804	0
46490	2332	825	596	0.701	0.446	565.264	3.934	0	759	603	0.380	0.443	558.945	3.695	0
46510	2333	793	581	0.701	0.446	566.355	4.066	0	729	619	0.380	0.444	558.851	3.697	0
46530	2334	797	517	0.701	0.446	566.343	4.017	0	739	655	0.380	0.443	558.682	3.626	0
46550	2335	800	544	0.700	0.446	566.047	4.113	0	756	673	0.379	0.444	558.468	3.784	0
46570	2336	816	585	0.700	0.446	564.893	4.024	0	739	621	0.379	0.444	558.463	3.790	0
46590	2337	832	580	0.700	0.446	563.763	3.938	0	748	641	0.379	0.444	558.301	3.676	0
46610	2338	800	568	0.700	0.446	561.398	3.997	0	786	597	0.379	0.444	558.301	3.828	0
46630	2339	811	631	0.700	0.446	559.418	3.903	0	771	629	0.379	0.444	558.367	3.807	0
46650	2340	800	548	0.700	0.446	558.579	4.002	0	741	680	0.379	0.444	558.368	3.761	0
46670	2341	828	582	0.700	0.447	558.040	4.026	0	798	626	0.379	0.444	558.458	3.718	0
46690	2342	795	595	0.700	0.447	558.155	3.896	0	739	653	0.379	0.445	558.543	3.772	0
46710	2343	833	572	0.700	0.447	558.161	3.779	0	766	613	0.379	0.445	558.544	3.725	0
46730	2344	845	572	0.700	0.448	558.168	3.852	0	775	579	0.379	0.445	558.554	3.869	0
46750	2345	747	594	0.700	0.448	559.021	3.905	0	738	613	0.379	0.445	558.553	3.761	0
46769	2346	832	597	0.700	0.448	559.861	3.841	0	766	609	0.379	0.446	558.572	3.820	0
46789	2347	843	595	0.700	0.448	560.777	3.884	0	777	663	0.379	0.446	558.762	3.839	0
46809	2348	814	603	0.700	0.449	561.870	3.974	0	734	637	0.379	0.446	558.820	3.752	0
46829	2349	843	587	0.700	0.449	562.734	4.026	0	778	598	0.379	0.447	558.776	3.804	0
46849	2350	847	625	0.700	0.449	562.745	3.956	0	783	648	0.379	0.447	558.739	3.799	0
46869	2351	861	610	0.700	0.449	562.243	3.982	0	786	652	0.379	0.447	558.844	3.831	0
46889	2352	816	560	0.700	0.450	562.236	3.927	0	795	629	0.379	0.447	558.959	3.906	0
46909	2353	819	598	0.701	0.450	560.249	4.067	0	788	634	0.379	0.447	559.029	3.830	0
46929	2354	793	575	0.701	0.450	558.708	3.924	0	798	598	0.380	0.447	559.097	3.753	0
46949	2355	820	603	0.701	0.449	557.844	4.011	0	768	632	0.380	0.447	559.393	3.765	0
46969	2356	815	602	0.701	0.449	557.844	3.945	0	782	691	0.379	0.447	561.277	3.799	0
46989	2357	806	647	0.700	0.448	557.515	3.861	0	774	601	0.379	0.447	563.269	3.784	0
47009	2358	786	601	0.701	0.448	557.613	3.868	0	782	619	0.379	0.446	564.455	3.879	0
47029	2359	850	597	0.701	0.448	557.844	3.985	0	753	632	0.380	0.445	564.428	3.819	0
47049	2360	817	583	0.701	0.447	557.856	3.793	0	768	646	0.380	0.444	564.425	3.767	0
47069	2361	849	550	0.701	0.447	558.269	3.843	0	763	646	0.380	0.444	564.421	3.734	0
47088	2362	833	589	0.701	0.447	560.577	3.940	0	773	579	0.380	0.443	564.150	3.662	0
47108	2363	832	562	0.701	0.446	560.255	3.814	0	757	621	0.379	0.442	563.747	3.803	0
47128	2364	864	582	0.701	0.445	560.127	3.940	0	781	579	0.379	0.441	563.241	3.766	0
47148	2365	857	581	0.700	0.445	560.534	3.902	0	753	573	0.379	0.440	561.616	3.655	0
47168	2366	809	612	0.700	0.444	560.641	3.891	0	747	631	0.379	0.438	560.308	3.574	0
47188	2367	836	601	0.700	0.443	559.359	3.722	0	709	647	0.379	0.438	559.075	3.604	0
47208	2368	859	585	0.700	0.443	558.798	3.783	0	737	643	0.379	0.437	560.156	3.639	0
47228	2369	824	567	0.700	0.442	558.794	3.872	0	728	653	0.378	0.436	560.139	3.656	0
47248	2370	841	599	0.700	0.442	559.375	3.931	0	722	636	0.378	0.436	558.718	3.539	0
47268	2371	825	571	0.700	0.441	559.844	3.897	0	709	622	0.378	0.435	558.269	3.740	0
47288	2372	843	620	0.700	0.440	559.569	3.827	0	705	622	0.379	0.435	557.776	3.609	0
47308	2373	817	558	0.700	0.440	559.074	3.845	0	734	604	0.379	0.435	557.571	3.653	0
47328	2374	825	567	0.700	0.440	559.617	3.976	0	623	444	0.379	0.436	557.568	3.466	0
47348	2375	854	528	0.701	0.440	559.813	3.953	0	488	427	0.379	0.435	557.564	3.305	0
47368	2376	864	592	0.701	0.439	559.289	3.968	0	424	340	0.380	0.435	557.652	3.221	0
47387	2377	838	606	0.701	0.438	559.288	3.995	0	648	542	0.380	0.434	557.902	3.411	0
47407	2378	837	569	0.701	0.438	558.234	3.936	0	683	597	0.380	0.434	557.861	3.602	0
47427	2379	828	595	0.701	0.437	557.864	3.927	0	437	433	0.380	0.433	558.186	3.274	0
47447	2380	821	581	0.701	0.437	557.446	3.990	0	418	501	0.380	0.433	558.171	3.298	0
47467	2381	837	606	0.701	0.437	556.701	4.067	0	391	364	0.380	0.433	558.503	3.262	0
47487	2382	821	598	0.701	0.437	556.699	3.840	0	399	363	0.380	0.433	558.367	3.346	0
47507	2383	826	589	0.701	0.437	557.091	4.032	0	503	489	0.380	0.434	558.235	3.443	0
47527	2384	813	583	0.701	0.438	557.091	4.085	0	410	496	0.379	0.435	558.237	3.282	0
47547	2385	785	593	0.700	0.439	556.837	4.126	0	554	398	0.379	0.436	558.802	3.483	0
47567	2386	831	635	0.700	0.440	557.406	4.055	0	768	585	0.379	0.437	558.835	3.970	0
47587	2387	834	604	0.701	0.440	558.156	4.097	0	777	617	0.379	0.437	559.042	4.103	0
47607	2388	802	613	0.700	0.440	559.351	4.206	0	792	619	0.379	0.438	558.983	3.953	0
47627	2389	810	572	0.700	0.441	560.121	4.116	0	797	621	0.379	0.438	559.050	4.034	0
47647	2390	800	631	0.700	0.441	561.137	4.171	0	765	606	0.379	0.439	559.049	4.014	0
47667	2391	806	630	0.700	0.441	561.524	4.176	0	793	607	0.379	0.439	559.048	4.100	0
47687	2392	820	567	0.700	0.441	561.528	4.181	0	760	672	0.379	0.439	559.095	4.134	0
47706	2393	807	675	0.700	0.441	561.532	4.078	0	776	595	0.379	0.439	559.096	4.051	0
47726	2394	878	610	0.700	0.441	559.771	4.166	0	792	624	0.379	0.439	559.181	4.083	0
47746	2395	862	582	0.700	0.441	557.876	4.243	0	781	597	0.379	0.439	559.192	4.076	0
47766	2396	846	653	0.700	0.441	557.867	4.121	0	803	624	0.379	0.440	559.323	4.007	0
47786	2397	821	599	0.699	0.441	556.466	4.065	0	799	539	0.378	0.440	559.579	4.110	0
47806	2398	859	613	0.699	0.441	556.298	4.132	0	771	575	0.378	0.440	559.890	4.033	0
47826	2399	833	650	0.698	0.440	556.296	4.144	0	826	651	0.377	0.440	559.896	4.004	0
47846	2400	836	638	0.698	0.440	555.973	4.036	0	823	615	0.377	0.439	559.915	4.025	0
47866	2401	823	577	0.698	0.440	556.166	4.130	0	808	675	0.377	0.439	559.912	3.929	0
47886	2402	834	578	0.698	0.440	556.583	4.162	0	796	639	0.377	0.439	559.908	3.951	0
47906	2403	803	605	0.698	0.439	556.587	4.077	0	823	626	0.377	0.438	559.896	3.982	0
47926	2404	833	559	0.698	0.439	559.080	4.178	0	824	607	0.377	0.438	561.071	4.090	0
47946	2405	843	616	0.698	0.439	561.805	4.150	0	816	595	0.377	0.437	559.711	4.074	0
47966	2406	845	593	0.698	0.439	563.184	4.112	0	752	634	0.377	0.438	559.655	3.814	0
47986	2407	832	573	0.698	0.440	563.503	4.043	0	794	596	0.377	0.438	559.599	3.943	0
48006	2408	819	583	0.698	0.441	563.771	4.142	0	836	619	0.377	0.439	559.299	3.997	0
48025	2409	796	634	0.698	0.441	563.952	4.072	0	779	616	0.377	0.439	559.372	3.889	0
48045	2410	792	585	0.698	0.442	563.498	4.050	0	782	674	0.377	0.440	559.276	3.878	0
48065	2411	818	613	0.698	0.442	562.960	4.042	0	785	607	0.377	0.441	559.106	3.905	0
48085	2412	813	623	0.698	0.443	562.699	4.084	0	788	615	0.377	0.442	559.110	3.869	0
48105	2413	797	622	0.698	0.444	562.048	3.976	0	773	588	0.377	0.442	559.038	3.840	0
48125	2414	813	567	0.698	0.444	561.307	4.039	0	754	603	0.377	0.442	559.042	3.891	0
48145	2415	809	648	0.698	0.443	559.013	4.053	0	815	612	0.377	0.442	559.102	4.007	0
48165	2416	831	642	0.699	0.443	557.803	4.007	0	779	640	0.377	0.441	558.633	3.815	0
48185	2417	804	600	0.699	0.443	556.220	4.010	0	778	531	0.377	0.441	558.441	3.901	0
48205	2418	850	635	0.699	0.443	555.543	4.032	0	785	613	0.377	0.441	558.389	3.905	0
48225	2419	808	607	0.699	0.443	554.134	4.032	0	770	588	0.377	0.442	558.150	3.877	0
48245	2420	783	668	0.698	0.443	552.420	4.067	0	806	633	0.377	0.441	558.238	3.898	0
48265	2421	825	645	0.698	0.443	552.160	4.011	0	761	647	0.377	0.441	558.439	3.835	0
48285	2422	795	637	0.698	0.443	551.797	4.098	0	816	591	0.377	0.441	558.438	3.940	0
48305	2423	798	614	0.698	0.443	551.818	3.982	0	803	574	0.377	0.442	558.668	4.003	0
48325	2424	831	674	0.698	0.443	552.379	3.921	0	833	602	0.377	0.442	558.825	3.884	0
48344	2425	819	632	0.699	0.443	552.498	4.090	0	822	646	0.377	0.442	558.961	3.829	0
48364	2426	813	670	0.699	0.443	552.497	4.073	0	801	616	0.377	0.441	559.120	3.842	0
48384	2427	807	678	0.699	0.443	552.892	4.070	0	792	594	0.378	0.441	559.434	3.839	0
48404	2428	832	693	0.699	0.443	552.665	4.069	0	799	590	0.378	0.441	559.278	3.860	0
48424	2429	810	621	0.699	0.443	552.979	4.012	0	751	635	0.378	0.441	559.385	3.818	0
48444	2430	819	625	0.699	0.443	553.299	4.039	0	788	637	0.378	0.441	559.304	3.775	0
48464	2431	797	605	0.699	0.443	553.869	4.036	0	793	610	0.378	0.441	559.300	3.843	0
48484	2432	825	659	0.699	0.443	554.867	4.041	0	782	630	0.377	0.441	559.092	3.943	0
48504	2433	815	589	0.699	0.443	556.575	4.058	0	776	628	0.377	0.441	558.958	3.832	0
48524	2434	789	604	0.699	0.443	557.583	4.184	0	760	555	0.378	0.441	558.851	3.852	0
48544	2435	800	584	0.699	0.443	559.604	4.072	0	752	590	0.378	0.441	558.812	3.787	0
48564	2436	853	581	0.699	0.443	562.268	4.149	0	766	650	0.378	0.441	558.673	3.849	0
48584	2437	803	589	0.699	0.443	563.970	4.091	0	775	637	0.377	0.440	558.583	3.966	0
48604	2438	834	611	0.699	0.442	564.126	4.228	0	801	627	0.377	0.440	558.717	3.810	0
48624	2439	850	553	0.699	0.443	564.108	4.089	0	754	612	0.378	0.440	558.716	3.785	0
48644	2440	844	556	0.699	0.443	564.085	4.248	0	787	652	0.378	0.441	559.144	3.830	0
48664	2441	804	627	0.699	0.443	563.229	4.096	0	768	631	0.378	0.440	560.852	3.782	0
48683	2442	789	616	0.699	0.443	560.613	4.023	0	790	631	0.378	0.440	560.378	3.865	0
48703	2443	809	610	0.699	0.443	558.538	4.029	0	775	602	0.378	0.440	560.576	3.869	0
48723	2444	817	583	0.699	0.443	557.303	3.974	0	781	563	0.378	0.440	560.616	3.897	0
48743	2445	827	635	0.699	0.443	557.303	4.008	0	785	577	0.378	0.440	559.468	3.911	0
48763	2446	804	601	0.699	0.443	557.303	4.131	0	757	602	0.378	0.440	559.285	3.778	0
48783	2447	806	625	0.699	0.443	557.993	4.157	0	792	640	0.378	0.441	559.255	3.890	0
48803	2448	817	571	0.699	0.443	558.527	4.093	0	794	575	0.378	0.441	559.255	3.879	0
48823	2449	829	555	0.699	0.443	559.478	4.072	0	794	619	0.378	0.441	559.395	3.871	0
48843	2450	802	597	0.699	0.443	560.116	4.126	0	786	607	0.378	0.441	559.336	3.770	0
48863	2451	837	666	0.699	0.443	560.744	4.032	0	812	628	0.378	0.441	559.339	3.966	0
48883	2452	829	568	0.699	0.443	560.810	4.142	0	826	586	0.378	0.441	559.154	3.941	0
48903	2453	806	590	0.699	0.443	561.043	4.085	0	801	629	0.378	0.441	559.486	3.789	0
48923	2454	829	579	0.699	0.443	561.714	4.074	0	783	561	0.378	0.441	559.638	3.919	0
48943	2455	826	562	0.699	0.443	562.801	4.171	0	769	619	0.378	0.441	561.133	3.917	0
48963	2456	844	550	0.699	0.443	563.960	4.266	0	777	597	0.378	0.440	562.598	3.950	0
48982	2457	817	615	0.699	0.443	565.066	4.076	0	774	630	0.378	0.440	563.610	3.883	0
49002	2458	803	534	0.699	0.443	565.775	4.162	0	808	605	0.378	0.440	563.611	3.878	0
49022	2459	836	582	0.699	0.443	566.311	4.124	0	792	596	0.378	0.440	563.613	3.959	0
49042	2460	799	597	0.699	0.443	566.309	4.124	0	778	591	0.378	0.441	563.770	3.929	0
49062	2461	836	583	0.699	0.443	566.508	4.149	0	795	538	0.378	0.440	563.749	3.873	0
49082	2462	864	535	0.699	0.443	566.800	4.195	0	766	574	0.378	0.440	563.681	3.955	0
49102	2463	823	576	0.699	0.443	566.601	4.131	0	766	594	0.378	0.440	563.722	3.980	0
49122	2464	826	560	0.699	0.443	566.672	4.194	0	821	593	0.378	0.441	563.687	3.933	0
49142	2465	835	541	0.699	0.443	566.221	4.225	0	815	613	0.378	0.441	563.678	3.949	0
49162	2466	815	583	0.699	0.443	566.105	4.160	0	777	617	0.378	0.440	561.996	3.794	0
49182	2467	835	568	0.699	0.443	566.104	4.157	0	792	622	0.378	0.440	560.647	3.952	0
49202	2468	820	604	0.699	0.443	565.980	4.175	0	779	639	0.378	0.440	559.647	3.918	0
49222	2469	806	606	0.699	0.443	565.919	4.263	0	781	617	0.378	0.440	559.544	3.918	0
49242	2470	834	569	0.699	0.443	565.920	4.229	0	758	646	0.378	0.440	559.312	3.954	0
49262	2471	834	630	0.699	0.444	565.778	4.136	0	777	637	0.378	0.441	559.260	3.991	0
49282	2472	835	584	0.699	0.444	565.591	4.172	0	769	648	0.378	0.441	559.158	4.051	0
49301	2473	822	574	0.699	0.444	565.338	4.223	0	813	646	0.378	0.441	559.155	4.007	0
49321	2474	824	574	0.699	0.444	565.247	4.194	0	772	616	0.378	0.441	558.829	4.031	0
49341	2475	820	612	0.699	0.443	565.067	4.244	0	773	623	0.378	0.441	558.647	3.998	0
49361	2476	835	615	0.699	0.443	565.049	4.105	0	793	605	0.378	0.440	558.646	4.054	0
49381	2477	816	590	0.699	0.443	564.673	4.121	0	825	587	0.378	0.440	558.644	3.957	0
49401	2478	837	645	0.699	0.443	563.960	4.179	0	796	611	0.378	0.440	558.663	4.004	0
49421	2479	821	634	0.699	0.443	563.006	4.174	0	790	600	0.378	0.440	558.665	3.891	0
49441	2480	789	639	0.699	0.443	563.117	4.164	0	800	571	0.378	0.440	560.754	3.851	0
49461	2481	823	558	0.700	0.443	563.120	4.144	0	785	584	0.378	0.440	560.793	3.899	0
49481	2482	838	547	0.700	0.443	563.591	4.088	0	800	556	0.378	0.440	560.892	3.997	0
49501	2483	819	575	0.699	0.443	563.825	4.175	0	781	600	0.378	0.440	559.427	3.891	0
49521	2484	814	580	0.699	0.443	564.837	4.268	0	741	655	0.378	0.440	559.434	3.969	0
49541	2485	842	566	0.699	0.444	564.844	4.151	0	758	598	0.378	0.440	559.240	3.851	0
49561	2486	817	576	0.699	0.444	564.852	4.204	0	813	632	0.378	0.440	558.936	4.021	0
49581	2487	811	655	0.699	0.443	564.514	4.198	0	809	580	0.378	0.440	558.864	3.882	0
49601	2488	834	574	0.699	0.443	563.958	4.050	0	801	598	0.378	0.440	558.865	3.912	0
49620	2489	823	561	0.699	0.443	563.427	4.174	0	767	580	0.378	0.440	558.803	4.034	0
49640	2490	830	580	0.699	0.443	563.426	4.097	0	809	591	0.378	0.440	558.804	3.942	0
49660	2491	799	613	0.699	0.444	563.181	4.252	0	785	625	0.378	0.440	558.865	3.978	0
