strategy, trial, beta, x,y, n 
stochastic, 1, 1.600, 1, 513, 513 
stochastic, 1, 1.600, 2, 396, 765 
stochastic, 1, 1.600, 3, 482, 738 
stochastic, 1, 1.600, 4, 451, 956 
optimal, 1, 1.600, 1, 513, 513 
optimal, 1, 1.600, 2, 749, 759 
optimal, 1, 1.600, 3, 745, 262 
optimal, 1, 1.600, 4, 265, 736 
optimal, 1, 1.600, 5, 237, 273 
optimal, 1, 1.600, 6, 738, 762 
optimal, 1, 1.600, 7, 691, 249 
optimal, 1, 1.600, 8, 267, 787 
optimal, 1, 1.600, 9, 273, 229 
optimal, 1, 1.600, 10, 817, 485 
optimal, 1, 1.600, 11, 213, 545 
optimal, 1, 1.600, 12, 685, 833 
optimal, 1, 1.600, 13, 758, 172 
optimal, 1, 1.600, 14, 254, 208 
optimal, 1, 1.600, 15, 261, 821 
optimal, 1, 1.600, 16, 833, 806 
optimal, 1, 1.600, 17, 791, 216 
optimal, 1, 1.600, 18, 242, 213 
optimal, 1, 1.600, 19, 218, 828 
optimal, 1, 1.600, 20, 451, 956 
stochastic, 2, 1.600, 1, 513, 512 
stochastic, 2, 1.600, 2, 524, 458 
stochastic, 2, 1.600, 3, 907, 364 
stochastic, 2, 1.600, 4, 849, 130 
stochastic, 2, 1.600, 5, 505, 232 
stochastic, 2, 1.600, 6, 746, 228 
stochastic, 2, 1.600, 7, 604, 284 
stochastic, 2, 1.600, 8, 312, 518 
stochastic, 2, 1.600, 9, 181, 826 
stochastic, 2, 1.600, 10, 1009, 821 
stochastic, 2, 1.600, 11, 271, 771 
stochastic, 2, 1.600, 12, 136, 884 
stochastic, 2, 1.600, 13, 159, 304 
stochastic, 2, 1.600, 14, 60, 718 
stochastic, 2, 1.600, 15, 86, 155 
stochastic, 2, 1.600, 16, 560, 123 
stochastic, 2, 1.600, 17, 300, 106 
stochastic, 2, 1.600, 18, 862, 153 
stochastic, 2, 1.600, 19, 582, 79 
stochastic, 2, 1.600, 20, 338, 61 
stochastic, 2, 1.600, 21, 40, 6 
stochastic, 2, 1.600, 22, 116, 56 
stochastic, 2, 1.600, 23, 451, 155 
stochastic, 2, 1.600, 24, 312, 195 
optimal, 2, 1.600, 1, 512, 512 
optimal, 2, 1.600, 2, 749, 759 
optimal, 2, 1.600, 3, 745, 262 
optimal, 2, 1.600, 4, 265, 736 
optimal, 2, 1.600, 5, 237, 273 
optimal, 2, 1.600, 6, 738, 762 
optimal, 2, 1.600, 7, 691, 249 
optimal, 2, 1.600, 8, 267, 787 
optimal, 2, 1.600, 9, 273, 229 
optimal, 2, 1.600, 10, 817, 485 
optimal, 2, 1.600, 11, 213, 545 
optimal, 2, 1.600, 12, 685, 833 
optimal, 2, 1.600, 13, 758, 172 
optimal, 2, 1.600, 14, 254, 208 
optimal, 2, 1.600, 15, 312, 195 
stochastic, 3, 1.600, 1, 513, 513 
stochastic, 3, 1.600, 2, 620, 460 
stochastic, 3, 1.600, 3, 610, 538 
stochastic, 3, 1.600, 4, 413, 429 
stochastic, 3, 1.600, 5, 363, 424 
stochastic, 3, 1.600, 6, 595, 486 
stochastic, 3, 1.600, 7, 557, 398 
stochastic, 3, 1.600, 8, 600, 630 
stochastic, 3, 1.600, 9, 364, 881 
stochastic, 3, 1.600, 10, 460, 847 
stochastic, 3, 1.600, 11, 609, 826 
stochastic, 3, 1.600, 12, 382, 532 
stochastic, 3, 1.600, 13, 488, 460 
stochastic, 3, 1.600, 14, 257, 762 
stochastic, 3, 1.600, 15, 701, 816 
stochastic, 3, 1.600, 16, 913, 916 
stochastic, 3, 1.600, 17, 720, 917 
stochastic, 3, 1.600, 18, 536, 895 
stochastic, 3, 1.600, 19, 434, 714 
stochastic, 3, 1.600, 20, 180, 811 
stochastic, 3, 1.600, 21, 320, 758 
stochastic, 3, 1.600, 22, 506, 614 
stochastic, 3, 1.600, 23, 180, 808 
stochastic, 3, 1.600, 24, 136, 916 
stochastic, 3, 1.600, 25, 2, 950 
stochastic, 3, 1.600, 26, 134, 776 
stochastic, 3, 1.600, 27, 449, 912 
stochastic, 3, 1.600, 28, 412, 890 
stochastic, 3, 1.600, 29, 422, 903 
stochastic, 3, 1.600, 30, 830, 861 
stochastic, 3, 1.600, 31, 465, 890 
stochastic, 3, 1.600, 32, 127, 613 
stochastic, 3, 1.600, 33, 554, 878 
stochastic, 3, 1.600, 34, 737, 960 
stochastic, 3, 1.600, 35, 801, 880 
stochastic, 3, 1.600, 36, 921, 913 
stochastic, 3, 1.600, 37, 741, 841 
stochastic, 3, 1.600, 38, 363, 702 
stochastic, 3, 1.600, 39, 329, 740 
stochastic, 3, 1.600, 40, 430, 835 
stochastic, 3, 1.600, 41, 253, 197 
stochastic, 3, 1.600, 42, 90, 463 
stochastic, 3, 1.600, 43, 109, 117 
stochastic, 3, 1.600, 44, 444, 232 
optimal, 3, 1.600, 1, 512, 512 
optimal, 3, 1.600, 2, 444, 232 
stochastic, 4, 1.600, 1, 512, 513 
stochastic, 4, 1.600, 2, 634, 398 
stochastic, 4, 1.600, 3, 762, 354 
stochastic, 4, 1.600, 4, 622, 498 
optimal, 4, 1.600, 1, 512, 512 
optimal, 4, 1.600, 2, 622, 498 
stochastic, 5, 1.600, 1, 513, 513 
stochastic, 5, 1.600, 2, 426, 313 
optimal, 5, 1.600, 1, 513, 513 
optimal, 5, 1.600, 2, 749, 759 
optimal, 5, 1.600, 3, 745, 262 
optimal, 5, 1.600, 4, 265, 736 
optimal, 5, 1.600, 5, 237, 273 
optimal, 5, 1.600, 6, 738, 762 
optimal, 5, 1.600, 7, 691, 249 
optimal, 5, 1.600, 8, 267, 787 
optimal, 5, 1.600, 9, 273, 229 
optimal, 5, 1.600, 10, 426, 313 
stochastic, 6, 1.600, 1, 512, 512 
stochastic, 6, 1.600, 2, 411, 442 
stochastic, 6, 1.600, 3, 114, 515 
stochastic, 6, 1.600, 4, 73, 687 
stochastic, 6, 1.600, 5, 471, 732 
stochastic, 6, 1.600, 6, 574, 889 
stochastic, 6, 1.600, 7, 842, 661 
optimal, 6, 1.600, 1, 512, 512 
optimal, 6, 1.600, 2, 749, 759 
optimal, 6, 1.600, 3, 842, 661 
stochastic, 7, 1.600, 1, 512, 512 
stochastic, 7, 1.600, 2, 922, 408 
stochastic, 7, 1.600, 3, 911, 507 
stochastic, 7, 1.600, 4, 875, 608 
optimal, 7, 1.600, 1, 512, 513 
optimal, 7, 1.600, 2, 749, 759 
optimal, 7, 1.600, 3, 745, 262 
optimal, 7, 1.600, 4, 265, 736 
optimal, 7, 1.600, 5, 237, 273 
optimal, 7, 1.600, 6, 738, 762 
optimal, 7, 1.600, 7, 691, 249 
optimal, 7, 1.600, 8, 267, 787 
optimal, 7, 1.600, 9, 273, 229 
optimal, 7, 1.600, 10, 817, 485 
optimal, 7, 1.600, 11, 875, 608 
stochastic, 8, 1.600, 1, 513, 513 
stochastic, 8, 1.600, 2, 441, 972 
stochastic, 8, 1.600, 3, 540, 832 
stochastic, 8, 1.600, 4, 457, 629 
stochastic, 8, 1.600, 5, 654, 699 
stochastic, 8, 1.600, 6, 387, 601 
stochastic, 8, 1.600, 7, 268, 347 
stochastic, 8, 1.600, 8, 693, 427 
stochastic, 8, 1.600, 9, 736, 483 
stochastic, 8, 1.600, 10, 486, 628 
stochastic, 8, 1.600, 11, 432, 632 
stochastic, 8, 1.600, 12, 185, 583 
stochastic, 8, 1.600, 13, 239, 222 
stochastic, 8, 1.600, 14, 670, 834 
stochastic, 8, 1.600, 15, 867, 538 
optimal, 8, 1.600, 1, 513, 513 
optimal, 8, 1.600, 2, 749, 759 
optimal, 8, 1.600, 3, 745, 262 
optimal, 8, 1.600, 4, 265, 736 
optimal, 8, 1.600, 5, 237, 273 
optimal, 8, 1.600, 6, 738, 762 
optimal, 8, 1.600, 7, 691, 249 
optimal, 8, 1.600, 8, 267, 787 
optimal, 8, 1.600, 9, 273, 229 
optimal, 8, 1.600, 10, 817, 485 
optimal, 8, 1.600, 11, 213, 545 
optimal, 8, 1.600, 12, 685, 833 
optimal, 8, 1.600, 13, 758, 172 
optimal, 8, 1.600, 14, 254, 208 
optimal, 8, 1.600, 15, 261, 821 
optimal, 8, 1.600, 16, 833, 806 
optimal, 8, 1.600, 17, 791, 216 
optimal, 8, 1.600, 18, 242, 213 
optimal, 8, 1.600, 19, 218, 828 
optimal, 8, 1.600, 20, 840, 542 
optimal, 8, 1.600, 21, 206, 468 
optimal, 8, 1.600, 22, 500, 868 
optimal, 8, 1.600, 23, 525, 160 
optimal, 8, 1.600, 24, 825, 846 
optimal, 8, 1.600, 25, 865, 189 
optimal, 8, 1.600, 26, 174, 158 
optimal, 8, 1.600, 27, 167, 815 
optimal, 8, 1.600, 28, 548, 494 
optimal, 8, 1.600, 29, 827, 857 
optimal, 8, 1.600, 30, 143, 514 
optimal, 8, 1.600, 31, 831, 143 
optimal, 8, 1.600, 32, 245, 139 
optimal, 8, 1.600, 33, 200, 900 
optimal, 8, 1.600, 34, 872, 499 
optimal, 8, 1.600, 35, 524, 862 
optimal, 8, 1.600, 36, 508, 135 
optimal, 8, 1.600, 37, 150, 497 
optimal, 8, 1.600, 38, 859, 839 
optimal, 8, 1.600, 39, 874, 189 
optimal, 8, 1.600, 40, 131, 131 
optimal, 8, 1.600, 41, 155, 879 
optimal, 8, 1.600, 42, 525, 502 
optimal, 8, 1.600, 43, 881, 502 
optimal, 8, 1.600, 44, 867, 538 
stochastic, 9, 1.600, 1, 513, 513 
stochastic, 9, 1.600, 2, 543, 565 
stochastic, 9, 1.600, 3, 234, 421 
stochastic, 9, 1.600, 4, 156, 550 
stochastic, 9, 1.600, 5, 220, 659 
optimal, 9, 1.600, 1, 513, 512 
optimal, 9, 1.600, 2, 749, 759 
optimal, 9, 1.600, 3, 745, 262 
optimal, 9, 1.600, 4, 265, 736 
optimal, 9, 1.600, 5, 237, 273 
optimal, 9, 1.600, 6, 738, 762 
optimal, 9, 1.600, 7, 691, 249 
optimal, 9, 1.600, 8, 267, 787 
optimal, 9, 1.600, 9, 220, 659 
stochastic, 10, 1.600, 1, 513, 512 
stochastic, 10, 1.600, 2, 549, 513 
stochastic, 10, 1.600, 3, 431, 976 
stochastic, 10, 1.600, 4, 273, 862 
stochastic, 10, 1.600, 5, 339, 294 
stochastic, 10, 1.600, 6, 102, 356 
stochastic, 10, 1.600, 7, 184, 196 
stochastic, 10, 1.600, 8, 301, 198 
stochastic, 10, 1.600, 9, 690, 115 
stochastic, 10, 1.600, 10, 138, 233 
stochastic, 10, 1.600, 11, 207, 251 
stochastic, 10, 1.600, 12, 147, 326 
stochastic, 10, 1.600, 13, 146, 276 
stochastic, 10, 1.600, 14, 211, 394 
stochastic, 10, 1.600, 15, 298, 573 
stochastic, 10, 1.600, 16, 466, 607 
stochastic, 10, 1.600, 17, 512, 709 
stochastic, 10, 1.600, 18, 208, 689 
optimal, 10, 1.600, 1, 513, 513 
optimal, 10, 1.600, 2, 749, 759 
optimal, 10, 1.600, 3, 745, 262 
optimal, 10, 1.600, 4, 265, 736 
optimal, 10, 1.600, 5, 237, 273 
optimal, 10, 1.600, 6, 738, 762 
optimal, 10, 1.600, 7, 691, 249 
optimal, 10, 1.600, 8, 267, 787 
optimal, 10, 1.600, 9, 208, 689 
stochastic, 11, 1.600, 1, 513, 512 
stochastic, 11, 1.600, 2, 338, 514 
stochastic, 11, 1.600, 3, 678, 495 
stochastic, 11, 1.600, 4, 437, 601 
stochastic, 11, 1.600, 5, 563, 765 
stochastic, 11, 1.600, 6, 564, 646 
stochastic, 11, 1.600, 7, 597, 604 
stochastic, 11, 1.600, 8, 659, 344 
stochastic, 11, 1.600, 9, 893, 305 
stochastic, 11, 1.600, 10, 775, 190 
stochastic, 11, 1.600, 11, 409, 32 
stochastic, 11, 1.600, 12, 440, 59 
stochastic, 11, 1.600, 13, 452, 162 
stochastic, 11, 1.600, 14, 148, 208 
stochastic, 11, 1.600, 15, 243, 59 
stochastic, 11, 1.600, 16, 211, 706 
stochastic, 11, 1.600, 17, 171, 138 
stochastic, 11, 1.600, 18, 154, 200 
stochastic, 11, 1.600, 19, 4, 165 
stochastic, 11, 1.600, 20, 13, 131 
stochastic, 11, 1.600, 21, 470, 261 
stochastic, 11, 1.600, 22, 31, 623 
stochastic, 11, 1.600, 23, 502, 410 
stochastic, 11, 1.600, 24, 815, 383 
stochastic, 11, 1.600, 25, 857, 249 
stochastic, 11, 1.600, 26, 739, 742 
stochastic, 11, 1.600, 27, 597, 570 
stochastic, 11, 1.600, 28, 631, 811 
optimal, 11, 1.600, 1, 512, 513 
optimal, 11, 1.600, 2, 749, 759 
optimal, 11, 1.600, 3, 745, 262 
optimal, 11, 1.600, 4, 265, 736 
optimal, 11, 1.600, 5, 237, 273 
optimal, 11, 1.600, 6, 738, 762 
optimal, 11, 1.600, 7, 691, 249 
optimal, 11, 1.600, 8, 267, 787 
optimal, 11, 1.600, 9, 273, 229 
optimal, 11, 1.600, 10, 817, 485 
optimal, 11, 1.600, 11, 213, 545 
optimal, 11, 1.600, 12, 685, 833 
optimal, 11, 1.600, 13, 758, 172 
optimal, 11, 1.600, 14, 254, 208 
optimal, 11, 1.600, 15, 261, 821 
optimal, 11, 1.600, 16, 833, 806 
optimal, 11, 1.600, 17, 631, 811 
stochastic, 12, 1.600, 1, 513, 512 
stochastic, 12, 1.600, 2, 325, 848 
stochastic, 12, 1.600, 3, 89, 898 
stochastic, 12, 1.600, 4, 59, 894 
stochastic, 12, 1.600, 5, 611, 938 
stochastic, 12, 1.600, 6, 750, 711 
stochastic, 12, 1.600, 7, 350, 1014 
stochastic, 12, 1.600, 8, 297, 399 
stochastic, 12, 1.600, 9, 261, 583 
stochastic, 12, 1.600, 10, 72, 605 
stochastic, 12, 1.600, 11, 155, 715 
optimal, 12, 1.600, 1, 512, 513 
optimal, 12, 1.600, 2, 749, 759 
optimal, 12, 1.600, 3, 745, 262 
optimal, 12, 1.600, 4, 265, 736 
optimal, 12, 1.600, 5, 155, 715 
stochastic, 13, 1.600, 1, 513, 512 
stochastic, 13, 1.600, 2, 542, 430 
stochastic, 13, 1.600, 3, 723, 297 
stochastic, 13, 1.600, 4, 584, 751 
stochastic, 13, 1.600, 5, 464, 737 
stochastic, 13, 1.600, 6, 875, 948 
stochastic, 13, 1.600, 7, 729, 820 
stochastic, 13, 1.600, 8, 680, 801 
stochastic, 13, 1.600, 9, 514, 829 
stochastic, 13, 1.600, 10, 456, 955 
optimal, 13, 1.600, 1, 512, 513 
optimal, 13, 1.600, 2, 749, 759 
optimal, 13, 1.600, 3, 745, 262 
optimal, 13, 1.600, 4, 265, 736 
optimal, 13, 1.600, 5, 237, 273 
optimal, 13, 1.600, 6, 738, 762 
optimal, 13, 1.600, 7, 691, 249 
optimal, 13, 1.600, 8, 267, 787 
optimal, 13, 1.600, 9, 273, 229 
optimal, 13, 1.600, 10, 817, 485 
optimal, 13, 1.600, 11, 213, 545 
optimal, 13, 1.600, 12, 685, 833 
optimal, 13, 1.600, 13, 758, 172 
optimal, 13, 1.600, 14, 254, 208 
optimal, 13, 1.600, 15, 261, 821 
optimal, 13, 1.600, 16, 833, 806 
optimal, 13, 1.600, 17, 791, 216 
optimal, 13, 1.600, 18, 242, 213 
optimal, 13, 1.600, 19, 218, 828 
optimal, 13, 1.600, 20, 840, 542 
optimal, 13, 1.600, 21, 206, 468 
optimal, 13, 1.600, 22, 500, 868 
optimal, 13, 1.600, 23, 456, 955 
stochastic, 14, 1.600, 1, 513, 513 
stochastic, 14, 1.600, 2, 515, 915 
stochastic, 14, 1.600, 3, 712, 637 
optimal, 14, 1.600, 1, 513, 512 
optimal, 14, 1.600, 2, 749, 759 
optimal, 14, 1.600, 3, 745, 262 
optimal, 14, 1.600, 4, 265, 736 
optimal, 14, 1.600, 5, 237, 273 
optimal, 14, 1.600, 6, 738, 762 
optimal, 14, 1.600, 7, 691, 249 
optimal, 14, 1.600, 8, 267, 787 
optimal, 14, 1.600, 9, 273, 229 
optimal, 14, 1.600, 10, 817, 485 
optimal, 14, 1.600, 11, 213, 545 
optimal, 14, 1.600, 12, 685, 833 
optimal, 14, 1.600, 13, 758, 172 
optimal, 14, 1.600, 14, 254, 208 
optimal, 14, 1.600, 15, 261, 821 
optimal, 14, 1.600, 16, 833, 806 
optimal, 14, 1.600, 17, 791, 216 
optimal, 14, 1.600, 18, 242, 213 
optimal, 14, 1.600, 19, 218, 828 
optimal, 14, 1.600, 20, 840, 542 
optimal, 14, 1.600, 21, 712, 637 
stochastic, 15, 1.600, 1, 512, 513 
stochastic, 15, 1.600, 2, 380, 720 
optimal, 15, 1.600, 1, 512, 512 
optimal, 15, 1.600, 2, 749, 759 
optimal, 15, 1.600, 3, 745, 262 
optimal, 15, 1.600, 4, 265, 736 
optimal, 15, 1.600, 5, 380, 720 
stochastic, 16, 1.600, 1, 512, 512 
stochastic, 16, 1.600, 2, 517, 511 
stochastic, 16, 1.600, 3, 262, 327 
stochastic, 16, 1.600, 4, 208, 180 
stochastic, 16, 1.600, 5, 685, 218 
stochastic, 16, 1.600, 6, 753, 874 
stochastic, 16, 1.600, 7, 695, 263 
stochastic, 16, 1.600, 8, 336, 117 
stochastic, 16, 1.600, 9, 519, 166 
stochastic, 16, 1.600, 10, 518, 76 
stochastic, 16, 1.600, 11, 688, 495 
stochastic, 16, 1.600, 12, 677, 628 
stochastic, 16, 1.600, 13, 694, 710 
stochastic, 16, 1.600, 14, 763, 860 
stochastic, 16, 1.600, 15, 619, 297 
stochastic, 16, 1.600, 16, 545, 276 
stochastic, 16, 1.600, 17, 630, 150 
stochastic, 16, 1.600, 18, 695, 115 
stochastic, 16, 1.600, 19, 325, 94 
stochastic, 16, 1.600, 20, 360, 10 
stochastic, 16, 1.600, 21, 783, 197 
stochastic, 16, 1.600, 22, 819, 629 
stochastic, 16, 1.600, 23, 835, 498 
stochastic, 16, 1.600, 24, 778, 468 
stochastic, 16, 1.600, 25, 910, 661 
stochastic, 16, 1.600, 26, 720, 499 
stochastic, 16, 1.600, 27, 709, 235 
stochastic, 16, 1.600, 28, 666, 557 
stochastic, 16, 1.600, 29, 640, 392 
stochastic, 16, 1.600, 30, 799, 366 
stochastic, 16, 1.600, 31, 527, 504 
stochastic, 16, 1.600, 32, 484, 606 
stochastic, 16, 1.600, 33, 350, 547 
optimal, 16, 1.600, 1, 513, 513 
optimal, 16, 1.600, 2, 749, 759 
optimal, 16, 1.600, 3, 745, 262 
optimal, 16, 1.600, 4, 265, 736 
optimal, 16, 1.600, 5, 237, 273 
optimal, 16, 1.600, 6, 738, 762 
optimal, 16, 1.600, 7, 691, 249 
optimal, 16, 1.600, 8, 267, 787 
optimal, 16, 1.600, 9, 273, 229 
optimal, 16, 1.600, 10, 817, 485 
optimal, 16, 1.600, 11, 213, 545 
optimal, 16, 1.600, 12, 685, 833 
optimal, 16, 1.600, 13, 758, 172 
optimal, 16, 1.600, 14, 254, 208 
optimal, 16, 1.600, 15, 261, 821 
optimal, 16, 1.600, 16, 833, 806 
optimal, 16, 1.600, 17, 791, 216 
optimal, 16, 1.600, 18, 350, 547 
stochastic, 17, 1.600, 1, 512, 512 
stochastic, 17, 1.600, 2, 435, 182 
stochastic, 17, 1.600, 3, 503, 598 
stochastic, 17, 1.600, 4, 156, 496 
stochastic, 17, 1.600, 5, 10, 460 
stochastic, 17, 1.600, 6, 418, 446 
stochastic, 17, 1.600, 7, 366, 420 
stochastic, 17, 1.600, 8, 105, 434 
stochastic, 17, 1.600, 9, 49, 433 
stochastic, 17, 1.600, 10, 798, 132 
stochastic, 17, 1.600, 11, 745, 317 
optimal, 17, 1.600, 1, 513, 513 
optimal, 17, 1.600, 2, 749, 759 
optimal, 17, 1.600, 3, 745, 262 
optimal, 17, 1.600, 4, 745, 317 
stochastic, 18, 1.600, 1, 513, 512 
stochastic, 18, 1.600, 2, 401, 516 
stochastic, 18, 1.600, 3, 586, 649 
stochastic, 18, 1.600, 4, 406, 384 
stochastic, 18, 1.600, 5, 181, 409 
stochastic, 18, 1.600, 6, 286, 318 
stochastic, 18, 1.600, 7, 189, 274 
stochastic, 18, 1.600, 8, 157, 206 
stochastic, 18, 1.600, 9, 479, 156 
stochastic, 18, 1.600, 10, 698, 389 
optimal, 18, 1.600, 1, 513, 512 
optimal, 18, 1.600, 2, 749, 759 
optimal, 18, 1.600, 3, 745, 262 
optimal, 18, 1.600, 4, 265, 736 
optimal, 18, 1.600, 5, 237, 273 
optimal, 18, 1.600, 6, 738, 762 
optimal, 18, 1.600, 7, 691, 249 
optimal, 18, 1.600, 8, 267, 787 
optimal, 18, 1.600, 9, 273, 229 
optimal, 18, 1.600, 10, 817, 485 
optimal, 18, 1.600, 11, 698, 389 
stochastic, 19, 1.600, 1, 513, 513 
stochastic, 19, 1.600, 2, 811, 383 
stochastic, 19, 1.600, 3, 610, 478 
stochastic, 19, 1.600, 4, 269, 502 
stochastic, 19, 1.600, 5, 528, 342 
optimal, 19, 1.600, 1, 513, 512 
optimal, 19, 1.600, 2, 749, 759 
optimal, 19, 1.600, 3, 745, 262 
optimal, 19, 1.600, 4, 265, 736 
optimal, 19, 1.600, 5, 237, 273 
optimal, 19, 1.600, 6, 738, 762 
optimal, 19, 1.600, 7, 691, 249 
optimal, 19, 1.600, 8, 267, 787 
optimal, 19, 1.600, 9, 273, 229 
optimal, 19, 1.600, 10, 528, 342 
stochastic, 20, 1.600, 1, 513, 512 
stochastic, 20, 1.600, 2, 738, 525 
stochastic, 20, 1.600, 3, 690, 416 
stochastic, 20, 1.600, 4, 538, 464 
stochastic, 20, 1.600, 5, 803, 698 
optimal, 20, 1.600, 1, 513, 512 
optimal, 20, 1.600, 2, 749, 759 
optimal, 20, 1.600, 3, 745, 262 
optimal, 20, 1.600, 4, 265, 736 
optimal, 20, 1.600, 5, 237, 273 
optimal, 20, 1.600, 6, 738, 762 
optimal, 20, 1.600, 7, 691, 249 
optimal, 20, 1.600, 8, 267, 787 
optimal, 20, 1.600, 9, 273, 229 
optimal, 20, 1.600, 10, 817, 485 
optimal, 20, 1.600, 11, 213, 545 
optimal, 20, 1.600, 12, 685, 833 
optimal, 20, 1.600, 13, 758, 172 
optimal, 20, 1.600, 14, 254, 208 
optimal, 20, 1.600, 15, 261, 821 
optimal, 20, 1.600, 16, 833, 806 
optimal, 20, 1.600, 17, 791, 216 
optimal, 20, 1.600, 18, 242, 213 
optimal, 20, 1.600, 19, 218, 828 
optimal, 20, 1.600, 20, 840, 542 
optimal, 20, 1.600, 21, 803, 698 
stochastic, 21, 1.600, 1, 513, 512 
stochastic, 21, 1.600, 2, 477, 402 
stochastic, 21, 1.600, 3, 562, 236 
stochastic, 21, 1.600, 4, 756, 164 
stochastic, 21, 1.600, 5, 808, 119 
stochastic, 21, 1.600, 6, 373, 19 
stochastic, 21, 1.600, 7, 665, 67 
stochastic, 21, 1.600, 8, 337, 142 
stochastic, 21, 1.600, 9, 513, 123 
stochastic, 21, 1.600, 10, 598, 9 
stochastic, 21, 1.600, 11, 802, 47 
stochastic, 21, 1.600, 12, 355, 196 
stochastic, 21, 1.600, 13, 343, 223 
stochastic, 21, 1.600, 14, 117, 116 
stochastic, 21, 1.600, 15, 133, 23 
stochastic, 21, 1.600, 16, 1001, 154 
stochastic, 21, 1.600, 17, 910, 855 
stochastic, 21, 1.600, 18, 954, 960 
stochastic, 21, 1.600, 19, 989, 959 
stochastic, 21, 1.600, 20, 688, 864 
stochastic, 21, 1.600, 21, 741, 989 
stochastic, 21, 1.600, 22, 911, 685 
stochastic, 21, 1.600, 23, 423, 840 
stochastic, 21, 1.600, 24, 554, 321 
stochastic, 21, 1.600, 25, 419, 177 
stochastic, 21, 1.600, 26, 315, 377 
stochastic, 21, 1.600, 27, 72, 432 
stochastic, 21, 1.600, 28, 112, 950 
stochastic, 21, 1.600, 29, 270, 872 
stochastic, 21, 1.600, 30, 700, 741 
stochastic, 21, 1.600, 31, 352, 647 
stochastic, 21, 1.600, 32, 69, 681 
stochastic, 21, 1.600, 33, 303, 450 
stochastic, 21, 1.600, 34, 321, 612 
stochastic, 21, 1.600, 35, 402, 256 
stochastic, 21, 1.600, 36, 313, 692 
stochastic, 21, 1.600, 37, 230, 850 
stochastic, 21, 1.600, 38, 105, 969 
stochastic, 21, 1.600, 39, 7, 850 
stochastic, 21, 1.600, 40, 73, 737 
stochastic, 21, 1.600, 41, 58, 726 
stochastic, 21, 1.600, 42, 54, 662 
stochastic, 21, 1.600, 43, 688, 648 
stochastic, 21, 1.600, 44, 594, 779 
optimal, 21, 1.600, 1, 513, 512 
optimal, 21, 1.600, 2, 749, 759 
optimal, 21, 1.600, 3, 745, 262 
optimal, 21, 1.600, 4, 265, 736 
optimal, 21, 1.600, 5, 237, 273 
optimal, 21, 1.600, 6, 738, 762 
optimal, 21, 1.600, 7, 691, 249 
optimal, 21, 1.600, 8, 267, 787 
optimal, 21, 1.600, 9, 273, 229 
optimal, 21, 1.600, 10, 817, 485 
optimal, 21, 1.600, 11, 213, 545 
optimal, 21, 1.600, 12, 685, 833 
optimal, 21, 1.600, 13, 594, 779 
stochastic, 22, 1.600, 1, 513, 513 
stochastic, 22, 1.600, 2, 74, 176 
stochastic, 22, 1.600, 3, 85, 57 
stochastic, 22, 1.600, 4, 436, 543 
stochastic, 22, 1.600, 5, 507, 611 
stochastic, 22, 1.600, 6, 218, 520 
stochastic, 22, 1.600, 7, 795, 855 
stochastic, 22, 1.600, 8, 464, 521 
stochastic, 22, 1.600, 9, 521, 595 
stochastic, 22, 1.600, 10, 505, 550 
stochastic, 22, 1.600, 11, 775, 657 
stochastic, 22, 1.600, 12, 321, 744 
stochastic, 22, 1.600, 13, 589, 808 
stochastic, 22, 1.600, 14, 798, 898 
stochastic, 22, 1.600, 15, 509, 922 
optimal, 22, 1.600, 1, 513, 512 
optimal, 22, 1.600, 2, 749, 759 
optimal, 22, 1.600, 3, 745, 262 
optimal, 22, 1.600, 4, 265, 736 
optimal, 22, 1.600, 5, 237, 273 
optimal, 22, 1.600, 6, 738, 762 
optimal, 22, 1.600, 7, 691, 249 
optimal, 22, 1.600, 8, 267, 787 
optimal, 22, 1.600, 9, 273, 229 
optimal, 22, 1.600, 10, 817, 485 
optimal, 22, 1.600, 11, 213, 545 
optimal, 22, 1.600, 12, 685, 833 
optimal, 22, 1.600, 13, 758, 172 
optimal, 22, 1.600, 14, 254, 208 
optimal, 22, 1.600, 15, 261, 821 
optimal, 22, 1.600, 16, 833, 806 
optimal, 22, 1.600, 17, 791, 216 
optimal, 22, 1.600, 18, 242, 213 
optimal, 22, 1.600, 19, 218, 828 
optimal, 22, 1.600, 20, 840, 542 
optimal, 22, 1.600, 21, 206, 468 
optimal, 22, 1.600, 22, 500, 868 
optimal, 22, 1.600, 23, 525, 160 
optimal, 22, 1.600, 24, 825, 846 
optimal, 22, 1.600, 25, 865, 189 
optimal, 22, 1.600, 26, 174, 158 
optimal, 22, 1.600, 27, 167, 815 
optimal, 22, 1.600, 28, 548, 494 
optimal, 22, 1.600, 29, 827, 857 
optimal, 22, 1.600, 30, 143, 514 
optimal, 22, 1.600, 31, 831, 143 
optimal, 22, 1.600, 32, 245, 139 
optimal, 22, 1.600, 33, 200, 900 
optimal, 22, 1.600, 34, 872, 499 
optimal, 22, 1.600, 35, 524, 862 
optimal, 22, 1.600, 36, 508, 135 
optimal, 22, 1.600, 37, 150, 497 
optimal, 22, 1.600, 38, 859, 839 
optimal, 22, 1.600, 39, 874, 189 
optimal, 22, 1.600, 40, 131, 131 
optimal, 22, 1.600, 41, 155, 879 
optimal, 22, 1.600, 42, 525, 502 
optimal, 22, 1.600, 43, 881, 502 
optimal, 22, 1.600, 44, 870, 890 
