strategy, trial, beta, x,y, n 
stochastic, 42, 1.600, 12, 36, 683 
stochastic, 42, 1.600, 13, 604, 642 
stochastic, 42, 1.600, 14, 550, 630 
stochastic, 42, 1.600, 15, 349, 738 
stochastic, 42, 1.600, 16, 351, 297 
optimal, 42, 1.600, 1, 512, 512 
optimal, 42, 1.600, 2, 749, 759 
optimal, 42, 1.600, 3, 745, 262 
optimal, 42, 1.600, 4, 265, 736 
optimal, 42, 1.600, 5, 237, 273 
optimal, 42, 1.600, 6, 738, 762 
optimal, 42, 1.600, 7, 691, 249 
optimal, 42, 1.600, 8, 267, 787 
optimal, 42, 1.600, 9, 351, 297 
stochastic, 43, 1.600, 1, 512, 512 
stochastic, 43, 1.600, 2, 762, 816 
stochastic, 43, 1.600, 3, 705, 828 
stochastic, 43, 1.600, 4, 379, 524 
stochastic, 43, 1.600, 5, 459, 288 
stochastic, 43, 1.600, 6, 341, 298 
stochastic, 43, 1.600, 7, 202, 269 
stochastic, 43, 1.600, 8, 276, 293 
stochastic, 43, 1.600, 9, 385, 471 
stochastic, 43, 1.600, 10, 499, 529 
stochastic, 43, 1.600, 11, 425, 820 
stochastic, 43, 1.600, 12, 590, 821 
stochastic, 43, 1.600, 13, 237, 855 
stochastic, 43, 1.600, 14, 505, 693 
stochastic, 43, 1.600, 15, 507, 496 
stochastic, 43, 1.600, 16, 524, 325 
stochastic, 43, 1.600, 17, 758, 251 
stochastic, 43, 1.600, 18, 760, 163 
stochastic, 43, 1.600, 19, 238, 190 
stochastic, 43, 1.600, 20, 206, 314 
stochastic, 43, 1.600, 21, 143, 272 
stochastic, 43, 1.600, 22, 146, 96 
stochastic, 43, 1.600, 23, 140, 223 
stochastic, 43, 1.600, 24, 846, 77 
stochastic, 43, 1.600, 25, 933, 20 
stochastic, 43, 1.600, 26, 911, 119 
stochastic, 43, 1.600, 27, 364, 139 
stochastic, 43, 1.600, 28, 821, 634 
stochastic, 43, 1.600, 29, 623, 515 
stochastic, 43, 1.600, 30, 852, 515 
optimal, 43, 1.600, 1, 512, 512 
optimal, 43, 1.600, 2, 749, 759 
optimal, 43, 1.600, 3, 745, 262 
optimal, 43, 1.600, 4, 265, 736 
optimal, 43, 1.600, 5, 237, 273 
optimal, 43, 1.600, 6, 738, 762 
optimal, 43, 1.600, 7, 691, 249 
optimal, 43, 1.600, 8, 267, 787 
optimal, 43, 1.600, 9, 273, 229 
optimal, 43, 1.600, 10, 817, 485 
optimal, 43, 1.600, 11, 213, 545 
optimal, 43, 1.600, 12, 685, 833 
optimal, 43, 1.600, 13, 758, 172 
optimal, 43, 1.600, 14, 254, 208 
optimal, 43, 1.600, 15, 261, 821 
optimal, 43, 1.600, 16, 833, 806 
optimal, 43, 1.600, 17, 791, 216 
optimal, 43, 1.600, 18, 852, 515 
stochastic, 44, 1.600, 1, 512, 512 
stochastic, 44, 1.600, 2, 510, 481 
stochastic, 44, 1.600, 3, 855, 415 
stochastic, 44, 1.600, 4, 755, 258 
stochastic, 44, 1.600, 5, 750, 117 
stochastic, 44, 1.600, 6, 888, 177 
stochastic, 44, 1.600, 7, 794, 379 
stochastic, 44, 1.600, 8, 939, 588 
stochastic, 44, 1.600, 9, 838, 677 
optimal, 44, 1.600, 1, 512, 513 
optimal, 44, 1.600, 2, 749, 759 
optimal, 44, 1.600, 3, 745, 262 
optimal, 44, 1.600, 4, 265, 736 
optimal, 44, 1.600, 5, 237, 273 
optimal, 44, 1.600, 6, 738, 762 
optimal, 44, 1.600, 7, 838, 677 
stochastic, 45, 1.600, 1, 513, 512 
stochastic, 45, 1.600, 2, 386, 441 
stochastic, 45, 1.600, 3, 942, 417 
stochastic, 45, 1.600, 4, 927, 351 
stochastic, 45, 1.600, 5, 788, 304 
stochastic, 45, 1.600, 6, 877, 253 
stochastic, 45, 1.600, 7, 313, 116 
stochastic, 45, 1.600, 8, 716, 71 
stochastic, 45, 1.600, 9, 873, 559 
stochastic, 45, 1.600, 10, 890, 549 
stochastic, 45, 1.600, 11, 726, 454 
stochastic, 45, 1.600, 12, 232, 211 
stochastic, 45, 1.600, 13, 821, 135 
stochastic, 45, 1.600, 14, 805, 343 
stochastic, 45, 1.600, 15, 397, 222 
stochastic, 45, 1.600, 16, 276, 288 
stochastic, 45, 1.600, 17, 453, 304 
stochastic, 45, 1.600, 18, 311, 555 
optimal, 45, 1.600, 1, 513, 512 
optimal, 45, 1.600, 2, 749, 759 
optimal, 45, 1.600, 3, 745, 262 
optimal, 45, 1.600, 4, 265, 736 
optimal, 45, 1.600, 5, 237, 273 
optimal, 45, 1.600, 6, 738, 762 
optimal, 45, 1.600, 7, 691, 249 
optimal, 45, 1.600, 8, 267, 787 
optimal, 45, 1.600, 9, 273, 229 
optimal, 45, 1.600, 10, 817, 485 
optimal, 45, 1.600, 11, 213, 545 
optimal, 45, 1.600, 12, 685, 833 
optimal, 45, 1.600, 13, 758, 172 
optimal, 45, 1.600, 14, 254, 208 
optimal, 45, 1.600, 15, 311, 555 
stochastic, 46, 1.600, 1, 513, 513 
stochastic, 46, 1.600, 2, 662, 483 
stochastic, 46, 1.600, 3, 137, 536 
stochastic, 46, 1.600, 4, 99, 565 
stochastic, 46, 1.600, 5, 686, 861 
stochastic, 46, 1.600, 6, 664, 729 
stochastic, 46, 1.600, 7, 859, 582 
optimal, 46, 1.600, 1, 513, 512 
optimal, 46, 1.600, 2, 749, 759 
optimal, 46, 1.600, 3, 745, 262 
optimal, 46, 1.600, 4, 265, 736 
optimal, 46, 1.600, 5, 237, 273 
optimal, 46, 1.600, 6, 738, 762 
optimal, 46, 1.600, 7, 691, 249 
optimal, 46, 1.600, 8, 267, 787 
optimal, 46, 1.600, 9, 273, 229 
optimal, 46, 1.600, 10, 817, 485 
optimal, 46, 1.600, 11, 859, 582 
stochastic, 47, 1.600, 1, 513, 513 
stochastic, 47, 1.600, 2, 410, 397 
stochastic, 47, 1.600, 3, 352, 602 
stochastic, 47, 1.600, 4, 886, 542 
stochastic, 47, 1.600, 5, 907, 463 
stochastic, 47, 1.600, 6, 842, 456 
optimal, 47, 1.600, 1, 512, 513 
optimal, 47, 1.600, 2, 749, 759 
optimal, 47, 1.600, 3, 745, 262 
optimal, 47, 1.600, 4, 265, 736 
optimal, 47, 1.600, 5, 237, 273 
optimal, 47, 1.600, 6, 738, 762 
optimal, 47, 1.600, 7, 691, 249 
optimal, 47, 1.600, 8, 842, 456 
stochastic, 48, 1.600, 1, 513, 513 
stochastic, 48, 1.600, 2, 394, 397 
stochastic, 48, 1.600, 3, 206, 829 
stochastic, 48, 1.600, 4, 388, 881 
optimal, 48, 1.600, 1, 512, 512 
optimal, 48, 1.600, 2, 749, 759 
optimal, 48, 1.600, 3, 745, 262 
optimal, 48, 1.600, 4, 265, 736 
optimal, 48, 1.600, 5, 388, 881 
stochastic, 49, 1.600, 1, 513, 512 
stochastic, 49, 1.600, 2, 837, 296 
stochastic, 49, 1.600, 3, 817, 228 
stochastic, 49, 1.600, 4, 752, 227 
stochastic, 49, 1.600, 5, 811, 433 
stochastic, 49, 1.600, 6, 955, 474 
stochastic, 49, 1.600, 7, 620, 243 
stochastic, 49, 1.600, 8, 151, 415 
stochastic, 49, 1.600, 9, 427, 324 
stochastic, 49, 1.600, 10, 838, 935 
stochastic, 49, 1.600, 11, 756, 838 
stochastic, 49, 1.600, 12, 609, 903 
stochastic, 49, 1.600, 13, 581, 854 
stochastic, 49, 1.600, 14, 544, 806 
stochastic, 49, 1.600, 15, 583, 843 
stochastic, 49, 1.600, 16, 625, 675 
stochastic, 49, 1.600, 17, 376, 552 
stochastic, 49, 1.600, 18, 347, 606 
stochastic, 49, 1.600, 19, 515, 451 
stochastic, 49, 1.600, 20, 575, 499 
stochastic, 49, 1.600, 21, 492, 664 
stochastic, 49, 1.600, 22, 590, 740 
stochastic, 49, 1.600, 23, 429, 702 
stochastic, 49, 1.600, 24, 327, 521 
stochastic, 49, 1.600, 25, 198, 783 
stochastic, 49, 1.600, 26, 688, 354 
stochastic, 49, 1.600, 27, 801, 725 
stochastic, 49, 1.600, 28, 698, 834 
stochastic, 49, 1.600, 29, 181, 778 
stochastic, 49, 1.600, 30, 558, 893 
stochastic, 49, 1.600, 31, 808, 299 
stochastic, 49, 1.600, 32, 682, 169 
stochastic, 49, 1.600, 33, 966, 8 
stochastic, 49, 1.600, 34, 647, 406 
stochastic, 49, 1.600, 35, 823, 440 
stochastic, 49, 1.600, 36, 892, 354 
stochastic, 49, 1.600, 37, 890, 838 
stochastic, 49, 1.600, 38, 351, 846 
stochastic, 49, 1.600, 39, 383, 816 
stochastic, 49, 1.600, 40, 557, 906 
stochastic, 49, 1.600, 41, 610, 891 
stochastic, 49, 1.600, 42, 593, 936 
stochastic, 49, 1.600, 43, 675, 923 
stochastic, 49, 1.600, 44, 601, 299 
stochastic, 49, 1.600, 45, 864, 228 
stochastic, 49, 1.600, 46, 470, 650 
stochastic, 49, 1.600, 47, 118, 662 
stochastic, 49, 1.600, 48, 246, 780 
stochastic, 49, 1.600, 49, 66, 813 
stochastic, 49, 1.600, 50, 41, 957 
stochastic, 49, 1.600, 51, NaN, NaN 
optimal, 49, 1.600, 1, 512, 512 
optimal, 49, 1.600, 2, 749, 759 
optimal, 49, 1.600, 3, 745, 262 
optimal, 49, 1.600, 4, 265, 736 
optimal, 49, 1.600, 5, 237, 273 
optimal, 49, 1.600, 6, 738, 762 
optimal, 49, 1.600, 7, 691, 249 
optimal, 49, 1.600, 8, 814, 61 
stochastic, 50, 1.600, 1, 512, 513 
stochastic, 50, 1.600, 2, 558, 684 
stochastic, 50, 1.600, 3, 287, 562 
stochastic, 50, 1.600, 4, 497, 475 
stochastic, 50, 1.600, 5, 590, 768 
stochastic, 50, 1.600, 6, 542, 801 
stochastic, 50, 1.600, 7, 210, 910 
stochastic, 50, 1.600, 8, 315, 846 
stochastic, 50, 1.600, 9, 559, 786 
stochastic, 50, 1.600, 10, 705, 1001 
stochastic, 50, 1.600, 11, 794, 334 
stochastic, 50, 1.600, 12, 588, 260 
stochastic, 50, 1.600, 13, 508, 208 
stochastic, 50, 1.600, 14, 71, 179 
stochastic, 50, 1.600, 15, 234, 865 
stochastic, 50, 1.600, 16, 63, 989 
stochastic, 50, 1.600, 17, 118, 711 
stochastic, 50, 1.600, 18, 626, 759 
stochastic, 50, 1.600, 19, 350, 792 
stochastic, 50, 1.600, 20, 570, 785 
stochastic, 50, 1.600, 21, 232, 990 
stochastic, 50, 1.600, 22, 397, 994 
stochastic, 50, 1.600, 23, 704, 977 
stochastic, 50, 1.600, 24, 795, 782 
stochastic, 50, 1.600, 25, 895, 703 
stochastic, 50, 1.600, 26, 960, 321 
stochastic, 50, 1.600, 27, 351, 541 
stochastic, 50, 1.600, 28, 321, 737 
stochastic, 50, 1.600, 29, 187, 649 
stochastic, 50, 1.600, 30, 115, 511 
stochastic, 50, 1.600, 31, 741, 647 
stochastic, 50, 1.600, 32, 607, 582 
stochastic, 50, 1.600, 33, 824, 98 
stochastic, 50, 1.600, 34, 581, 139 
stochastic, 50, 1.600, 35, 418, 166 
stochastic, 50, 1.600, 36, 763, 275 
optimal, 50, 1.600, 1, 512, 512 
optimal, 50, 1.600, 2, 749, 759 
optimal, 50, 1.600, 3, 745, 262 
optimal, 50, 1.600, 4, 265, 736 
optimal, 50, 1.600, 5, 237, 273 
optimal, 50, 1.600, 6, 738, 762 
optimal, 50, 1.600, 7, 691, 249 
optimal, 50, 1.600, 8, 267, 787 
optimal, 50, 1.600, 9, 273, 229 
optimal, 50, 1.600, 10, 817, 485 
optimal, 50, 1.600, 11, 213, 545 
optimal, 50, 1.600, 12, 685, 833 
optimal, 50, 1.600, 13, 758, 172 
optimal, 50, 1.600, 14, 254, 208 
optimal, 50, 1.600, 15, 261, 821 
optimal, 50, 1.600, 16, 833, 806 
optimal, 50, 1.600, 17, 791, 216 
optimal, 50, 1.600, 18, 763, 275 
stochastic, 61, 1.650, 1, 512, 512 
stochastic, 61, 1.650, 2, 401, 785 
stochastic, 61, 1.650, 3, 21, 957 
stochastic, 61, 1.650, 4, 1017, 724 
stochastic, 61, 1.650, 5, 898, 386 
stochastic, 61, 1.650, 6, 857, 117 
stochastic, 61, 1.650, 7, 607, 27 
stochastic, 61, 1.650, 8, 716, 242 
stochastic, 61, 1.650, 9, 617, 186 
stochastic, 61, 1.650, 10, 501, 108 
stochastic, 61, 1.650, 11, 387, 40 
stochastic, 61, 1.650, 12, 18, 151 
stochastic, 61, 1.650, 13, 160, 196 
optimal, 61, 1.650, 1, 513, 513 
optimal, 61, 1.650, 2, 644, 818 
optimal, 61, 1.650, 3, 581, 207 
optimal, 61, 1.650, 4, 205, 760 
optimal, 61, 1.650, 5, 219, 243 
optimal, 61, 1.650, 6, 160, 196 
stochastic, 62, 1.650, 1, 513, 512 
stochastic, 62, 1.650, 2, 817, 558 
stochastic, 62, 1.650, 3, 735, 710 
optimal, 62, 1.650, 1, 512, 513 
optimal, 62, 1.650, 2, 644, 818 
optimal, 62, 1.650, 3, 735, 710 
stochastic, 63, 1.650, 1, 512, 512 
stochastic, 63, 1.650, 2, 340, 565 
stochastic, 63, 1.650, 3, 420, 195 
stochastic, 63, 1.650, 4, 504, 86 
stochastic, 63, 1.650, 5, 681, 61 
stochastic, 63, 1.650, 6, 808, 138 
stochastic, 63, 1.650, 7, 758, 586 
stochastic, 63, 1.650, 8, 553, 208 
stochastic, 63, 1.650, 9, 909, 589 
stochastic, 63, 1.650, 10, 878, 763 
stochastic, 63, 1.650, 11, 864, 913 
stochastic, 63, 1.650, 12, 810, 1008 
stochastic, 63, 1.650, 13, 235, 415 
stochastic, 63, 1.650, 14, 377, 647 
optimal, 63, 1.650, 1, 513, 512 
optimal, 63, 1.650, 2, 644, 818 
optimal, 63, 1.650, 3, 581, 207 
optimal, 63, 1.650, 4, 205, 760 
optimal, 63, 1.650, 5, 377, 647 
stochastic, 64, 1.650, 1, 513, 513 
stochastic, 64, 1.650, 2, 455, 562 
stochastic, 64, 1.650, 3, 318, 700 
stochastic, 64, 1.650, 4, 166, 647 
stochastic, 64, 1.650, 5, 176, 627 
stochastic, 64, 1.650, 6, 503, 691 
stochastic, 64, 1.650, 7, 672, 402 
optimal, 64, 1.650, 1, 513, 512 
optimal, 64, 1.650, 2, 672, 402 
stochastic, 65, 1.650, 1, 512, 512 
stochastic, 65, 1.650, 2, 386, 419 
stochastic, 65, 1.650, 3, 87, 466 
optimal, 65, 1.650, 1, 513, 512 
optimal, 65, 1.650, 2, 644, 818 
optimal, 65, 1.650, 3, 581, 207 
optimal, 65, 1.650, 4, 205, 760 
optimal, 65, 1.650, 5, 219, 243 
optimal, 65, 1.650, 6, 842, 324 
optimal, 65, 1.650, 7, 785, 773 
optimal, 65, 1.650, 8, 190, 756 
optimal, 65, 1.650, 9, 239, 181 
optimal, 65, 1.650, 10, 812, 158 
optimal, 65, 1.650, 11, 791, 809 
optimal, 65, 1.650, 12, 187, 480 
optimal, 65, 1.650, 13, 87, 466 
stochastic, 66, 1.650, 1, 512, 513 
stochastic, 66, 1.650, 2, 495, 196 
stochastic, 66, 1.650, 3, 757, 114 
stochastic, 66, 1.650, 4, 421, 76 
stochastic, 66, 1.650, 5, 275, 81 
stochastic, 66, 1.650, 6, 121, 212 
stochastic, 66, 1.650, 7, 343, 109 
stochastic, 66, 1.650, 8, 513, 361 
stochastic, 66, 1.650, 9, 381, 419 
stochastic, 66, 1.650, 10, 536, 589 
stochastic, 66, 1.650, 11, 406, 539 
stochastic, 66, 1.650, 12, 189, 493 
stochastic, 66, 1.650, 13, 266, 588 
stochastic, 66, 1.650, 14, 246, 304 
stochastic, 66, 1.650, 15, 102, 266 
stochastic, 66, 1.650, 16, 310, 285 
stochastic, 66, 1.650, 17, 19, 446 
stochastic, 66, 1.650, 18, 184, 210 
stochastic, 66, 1.650, 19, 4, 208 
stochastic, 66, 1.650, 20, 130, 313 
stochastic, 66, 1.650, 21, 107, 202 
stochastic, 66, 1.650, 22, 377, 107 
stochastic, 66, 1.650, 23, 840, 107 
stochastic, 66, 1.650, 24, 865, 179 
optimal, 66, 1.650, 1, 513, 512 
optimal, 66, 1.650, 2, 644, 818 
optimal, 66, 1.650, 3, 581, 207 
optimal, 66, 1.650, 4, 205, 760 
optimal, 66, 1.650, 5, 219, 243 
optimal, 66, 1.650, 6, 842, 324 
optimal, 66, 1.650, 7, 785, 773 
optimal, 66, 1.650, 8, 190, 756 
optimal, 66, 1.650, 9, 239, 181 
optimal, 66, 1.650, 10, 812, 158 
optimal, 66, 1.650, 11, 865, 179 
stochastic, 67, 1.650, 1, 512, 512 
stochastic, 67, 1.650, 2, 748, 215 
stochastic, 67, 1.650, 3, 657, 196 
optimal, 67, 1.650, 1, 513, 512 
optimal, 67, 1.650, 2, 644, 818 
optimal, 67, 1.650, 3, 581, 207 
optimal, 67, 1.650, 4, 657, 196 
stochastic, 68, 1.650, 1, 512, 512 
stochastic, 68, 1.650, 2, 470, 891 
optimal, 68, 1.650, 1, 513, 512 
optimal, 68, 1.650, 2, 644, 818 
optimal, 68, 1.650, 3, 470, 891 
stochastic, 69, 1.650, 1, 512, 513 
stochastic, 69, 1.650, 2, 860, 644 
optimal, 69, 1.650, 1, 513, 513 
optimal, 69, 1.650, 2, 644, 818 
optimal, 69, 1.650, 3, 581, 207 
optimal, 69, 1.650, 4, 205, 760 
optimal, 69, 1.650, 5, 219, 243 
optimal, 69, 1.650, 6, 842, 324 
optimal, 69, 1.650, 7, 785, 773 
optimal, 69, 1.650, 8, 860, 644 
stochastic, 70, 1.650, 1, 512, 512 
stochastic, 70, 1.650, 2, 331, 796 
stochastic, 70, 1.650, 3, 413, 460 
stochastic, 70, 1.650, 4, 425, 526 
stochastic, 70, 1.650, 5, 393, 385 
stochastic, 70, 1.650, 6, 181, 213 
stochastic, 70, 1.650, 7, 583, 245 
stochastic, 70, 1.650, 8, 840, 90 
stochastic, 70, 1.650, 9, 313, 204 
stochastic, 70, 1.650, 10, 167, 125 
stochastic, 70, 1.650, 11, 912, 94 
stochastic, 70, 1.650, 12, 797, 39 
stochastic, 70, 1.650, 13, 610, 211 
stochastic, 70, 1.650, 14, 691, 364 
stochastic, 70, 1.650, 15, 710, 666 
optimal, 70, 1.650, 1, 513, 512 
optimal, 70, 1.650, 2, 710, 666 
stochastic, 71, 1.650, 1, 513, 512 
stochastic, 71, 1.650, 2, 56, 479 
stochastic, 71, 1.650, 3, 82, 429 
stochastic, 71, 1.650, 4, 168, 330 
stochastic, 71, 1.650, 5, 350, 160 
stochastic, 71, 1.650, 6, 585, 240 
stochastic, 71, 1.650, 7, 700, 218 
optimal, 71, 1.650, 1, 513, 512 
optimal, 71, 1.650, 2, 644, 818 
optimal, 71, 1.650, 3, 581, 207 
optimal, 71, 1.650, 4, 700, 218 
stochastic, 72, 1.650, 1, 513, 512 
stochastic, 72, 1.650, 2, 269, 476 
stochastic, 72, 1.650, 3, 168, 293 
stochastic, 72, 1.650, 4, 151, 400 
stochastic, 72, 1.650, 5, 86, 471 
stochastic, 72, 1.650, 6, 85, 431 
stochastic, 72, 1.650, 7, 115, 413 
stochastic, 72, 1.650, 8, 118, 300 
stochastic, 72, 1.650, 9, 146, 729 
stochastic, 72, 1.650, 10, 73, 841 
stochastic, 72, 1.650, 11, 430, 772 
optimal, 72, 1.650, 1, 513, 512 
optimal, 72, 1.650, 2, 644, 818 
optimal, 72, 1.650, 3, 430, 772 
stochastic, 73, 1.650, 1, 513, 512 
stochastic, 73, 1.650, 2, 267, 533 
stochastic, 73, 1.650, 3, 416, 702 
stochastic, 73, 1.650, 4, 185, 756 
stochastic, 73, 1.650, 5, 248, 630 
stochastic, 73, 1.650, 6, 381, 548 
stochastic, 73, 1.650, 7, 372, 831 
stochastic, 73, 1.650, 8, 327, 879 
stochastic, 73, 1.650, 9, 95, 983 
stochastic, 73, 1.650, 10, 73, 489 
stochastic, 73, 1.650, 11, 702, 515 
stochastic, 73, 1.650, 12, 303, 449 
stochastic, 73, 1.650, 13, 243, 657 
stochastic, 73, 1.650, 14, 169, 560 
stochastic, 73, 1.650, 15, 60, 497 
stochastic, 73, 1.650, 16, 200, 683 
stochastic, 73, 1.650, 17, 271, 215 
stochastic, 73, 1.650, 18, 215, 807 
stochastic, 73, 1.650, 19, 516, 802 
stochastic, 73, 1.650, 20, 270, 896 
stochastic, 73, 1.650, 21, 272, 885 
stochastic, 73, 1.650, 22, 133, 949 
stochastic, 73, 1.650, 23, 35, 971 
stochastic, 73, 1.650, 24, 702, 883 
stochastic, 73, 1.650, 25, 775, 977 
stochastic, 73, 1.650, 26, 609, 801 
stochastic, 73, 1.650, 27, 626, 761 
stochastic, 73, 1.650, 28, 323, 911 
stochastic, 73, 1.650, 29, 36, 594 
stochastic, 73, 1.650, 30, 264, 836 
stochastic, 73, 1.650, 31, 139, 893 
stochastic, 73, 1.650, 32, 394, 631 
stochastic, 73, 1.650, 33, 52, 785 
stochastic, 73, 1.650, 34, 493, 910 
stochastic, 73, 1.650, 35, 42, 836 
stochastic, 73, 1.650, 36, 267, 178 
stochastic, 73, 1.650, 37, 312, 195 
optimal, 73, 1.650, 1, 512, 513 
optimal, 73, 1.650, 2, 644, 818 
optimal, 73, 1.650, 3, 581, 207 
optimal, 73, 1.650, 4, 312, 195 
stochastic, 74, 1.650, 1, 513, 512 
stochastic, 74, 1.650, 2, 448, 399 
stochastic, 74, 1.650, 3, 355, 756 
stochastic, 74, 1.650, 4, 671, 858 
optimal, 74, 1.650, 1, 513, 513 
optimal, 74, 1.650, 2, 644, 818 
optimal, 74, 1.650, 3, 671, 858 
stochastic, 75, 1.650, 1, 512, 513 
stochastic, 75, 1.650, 2, 396, 585 
stochastic, 75, 1.650, 3, 637, 607 
stochastic, 75, 1.650, 4, 557, 482 
stochastic, 75, 1.650, 5, 453, 362 
optimal, 75, 1.650, 1, 512, 512 
optimal, 75, 1.650, 2, 644, 818 
optimal, 75, 1.650, 3, 581, 207 
optimal, 75, 1.650, 4, 453, 362 
stochastic, 76, 1.650, 1, 512, 512 
stochastic, 76, 1.650, 2, 979, 318 
stochastic, 76, 1.650, 3, 957, 271 
optimal, 76, 1.650, 1, 512, 513 
optimal, 76, 1.650, 2, 644, 818 
optimal, 76, 1.650, 3, 581, 207 
optimal, 76, 1.650, 4, 205, 760 
optimal, 76, 1.650, 5, 219, 243 
optimal, 76, 1.650, 6, 842, 324 
optimal, 76, 1.650, 7, 957, 271 
stochastic, 77, 1.650, 1, 513, 513 
stochastic, 77, 1.650, 2, 606, 390 
stochastic, 77, 1.650, 3, 671, 750 
stochastic, 77, 1.650, 4, 506, 882 
stochastic, 77, 1.650, 5, 267, 954 
stochastic, 77, 1.650, 6, 555, 494 
stochastic, 77, 1.650, 7, 529, 323 
stochastic, 77, 1.650, 8, 127, 103 
stochastic, 77, 1.650, 9, 167, 149 
stochastic, 77, 1.650, 10, 101, 310 
stochastic, 77, 1.650, 11, 286, 814 
stochastic, 77, 1.650, 12, 208, 689 
optimal, 77, 1.650, 1, 512, 512 
optimal, 77, 1.650, 2, 644, 818 
optimal, 77, 1.650, 3, 581, 207 
optimal, 77, 1.650, 4, 205, 760 
optimal, 77, 1.650, 5, 219, 243 
optimal, 77, 1.650, 6, 842, 324 
optimal, 77, 1.650, 7, 785, 773 
optimal, 77, 1.650, 8, 190, 756 
optimal, 77, 1.650, 9, 208, 689 
stochastic, 78, 1.650, 1, 513, 512 
stochastic, 78, 1.650, 2, 500, 516 
stochastic, 78, 1.650, 3, 326, 484 
stochastic, 78, 1.650, 4, 397, 420 
stochastic, 78, 1.650, 5, 361, 386 
stochastic, 78, 1.650, 6, 311, 446 
stochastic, 78, 1.650, 7, 280, 261 
optimal, 78, 1.650, 1, 512, 512 
optimal, 78, 1.650, 2, 280, 261 
stochastic, 79, 1.650, 1, 513, 512 
stochastic, 79, 1.650, 2, 499, 479 
stochastic, 79, 1.650, 3, 865, 377 
optimal, 79, 1.650, 1, 512, 513 
optimal, 79, 1.650, 2, 644, 818 
optimal, 79, 1.650, 3, 581, 207 
optimal, 79, 1.650, 4, 205, 760 
optimal, 79, 1.650, 5, 219, 243 
optimal, 79, 1.650, 6, 842, 324 
optimal, 79, 1.650, 7, 865, 377 
stochastic, 80, 1.650, 1, 513, 512 
stochastic, 80, 1.650, 2, 407, 424 
optimal, 80, 1.650, 1, 513, 513 
optimal, 80, 1.650, 2, 407, 424 
stochastic, 81, 1.650, 1, 513, 513 
stochastic, 81, 1.650, 2, 830, 610 
stochastic, 81, 1.650, 3, 713, 742 
stochastic, 81, 1.650, 4, 781, 707 
stochastic, 81, 1.650, 5, 526, 910 
stochastic, 81, 1.650, 6, 292, 307 
stochastic, 81, 1.650, 7, 188, 444 
stochastic, 81, 1.650, 8, 22, 340 
stochastic, 81, 1.650, 9, 749, 283 
stochastic, 81, 1.650, 10, 887, 238 
optimal, 81, 1.650, 1, 512, 512 
optimal, 81, 1.650, 2, 644, 818 
optimal, 81, 1.650, 3, 581, 207 
optimal, 81, 1.650, 4, 205, 760 
optimal, 81, 1.650, 5, 219, 243 
optimal, 81, 1.650, 6, 842, 324 
optimal, 81, 1.650, 7, 785, 773 
optimal, 81, 1.650, 8, 190, 756 
optimal, 81, 1.650, 9, 239, 181 
optimal, 81, 1.650, 10, 812, 158 
optimal, 81, 1.650, 11, 887, 238 
stochastic, 82, 1.650, 1, 512, 513 
stochastic, 82, 1.650, 2, 693, 546 
stochastic, 82, 1.650, 3, 766, 858 
stochastic, 82, 1.650, 4, 199, 983 
stochastic, 82, 1.650, 5, 999, 952 
stochastic, 82, 1.650, 6, 902, 614 
stochastic, 82, 1.650, 7, 695, 650 
stochastic, 82, 1.650, 8, 722, 626 
stochastic, 82, 1.650, 9, 403, 606 
optimal, 82, 1.650, 1, 513, 513 
optimal, 82, 1.650, 2, 644, 818 
optimal, 82, 1.650, 3, 581, 207 
optimal, 82, 1.650, 4, 205, 760 
optimal, 82, 1.650, 5, 219, 243 
optimal, 82, 1.650, 6, 842, 324 
