person,x,y
1,104.4,970.6
1,317.5,878.4
1,557.7,866.6
1,724.5,828.3
1,608,603.4
1,754.2,620.8
1,395.4,648.7
1,559.9,503
1,636.1,450.1
1,469,172.6
1,344.1,205.6
1,56.7,144.5
1,272.8,111.3
1,249.7,18.7
1,54.3,981.4
1,97.6,789.9
1,342.4,626.7
1,640.3,296.7
1,774,103.9
1,556.1,35.3
1,441.1,143
1,912.6,117.5
1,844.9,482.9
1,784.3,673.7
1,926.3,813.1
1,789.6,919.8
1,693,846
1,525.9,883.5
1,655.6,707.9
1,443.3,520
1,341.5,474.3
1,427.3,297.7
1,280.6,231.8
1,191.8,105.7
1,120.5,201
1,78,404.8
1,346.6,569.7
1,229,506.9
1,69.5,505.5
1,129.4,745.7
1,113.5,695.8
1,303.2,579.2
1,300.9,568
1,210.1,544.6
1,316.3,570.3
1,417.2,602
1,657.2,457.2
1,649.8,266.1
1,487.9,213.4
1,191.1,283.6
1,418.9,179.2
1,507,181.2
1,534.9,200
1,802.4,209.6
1,735.6,126.4
1,637.6,68.4
1,319.4,211.3
1,95.3,317.9
1,107.4,571
1,101.7,887.4
1,297,964
1,554.5,750.3
1,510.7,538.4
1,426.4,461.5
1,760.3,466.3
1,412.8,138.6
1,41.6,330.8
1,266.5,479.7
1,289,689.9
1,164.1,816.3
1,571.2,580.3
1,648.9,558
1,749.4,830.6
1,697,503.2
1,376.4,518.8
1,116.4,718.5
1,421.8,342.2
1,342.1,396.9
1,344.4,107.7
1,796.5,166.7
1,661,387.6
1,739.1,575.1
1,491.8,724.5
1,236.2,784.1
1,69.1,974.5
1,183.7,899.6
1,223.4,887.7
1,692.2,736.8
1,539.8,918.7
1,679,873.5
1,224.4,799
1,328.3,805.6
1,884.8,656.6
1,639.1,282.7
1,710.5,121.5
1,261.7,480
1,350.8,212.5
1,616.3,215.1
1,223.8,224.3
1,634.3,251.7
1,506.6,277.2
1,676.6,273.2
1,186.2,333.1
1,411.9,369.8
1,399.3,246.6
1,76.4,375.4
1,153.3,683
1,577.1,833
1,682.7,773.6
1,431.6,322.6
1,463.1,176.4
1,491.8,96.8
1,100.8,308.4
1,107.8,546.5
1,351.3,666.8
1,632.4,833.3
1,420.4,877.4
1,82.2,887
1,53.6,833.3
1,800.1,677.1
1,622.8,408.2
1,726.5,347.9
1,490.5,293.4
1,842.6,200.6
1,568.6,167
1,348.7,92
1,190.3,285.5
1,618.9,240.5
1,476.4,386
1,391.9,391.7
1,396.2,358.2
1,645.6,155.7
1,786.9,354.6
1,507.8,732.5
1,246.9,825.9
1,414.6,958.7
1,761.1,914
1,782.2,590.9
1,823.9,422
1,851.3,185.6
1,272.8,278.2
1,81,299.4
1,173.5,73.6
1,39.7,595.5
1,49.6,826.9
1,61.5,941.9
1,362.2,803
1,530.3,445.6
1,507.3,486.1
1,679.7,620.3
1,817.1,648.8
1,774.6,672
1,713.3,654.7
1,364.8,470.1
1,295.1,447.6
1,547.1,380.3
1,248.6,276.3
1,379.2,836.9
1,218,939.9
1,379.1,277.2
1,673.7,169.4
1,864.8,156.4
1,724.5,640.1
1,782.9,841.2
1,843.9,740.3
1,379.5,951
1,90,893.6
1,153.2,475.8
1,125.5,304
1,107.1,139.2
1,434.4,305.4
1,476,159.2
1,449.8,23.7
1,847.6,101.9
1,818.9,509.9
1,636.3,528.8
1,808.1,269.2
1,469.1,539.2
1,232.7,764.5
1,503.9,995.7
1,235.1,410
1,130.7,275.7
1,293.8,97.6
1,245.4,131.1
1,690.1,146.6
1,596.2,292.6
1,530,232.2
1,576.3,134.8
1,782.1,148.7
1,292.6,572.3
1,238.8,808.8
1,376.8,742
1,407.2,751.3
1,618,870.6
1,772.4,868.2
1,591.6,462.9
1,262.9,285.9
1,188.1,121.3
1,498,95.4
1,359.8,302
1,123.1,408.7
1,579,412.1
1,233.4,679.3
1,127.5,801.8
1,59.3,971.7
1,313,958.1
1,705.9,964.3
1,829.2,825.5
1,832.4,513.5
1,352.7,465.6
1,864.4,482.7
1,594.6,141.8
1,275.4,187.3
1,208.6,330.4
1,326.7,311.9
1,741.2,202.9
1,907.5,402.5
1,785.4,759.8
1,524.9,912.1
1,144.6,914.8
1,14,604.7
1,75.1,376
1,144.8,715.9
1,586.4,751
1,571.6,486.6
1,564.6,317.3
1,566.4,112.5
1,141.2,121.1
1,429.9,356.6
1,145.7,598.1
1,719.2,504
1,451.8,77.3
1,145.5,514
1,211.4,860.6
1,413.1,835.5
1,546.7,637.4
1,381.1,340.1
1,837.4,412.2
1,728.7,542.1
1,745.9,828.3
1,424.3,933.9
1,156.9,881.2
1,221.8,296.1
1,221.1,200.2
1,267,91.1
1,642,159.9
1,878.5,104.8
1,392.5,273.6
1,327.9,191.1
1,64.6,488.9
1,362,597.3
1,71.8,710.7
1,63.8,944.6
1,201.9,897
1,605.7,902.6
1,556.2,977.8
1,874.6,912.8
1,976.3,966.9
1,716,597.1
1,844.3,611.7
1,894.7,457.3
1,660.6,532.6
1,394.9,587.4
1,246.8,606.4
1,391.8,385.7
1,476,196.7
1,711.7,163.3
1,918,95.5
1,98.3,357.4
1,172.1,577.1
1,40.4,740.1
1,247.4,587.7
1,378.2,568
1,32.4,239
1,229.9,194.8
1,374.7,276.4
1,630.6,204.7
1,735,157.9
1,825.4,248.5
1,856.5,499.9
1,641.8,669.7
1,760.6,549.5
1,858,498.1
1,910.9,488.3
1,904.2,695.2
1,880.8,757.8
1,898,741.6
1,855.8,849.4
1,826,890.9
1,544.5,1019.2
1,319.6,742.3
1,159.3,788.4
1,217.4,793.6
1,69.9,930.4
1,71,430.4
1,339.1,338.4
1,415.8,212.5
1,209.5,74
1,556,93.4
1,602.3,20
1,462.4,33.6
1,967.7,75
1,938.8,350.3
1,951,241.1
1,841.2,163.4
1,771.7,392.6
1,923.2,782.7
1,938.4,868
1,877.2,704.7
1,541.1,612.4
1,356.5,606
1,149.5,594.6
1,227.7,356.9
1,12.1,357.1
1,25.7,801.5
1,391.5,990.9
1,312.4,907
1,498.8,974.9
1,702.5,1022.6
1,530.7,640.1
1,431.7,744
1,412.8,710
1,704.2,594.9
1,614.5,429.9
1,900.3,520.5
1,916,500.3
1,900.7,272.5
1,763.9,52
1,853.6,85.2
1,936,73.4
1,268.1,99.9
1,114.5,103.2
1,31.4,65.2
1,529.1,38.1
1,397,257.3
1,368.8,337.4
1,530.4,354
1,471.4,363.7
1,564.1,892.7
1,508.6,269.5
1,821.5,195.7
1,775.1,719.5
1,572.6,890.4
1,159.5,909.3
1,29.8,1008.4
1,67.1,611.1
1,58.2,308.1
1,188,168.9
1,412.7,200.3
1,498.8,745.8
1,309.8,660.8
1,893.6,577.6
1,926.6,338
1,919.1,68.3
1,714.2,137.5
1,948.9,20
1,283.7,100.5
1,87.4,90.3
1,323,87.9
1,438.2,151.7
1,64.6,501
1,91.1,804.6
1,120.4,962.7
1,277.1,916.5
1,688.4,967
1,747,1001.3
1,831.1,826.5
1,848.9,759.1
1,841,575.6
1,919.7,608.5
1,696.5,410.2
1,577.6,455.7
1,701.8,398.1
1,309,327.7
1,362.3,145.2
1,553,179
1,312.9,43.7
1,889.6,87.9
1,953.2,65.8
1,960.1,117.3
1,958.5,227.2
1,173.9,329.4
1,510.6,810
1,509.3,772
1,52.7,690.1
1,364.4,691.1
1,681.3,767.5
1,747.6,892.8
1,209.9,967.2
1,197.9,287.4
1,250.2,148.7
1,553.8,241.3
1,463.5,432.7
1,949.3,359.1
1,782.8,396.4
1,802.2,178.4
1,868.8,32.7
1,892.9,60.7
1,288.3,101.6
1,28.2,184.2
1,314.7,453.3
1,592.9,548.5
1,586.6,689.7
1,308.5,744.3
1,131.2,904
1,24.4,971
1,84.3,816.6
1,63.6,818.2
1,37.4,688
1,814,910.1
1,878.4,945.5
1,946.1,821.5
1,928.9,591.3
1,856.3,582.9
1,851.6,419.2
1,856.6,276.8
1,886.1,96.9
1,524.7,158.1
1,236.5,136
1,168.5,162.7
1,61.6,257.4
1,1.69999999999999,281.8
1,73.9,446.5
1,124.9,676.9
1,94.9,517.3
1,484.9,483.8
1,376.7,653.9
1,324.1,481.1
1,851.4,389
1,804,422.1
1,692.9,702.9
1,644.6,924.8
1,205.1,972.3
1,183.6,662.1
1,193.6,530.1
1,142.8,235.1
1,140.7,135.2
1,237,89.7
1,787.9,223.3
1,746.8,263.9
1,529,439.3
1,376.6,477.2
1,291.4,362.7
1,111.1,576.9
1,455.4,458
1,400.9,564.7
1,373.7,550.5
1,81.3,827.4
1,151.4,1004.5
1,159.6,400.1
1,369.3,432
1,321.3,410.7
1,234.8,411
1,208,404.6
1,615.3,602.1
1,619.1,504.7
1,405.6,703
1,378.5,862.7
1,23.8,942
1,60.8,763.8
1,19,833.1
1,187,798.1
1,35.6,348.1
1,51.2,421.6
1,85.5,136.9
1,406.3,63.1
1,702.6,56.5
1,872.9,69.7
1,952,70.6
1,912,406.8
1,919.7,253.4
1,807.1,560.5
1,655,642.4
1,577.1,646
1,622.8,201.2
1,224.6,598.3
1,179.1,881.5
1,468.2,762.7
1,257,894.5
1,749.1,361.1
1,705.8,584.4
1,320.3,170.6
1,74,301.2
1,91.8,604.7
1,187.1,766.2
1,710.6,978.5
1,498.9,1017
1,96.6,960.7
1,733.2,469.2
1,854.8,421.6
1,871.9,150.2
1,556.3,53.8
1,189.9,86.5
1,215,726.8
1,138.4,881.3
1,564.9,540
1,739.7,355.8
1,591.6,759.3
1,182.6,605.8
1,50,554.9
1,112.6,542.7
1,96.9,441.4
1,558.2,455.6
1,435.9,277.7
1,141.3,633.5
1,123.4,863.9
1,374.1,916.4
1,574.4,895.1
1,27.5,986
1,133.2,293.7
1,401,958.5
1,536.7,48
1,278.4,47.4
1,55.8,21.3
1,84.2,470.5
1,29.4,674.6
1,337.8,388.4
1,812.8,400.7
1,729.9,593
1,649.7,761.8
1,446.3,607.3
1,561.4,946.1
1,560.9,867
1,833.2,708.2
1,834.2,873.7
1,800.5,867.9
1,904.9,569.8
1,902.9,423.1
1,846.2,139.6
1,924.7,51.3
1,756.5,184.8
1,836.4,23.9
1,233.7,16.2
1,40.6,90.6
1,14.7,359.8
1,50.8,578.2
1,64.1,703.3
1,228.6,658.2
1,52.1,893.6
1,74.7,970.3
1,345,1006.6
1,285.8,1005.5
1,376.2,754.8
1,328.5,709.9
1,448.6,578
1,428.7,477.1
1,351.4,358.1
1,242.2,166.5
1,159.7,242.8
1,226.4,185.8
1,467.4,102.8
1,686.3,42.6
1,727.3,147.4
1,844.2,126.6
1,835.7,264.5
1,795.9,525
1,751.6,653.1
1,751.8,684.1
1,862.8,673.1
1,760.9,740.8
1,795.7,904.5
1,875,875.2
1,855.9,1002.7
1,262.3,956.7
1,27.7,1009.9
1,24.5,483.6
1,8.5,123.9
1,237.3,88.9
1,202.9,75.6
1,535.6,73.2
1,858.2,54.5
1,345.4,306.9
1,324.6,329.2
1,442.6,539.6
1,321.8,752.1
1,239.6,862.1
1,251.2,824.6
1,355.2,806.3
1,559.5,901
1,604.6,795.4
1,555.3,642.2
1,749.1,841.8
1,743.2,758
1,628.9,894
1,603.5,923.3
1,464.8,431.1
1,814.9,574.7
1,847.8,586.5
1,675.6,432.8
1,420.5,256.1
1,301.6,331
1,37.1,159.6
1,255.6,578.9
1,13.2,794.3
1,735.1,773.3
1,658.2,641.6
1,707.9,820.4
1,636.3,967.7
1,647.1,943.1
1,444.5,258.1
1,638.9,213.7
1,172.8,143.1
1,64.7,377.2
1,96.6,547.8
1,78.5,765.6
1,10.3,961.1
1,779.4,590.7
1,898.1,493.3
1,929.1,552.7
1,946,669.6
1,632.3,655.7
1,715.9,673.8
1,642.1,183
1,888.7,123.3
1,791.9,23.4
1,829.4,28.5
1,428.2,41.8
1,200.1,48.2
1,10.1,140.4
1,34.8,318.7
1,89.1,427.2
1,178.2,590.6
1,64.6,850.8
1,23.6,1005.1
1,353.6,969.7
1,621.1,973.2
1,645,997.8
1,863.8,857
1,899.9,679.5
1,912.3,569
1,855.9,366.8
1,469.3,400.9
1,298.8,471.3
1,472.3,266.1
1,518.4,199.3
1,385,270.5
1,360.7,295.7
1,486.7,90.6
1,173.3,47.4
1,5.80000000000001,107.4
1,73.3,356.5
1,353.7,553.9
1,190.9,610.8
1,397.8,726.8
1,496.9,673.8
1,593,506.1
1,708.3,438.2
1,750,210.3
1,882.7,42.3
1,922.4,411.3
1,850.6,467.4
1,721.2,485.2
1,761.6,746.9
1,901.5,693.8
1,699.4,890.8
1,533,861.2
1,361.9,821.6
1,53.8,766.9
1,5,445.7
1,46.9,230.7
1,204.7,370.3
1,289.5,454.5
1,120.1,424.6
1,178.2,64.5
1,816.5,60.8
1,651.7,163.1
1,565.4,267.1
1,479.8,283.8
1,392.8,363.5
1,360.2,398.6
1,400.3,400.4
1,407.6,463.2
1,315.1,532.7
1,316,467.6
1,451.7,466
1,420.1,446.4
1,377.3,444.3
1,318.7,557.8
1,301.5,428.3
1,222.2,246.2
1,475.1,147.1
1,673,279.1
1,232.4,76.6
1,407,11.3
1,824.4,92.7
1,738.3,563.4
1,523.2,716.1
1,332.1,927.7
1,122.4,929.9
1,38.5,596.2
1,15.9,442
1,23.3,309.1
1,15.5,77.5
1,268.5,337.3
1,122.3,381.8
1,887.3,485.2
1,933.3,761.5
1,979.8,414.5
1,965.3,238.4
1,942,140.4
1,645.2,207.3
1,636.2,493.9
1,687.1,621.6
1,543.4,879.3
1,513.2,958.2
1,170.2,921
1,33.7,753.7
1,33.6,525.2
1,104.5,351.2
1,44.8,265.3
1,243.2,4.7
1,767.4,9.2
1,692.1,101.5
1,319.8,149.2
1,302,135.9
1,244.3,152.3
1,384.5,273.7
1,202.5,569.3
1,73.6,825.9
1,450.1,914.3
1,585.7,954.6
1,812,733.3
1,926.8,681.3
1,976.4,651.7
1,783,358.8
1,637.4,396.4
1,173.3,297.2
1,129.8,389.2
1,507.1,347.9
1,443.4,515.6
1,523.2,647.1
1,289.9,765.3
1,174,794.4
1,282.3,710.9
1,385.5,600.4
1,600.7,660.5
1,659,675.8
1,274.8,436.3
1,291.8,327.6
1,200.9,745.5
1,262.9,657
1,727.5,920.2
1,682.6,848.4
1,457.3,913.5
1,134.8,910.6
1,843,1000.9
1,792.1,638.4
1,767,362.2
1,431,344.8
1,117.6,390.6
1,220.7,528
1,137,259.5
1,637.8,300.2
1,673.3,454
1,888,288.5
1,594.3,796.3
1,389.6,857.7
1,408.2,748.4
1,160.7,825.3
1,476.7,954.6
1,625.4,530.2
1,466.4,295.2
1,183,243.7
1,489.5,82.5
1,777.4,45.5
1,911.1,252.8
1,844.9,593.9
1,865.4,849.7
1,153.7,761.2
1,446.8,896.5
1,783.3,784.4
1,754.4,348.5
1,473,208.3
1,119.7,287.8
1,760,495.4
1,340.4,264.6
1,128.4,287.7
1,180.2,93
1,116,617.8
1,213.1,639.3
1,145.8,802.9
1,533.5,652.7
1,506,830.9
1,718.3,885.2
1,864.9,834.4
1,793.1,443.9
1,828.7,244.8
1,758,125.4
1,416.9,247
1,426.5,289
1,370.8,66.1
1,54.2,191.3
1,72.5,379.1
1,89.7,307
1,162.3,547.8
1,37.7,829.8
1,155.1,824.3
1,466.9,509.4
1,575.8,727.8
1,436.3,924.8
1,399.6,804.2
1,897.7,768.6
1,848.8,497.1
1,877.8,318.5
1,707.5,57
1,544.3,42.3
1,321.6,58
1,174.1,134.3
1,243.7,315
1,205.7,502.3
1,282.5,399.6
1,145.6,799.4
1,65.1,924.1
1,12.3,922
1,455.3,630.5
1,365.5,716.1
1,641.7,903.5
1,692.1,614.4
1,385.5,529.1
1,64.4,363.8
1,794.6,582
1,610.7,835.6
1,313.6,894.8
1,76.9,955.5
1,716.1,333.3
1,862.6,334
1,704.2,91.3
1,264.4,148.7
1,111.1,244.5
1,575.1,539.9
1,850.4,663.9
1,904.5,702.4
1,502.3,843.6
1,258,854
1,351.3,894.3
1,881.1,1002.4
1,690.7,628.2
1,383.4,809.8
1,152.1,360.3
1,364.5,822.8
1,90.4,422
1,680.8,257.8
1,453.2,733.8
1,467.3,812.2
1,780,761.5
1,894.3,663
1,796.1,336.5
1,853.8,114
1,588.5,91
1,269.7,164.1
1,462,372.6
1,517.4,353.5
1,615.9,232.8
1,699.3,215.9
1,195.6,296.7
1,630.5,22.7
1,123.5,697.2
1,65.6,927.3
1,445.8,919.8
1,654.5,1003.3
1,947.3,940.2
1,884.7,587.4
1,858.8,548.7
1,836.3,270.7
1,770.1,81.6
1,753.3,6
1,693.1,376.8
1,651.6,329
1,683.3,228.3
1,275.1,323.2
1,69.6,378.1
1,84.8,614.1
1,151.3,683.4
1,80,770.3
1,96,614.3
1,527.3,538.1
1,411,477.7
1,300.7,392.7
1,212.1,321.4
1,69.2,120.5
1,807.1,67.5
1,723.7,249
1,709.2,554.4
1,238.6,625.1
1,481.5,734.5
1,773.4,799.3
1,846.8,823.2
1,808.3,241.8
1,310.2,273.2
1,168.8,449
1,153.1,677.5
1,387.6,731.2
1,291.2,608
1,364.9,575.2
1,91.5,928
1,13.3,390.9
1,109.1,253
1,431.4,195
1,602.8,178.2
1,749.2,189.7
1,888.3,305.2
1,577.2,158.9
1,818.4,384.4
1,728.6,455.1
1,285.2,764.4
1,72.1,962.8
1,172.5,305.1
1,170.2,158.2
1,746.8,111.9
1,919.3,78.3
1,749,472.6
1,841,421.2
1,593.9,659.9
1,567.2,869.5
1,795,934.6
1,218.4,862.8
1,34.9,856.4
1,9.5,467.5
1,171.5,371.6
1,163,391.1
1,196.6,411.4
1,201.6,383.5
1,207.7,443.4
1,619.8,582.7
1,725,501.2
1,532.7,613
1,569.6,738.3
1,505.9,671
1,506.5,529.1
1,425.2,437
1,420.6,403.1
1,382,149.4
1,480.4,243.1
1,806.4,124
1,660.3,880.8
1,220.8,889.7
1,69.7,920.3
1,73.2,402.3
1,52.2,299.3
1,705.6,346.4
1,750.5,401.5
1,550.9,447.6
1,481.7,668.2
1,834.6,617.3
1,623.5,165.9
1,882,57.3
1,233.3,85.2
1,100.6,86.4
1,530.7,5.6
1,508.1,28.4
1,303,382.2
1,54.7,454.3
1,59.3,766.1
1,70.9,940.9
1,277.8,852.5
1,368.2,920.7
1,560.8,938.6
1,692.9,912.4
1,461.8,958.9
1,402.5,962.2
1,95.4,627.6
1,166.6,511.4
1,850.8,479.9
1,610.4,478.8
1,694.3,484.8
1,658.1,492.7
1,683.1,495.1
1,642.1,501.6
1,594.2,502.7
1,612.8,474
1,498.6,482.3
1,549.9,432.9
1,375.6,457
1,121.6,478.1
1,145.4,278.3
1,655.5,210.1
1,508.9,361.5
1,552.5,328
